Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
13,A collection of small squares of different colors and sizes are scattered across a black background.,There is a black place mat on top of a wood table. There is a white plate on the mat with food on it. There is a fork on the mat next to the plate. There is an orange towel next to the plate.,8.667310909226835e-156,0.10526315311634371,0.8451225161552429,0.04854368932038835
14,A person is standing on a soccer field.,A goat has its head turned back and it's looking at something. The goat is white but has a black nose and mouth and black ears. The horns of the goat are pointed upwards and has black tops. The goat is standing in green grass.,7.560111974543518e-157,0.19999999680000002,0.8501549363136292,0.07642251815980629
15,A black wall with white square tiles scattered across it.,A woman is walking her dog. She is on a skateboard while she is holding the leash of her dog. She is wearing a gray hoodie and some black shorts.,1.6488337128931635e-232,0.12121211698806258,0.8459683656692505,0.03571428571428571
16,"A collection of small images of buildings and other structures, with a large blue rectangle in the center.",There are some portable bathrooms sitting near a railroad track. There are some trains sitting on the track. The portable bathrooms are blue with a white roof and the trains are yellow.,2.450190000533128e-155,0.16216215719503302,0.8642183542251587,0.13934277414669574
17,A bathroom with a black and white photo of a bathroom sink and a trash can.,A very white bathroom has a very white sink and toilet. The shower curtain that hangs from the ceiling is also white. There is one wall that is all mirrored. The door is made of glass and the faucet is silver. The floor is made of black tile.,8.883642412030679e-156,0.35555555164444447,0.8604376316070557,0.11160714285714286
18,A person skiing down a snowy mountain.,A man is in a black wetsuit. The man is riding a white surfboard. There is a large wave in the water the man is surfing on.,7.649797440699143e-233,0.1599999959680001,0.8706263303756714,0.04
19,A close up of a plate of food with a fork and knife on the side.,A pizza is on a brown wooden tray. The tray is placed on the stove top. The pizza has melted cheese and spinach on top of it. The stove is white with black burners.,2.0013019712253444e-155,0.31578946903047095,0.8643003106117249,0.10869565217391305
20,A person is standing in front of a house.,a flood is occuring. there is a lot of water on the road. the hydrant on the sidewalk is red. the garage doors are red in color . there are some pieces of grass growing.,8.276261240932024e-233,0.18749999595703135,0.86179119348526,0.0771604938271605
21,A large blue and white airplane is flying over a green field.,there are four airplanes in the sky. There is a small hill under them. There is a field of grass under the airplanes. There are smoke trails coming out from behind the airplanes.,2.022810352493935e-232,0.1714285669224491,0.8826513886451721,0.06472491909385113
22,A building with a lot of windows is covered in a black and white pattern.,There is a large white airplane that is in the sky. There is a silver fence under the airplane. There are light poles on both sides of a fence under the plane.,4.664691302996219e-232,0.22857142377142864,0.8746739029884338,0.11551155115511551
23,A collection of blue squares and rectangles of different sizes on a black background.,"A young lady is having a very fun time by herself. This young lady has on very short jean shorts, a turquoise top and some shades on. She is surfing a fake wave on a plastic board and having so much fun.",7.772852075012775e-156,0.1860465074094106,0.8323373198509216,0.08051658163265306
24,A green arrow pointing to the right in front of a patchwork of grass and trees.,A man is jumping in the air. The man is holding a green frisbee in his hand. There are trees behind the man.,8.794618259371726e-232,0.24242423746556482,0.8771488666534424,0.11210762331838565
25,A person is standing on a dock.,A tennis player has just forehand swung to hit a ball. The player has on a light blue shirt and headband. He has on brown nike shorts and white shoes.,2.88517807594936e-156,0.19354838360041626,0.8472737669944763,0.05415162454873647
26,A close up of a restaurant with a variety of food items on display.,"There is a vase on a table.  The vase has a white enamel base and three flower holders.  In the vase is an assortment of artificial fall colored leaves and berries.  The colors depicted are different shades of orange.  The table appears to be in the backyard of a house.  Behind the vase is a picket fence, a sidewalk, some monkey grass, and some pink flowers.  On the other side of the fence the eaves of the neighboring house are seen.",5.069761902953099e-157,0.0615384585278108,0.8384843468666077,0.04037685060565276
27,A man is riding a bike on a beach.,A person is standing on the beach. They are flying a large yellow and red kite. There are small waves in the water. The person is wearing a black wet suit.,1.4284885881310542e-232,0.29411764346020763,0.9008281826972961,0.10416666666666666
28,Squarish patches of green and brown are scattered across a black background.,A white plate of food. There is rice under a pile of broccoli. There are onions cut up on top of the broccoli.,5.1509822182142596e-232,0.06451612428720119,0.8421050906181335,0.0684931506849315
29,A large red and white sign for Indi signs over a black background.,"A stop sign is on a piece of wood and attached to a round sign that is white, with a red border around the outside. Below the stop sign there are two signs in Russian. The signs are attached to a rusty metal fence.",1.3833593031320315e-232,0.2222222181135803,0.860024631023407,0.07334963325183373
30,A tennis player is playing tennis.,a man is playing tennis. he is wearing  a sweatband in his hair. his hair is brown in color. his hair is very long. his uniform is white. he is also wearing white shorts.,5.430890253360357e-80,0.24999999670138892,0.8626929521560669,0.10116185897435899
31,A pixelated square image of a swimming pool with a blue border.,Four sailboats with masts but no sails are lined up along the shore of a lake.  A hill rises beyond them in the sun.  Part of the hill is bare rock and dirt and part has low green bushes.  The sky is very blue beyond the hill.,3.561057572714573e-156,0.1632653026405665,0.8391631245613098,0.05747126436781609
32,A close up of a person in a white shirt and black pants walking through a field of trees.,"A man is standing outside flying a black and white kite. He is wearing a white hat on his head, a suit coat, and dark colored pants. A shadow of the man can be seen beside him on the ground. The sky is clear and blue. Tall trees are seen below the sky.",9.744950543503285e-156,0.25454545041983473,0.8746778964996338,0.08064516129032258
33,"A large, dark-colored bird with a long, pointed beak and a white belly is standing on a rocky cliff.",Five off white sheep are standing on a rocky grassy hill. The stones are medium sized and are grey and white. Beyond the sheep is a bright blue body of water and a set of beautiful grass covered mountains and a blue sky.,0.0471630484025709,0.2499999954253473,0.8695725798606873,0.1565270935960591
34,A car is parked in a parking lot.,A large white truck sits in a parking space in a small parking lot. The trailer of the truck has a cover on it. On the other side of the parking lot are a few more cars. The other cars are parked next to a building that looks to be made of brick. There are a few bare plants in the front of the building.,4.728476459039274e-81,0.25531914611136264,0.8749679327011108,0.06745362563237774
35,A photo of a building with a black background and a lot of white and brown squares.,there is a big yellow sign. the sign is a warning sign. the sign is shaped like a diamond. there is a light above the sign.,6.954338064979907e-232,0.07692307192307725,0.8633999824523926,0.09960159362549803
36,A bunch of squares in different colors and sizes on a black background.,An image of a peeled large banana dominates the picture. Three men are walking down the street.  The man in the front is by himself while two other men are in close proximity.  Two buses are parked along the side of the street.,1.2562751349304107e-232,0.13043477855387536,0.8395965099334717,0.05
37,A close up of a car parked in a driveway.,"the scene takes place outdoors in a winter snowy landscape, three persons and a child are interacting. A man is leading a child into the ski lift provider. they are standing by the entrance about to enter, a man in a green jacket seems to the entrance attendant. a building with woodside panelling is above the people. a man is standing in the foreground, wearing an orange jacket. the ground is filled with snow, the people are wearing winter clothes. there are signs above the man and child.",2.8062711230491463e-158,0.09999999745000007,0.8325567245483398,0.031172069825436407
38,"A large, dark, square in the center of the image is made up of squares of a lighter color.",A large white cow is grazing in the grass. The cow is in a field with weeds and grass. There are trees behind the cow.,3.958748172766126e-155,0.22857142360816338,0.8611315488815308,0.12295081967213113
39,A collage of squares of different sizes and colors.,there is a big mountain. there are a lot of trees on the mountain. there are two girls walking along the trail. the trail is made of dirt. they are holding umbrellas in their hands.,6.959478409202698e-233,0.062499996250000224,0.8343017101287842,0.0462962962962963
40,"A collage of images of a car, a person, and a building.","There is a large strip of grass along a road, with buildings, people, buses, trees and flags. The grass is very green and has something more overgrown like bushes that run along the road. The strip of road that is showing to the right of the picture is black. There are two large buses on the road. One bus is red with yellow words on it and the other is black. There are people in both buses, and along the grass and road. There are large trees running by the roads and buildings in the middle and back of the picture. There are two buildings showing. One building is on a street corner and is white with many stories. The other is to the left and is grey with many stories. There are two flag poles and one of them has a flag hanging on it.",2.165853663509964e-236,0.07894736633310254,0.8427011966705322,0.026395173453996987
41,A collage of squares with a black background.,A menu is see hanging on the wall. The menu is over the kitchen area. There is a range top that has a couple of things on it. On the counter is some fish and chicken.,4.305121907624865e-233,0.1111111076543211,0.8430504202842712,0.045180722891566265
42,A man is sitting on a beach.,An elephant relaxes in the water. A man lays on the back of the elephant. A few other men stand around the elephant and look at it. The water is a brown color. The men are all wearing swim trunks. The sun is reflecting on the water.,2.890145055805868e-157,0.2499999971125,0.8788163661956787,0.05813953488372093
43,A woman in a red shirt is playing soccer.,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes.,1.1542250536051e-155,0.35714285278061225,0.887867271900177,0.11494252873563217
44,A large number of small squares in varying shades of blue and white are scattered across a black background.,A bunch of planes are in formation in the air. One plane is way farther away from the rest. The sky is a pretty blue color and a couple of clouds are seen.,7.024023561717137e-232,0.2666666618666667,0.8621276617050171,0.12658227848101267
45,A black and white photo of a person standing in front of a fence made of black squares.,A person with a black shirt on is jumping on a skateboard. There is a boy in a red jacket standing in front of him. There is a black fence behind the people.,0.0752472700700327,0.48648648178232295,0.8767083883285522,0.25357470812016264
46,A black and white photo of a person in a white shirt.,There are many boats in the water. There are small waves in the water around the boats. There is a bird flying in the air above the water. There is a hill on the other side of the water.,1.4590340442842362e-232,0.19354838272632682,0.844120442867279,0.055096418732782364
47,Black background with many small squares of different colors.,"In this image, a downtown business district in an English speaking country is depicted. The image shows a narrow street with sidewalks on both sides, with customers walking up and down the sidewalks and going in and out of stores. The narrow street does not have any cars driving down it, but instead there is a train or streetcar running on rails. The train is white on the top and red on the bottom with a large glass windshield in front and smaller glass windows on the sides. It is coming up to an intersection. At the intersection, there is a sign that indicates only bicycles are allowed on the cross street. All the people in the picture are wearing lightweight jackets, so it must be fall or spring, as there is no snow or rain. There is a store called Dreams, and a sign advertising beds, though it is difficult to tell if they are beds for sale or rooms for rent. If I had to guess, I'd say this is an English speaking country in Europe.",8.752254220597739e-240,0.03278688387933357,0.8184546828269958,0.0062073246430788325
48,A black background with squares of different colors and sizes.,"A bus is on the street. It is currently getting ready to pick some people up and drop some off. The bus is white, purple, and red on the top. The building has a lot of moss on it.",7.41881667970791e-233,0.14999999625000007,0.841453492641449,0.04155124653739613
49,A black wall with a pattern of squares in the middle of it.,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly.,1.0988696319161316e-155,0.21052631146814413,0.8636672496795654,0.07621951219512194
50,A sign for a bank is in the middle of a road.,a sign is on a pole. the pole is green in color. there is an arrow on the sign. the arrow is white in color. there is writing on the sign.,3.1449800506830108e-232,0.399999995072,0.8741278052330017,0.10309278350515463
51,A car is parked in front of a building.,A vintage pick-up truck is parked at the sidewalk. The truck is beige with black roof. At the sidewalk is a black parking meter. The parking meter is attached to silver pole with blue painted letters on it.,2.887092901003232e-156,0.22222221847222226,0.8760837316513062,0.05698005698005699
52,A man is walking on a beach. He is wearing a white shirt and black shorts. He is carrying a surfboard under his arm. The beach is covered in sand and there are some trees in the background. The sky is blue and there are some clouds.,A man wearing striped swim shorts is standing on sand. There is also a black and white dog standing on the sand. There is a white frisbee in the air above the sand.,5.5689153427023014e-155,0.44444443961591223,0.8991597890853882,0.30285493827160487
53,A black background with squares of different colors and sizes.,There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate.,7.408687442158376e-233,0.12499999570312517,0.8447738289833069,0.042613636363636354
54,A man in a red shirt is standing in front of a black background with many small squares of different colors.,A group of people have gather around the skateboarding ramp to watch other skateboarder's skate on it. There is one person in the ramp. It looks like that person fell down off of their board.,6.533807669657258e-232,0.16326530147438578,0.8457896113395691,0.0892857142857143
55,A bakery window with a variety of pastries and baked goods.,a bunch of donuts are being displayed. the top row of donuts are all glazed types. there is a person waiting in a grey shirt.,3.331802269423515e-232,0.1290322534859523,0.8810309767723083,0.0635593220338983
56,Randomly placed squares of various sizes and colors over a black background.,A bag of potato chips is sitting on a couple of tan napkins on an oval plate. There are two half sandwiches on the plate with the chips. The sandwiches have black grill marks on the tops. There is a yellow mug on the table next to the plate.,5.9009056834551615e-233,0.13333332942222234,0.8234078884124756,0.033112582781456956
57,A car with a broken windshield.,there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle.,4.02687776454778e-234,0.12121211823691468,0.861159086227417,0.0273224043715847
58,A black and white image with many small squares of different sizes and colors.,A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board.,2.536378070369671e-232,0.285714281044898,0.8491609692573547,0.1044943820224719
59,"A photo of a building with a sign that says ""WELCOME TO THE COUNTY COURT"".",A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.,2.196642213215854e-155,0.28571428091428575,0.8613203167915344,0.11217948717948717
60,A photo of a person in a field with a lot of small squares in the background.,brown baby bears are walking in the grass. There is a large log above them next to two large rocks.,4.052006195173727e-155,0.18749999517578136,0.8800917863845825,0.1297236322617033
61,A blue and white square pattern on a black background.,There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.,1.822243068232216e-232,0.11428571020408178,0.8389569520950317,0.05535055350553505
62,Black and white image with a lot of white squares in the middle.,The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.,1.0988696319161316e-155,0.19999999580000008,0.8480622172355652,0.06097560975609757
63,A collection of squares in various colors and sizes on a black background.,A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.,8.724174987662894e-156,0.22222221760802477,0.8454904556274414,0.0704225352112676
64,A black background with squares of different colors scattered throughout.,A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears.,2.46613781765161e-233,0.08333333003472235,0.8320751786231995,0.02217294900221729
65,A close up of a woman's face.,A piece of wood is sitting on a counter. There is a knife with a black handle on top of the wood. There is a white plate of food behind the wood.,4.144407072398941e-233,0.22222221838134434,0.8480671048164368,0.05084745762711864
66,A black and white photo of a woman with a white shirt and black pants is in the center of the image.,A tall brick tower has two clocks on separate sides of the tower walls.  The clocks on the tower have roman numerals and gold clock hands.  The center of the clock is burgundy and the outer part of the clock is blue.  The tower has a narrowing tiled and reddish steeple at the tower top. Black metal grills cover arched window openings under the clock.  Full view of the clock is obstructed by stray green leaves on thin brown branches.  The sky is white with clouds.,1.503380096678541e-79,0.22222221876543213,0.8284033536911011,0.08165829145728642
67,A ski slope covered in snow with a blue sky in the background.,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them.,1.1260604841417687e-155,0.33333332888888895,0.8897935152053833,0.08902077151335312
68,A screenshot of a web page showing a photo of a man playing golf on a golf course.,a woman is playing some tennis. her hat is white in color. she is wearing a skirt. the skirt is white in color.,8.817250002797278e-232,0.14285713788265325,0.8649106621742249,0.06666666666666667
69,Black and white photo of a wall with squares cut out of it.,a kitchen that is empty isn't being used by anyone. the counters are clean and empty. the grill is black and has nothing on it.,5.016670592804381e-232,0.18181817719008275,0.8550376296043396,0.15630252100840333
70,A photo of a woman with short hair and a white shirt is missing from this image.,A brown teddy bear is sitting in a window sill. There is a book on its lap. There is a white bar in front of the bear. There is a window behind the bear.,2.114819568967012e-155,0.16216215725346983,0.8434119820594788,0.09287925696594428
71,A tennis player is seen in the background of a black and white pixelated image.,A woman in a white shirt and red skirt is playing tennis. She is swinging a tennis racket a ball. There is a black fence behind the woman.,2.8529191776568343e-155,0.3888888840277778,0.8754402995109558,0.21870809636103022
72,A man is drinking a beer in front of a wall.,"Three caucasian men are standing against a white wall. They are all wearing black shirts. The man on the far left is holding a white video game controller in his right hand. He has brown hair, and a brown beard and mustache. His shirt has long sleeves. The man in the middle has dark hair that is thinning around his temples. His arms are crossed across his chest, and his right hand is covering his mouth. The man on the far right is wearing a black sweatshirt with gray lettering. He also has a white video game controller in his right hand. He has brown hair, and brown facial hair.",1.932180201638037e-235,0.14492753375341316,0.8437398076057434,0.03496503496503496
73,Black fence with squares and a person in the background.,A man is wearing a black wet suit. He is carrying a large white surf board. There are large boulders next to the man.,3.00437090698032e-232,0.13333332888888905,0.8696682453155518,0.0663716814159292
74,Black background with white squares in different sizes and shapes.,"The vanity in this fancy, large bathroom is very long and is made of medium stained wood. The lighting above the vanity are three hanging, glass covered globes. The counter of the vanity has a sink as well as a vase filled with purple flowers. The walls are white and the tiles are all made of stone. The shower is also tiled with stone like tiles and is very large and open.",2.940339875086885e-234,0.14285713992346943,0.8328637480735779,0.030395136778115502
75,A black and white photo of a person standing in front of a building.,A woman is holding an umbrella. The woman is coming out of the train station. The picture is in black and white. There are tall buildings in the near distance.,1.936690931763677e-155,0.33333332888888895,0.8963901400566101,0.13098591549295774
76,A black and white pixelated image of a building.,"An old fashioned bus is seen on the street. The bus is red on the bottom and beige on the top. A chain link fence is on the right side of the bus, and behind the fence is a large green metal crane. The sky above is gray and cloudy.",1.563183831122184e-233,0.14285713948979603,0.8413079380989075,0.04357298474945534
77,A black and white photo of a wall with squares.,there is a toilet in a bathroom. the toilet is white. there are tiles on the floor. the tiles are white and green. there is a bucket next to the toilet.,1.6510880161672547e-232,0.22222221755829916,0.850307285785675,0.06920415224913494
78,A close up of a woman's face.,a bird is eating out of a hand. the hand is white in color. the bird is eating corn. the corn is yellow. the bird is a pigeon.,3.46923681423589e-156,0.19047618603174613,0.8418222665786743,0.05791505791505791
79,A collage of different images.,A baby is sleeping on a covered mattress. His shirt is black white and blue. The mattress cover has designs all over it. There is a doll with a blue and purple hoody nearby.,3.688568281988741e-234,0.062499997363281365,0.8296741843223572,0.01607717041800643
80,A bunch of green squares are scattered all over a black background.,There is a bush that is shaped into a person. It is in front of a red building. There is houses behind the bush in the distance.,3.335050454749175e-232,0.1333333285333335,0.863271176815033,0.058823529411764705
81,A snowboarder is riding down a snowy slope. The snowboarder is wearing a red and black jacket. The snowboarder is wearing a helmet. The snowboarder is riding a black snowboard. The snowboarder is riding in the snow.,"A young child is attempting to ski. However, no ski poles are being held by the blonde haired child. The child is wearing a yellow vest over a light blue jacket along with pink gloves. The bottom half of the outfit is black pants and grey and red skiis. There is a smooth surface of snow featured.",1.1329730520868245e-78,0.31249999582519533,0.8670591711997986,0.18942199775533108
82,A photo of a cow standing in a field.,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake.",6.795133884124724e-234,0.16666666388888893,0.8598772287368774,0.05649717514124294
83,A black and white photo of a person sitting at a desk.,A hand is reaching for a black and silver mouse. There is a laptop next to the mouse on the desk. There is a speaker next to the laptop.,1.6703828772059082e-155,0.3448275814982165,0.8661284446716309,0.1872201872201872
84,A tree with a lot of leaves in the background.,A yellow hydrant is near street. The hydrant has blue and red accents on it. There are a bunch of trees on a sidewalk overlooking some parked cars and a motorcycle.,1.6510880161672547e-232,0.16666666265432112,0.8756248354911804,0.14753940792003076
85,A collage of squares in various shades of brown and green on a black background.,"Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves.",9.491495448654172e-234,0.13157894436288095,0.8355688452720642,0.04196642685851319
86,A black background with yellow squares and rectangles.,a stand is selling fruit. most of the fruit is oranges. there are bags of oranges next to the pile. the truck is bright yellow.,0.0,0.07692307266272212,0.8467043042182922,0.02145922746781116
87,A black and white image with a number 670 in the center.,There is a train on the train tracks. The train is black with white numbers on the front of it. In the distance you can see trees with green leads and a black metal fence.,2.2534766774443207e-232,0.2631578904155125,0.8681380748748779,0.1785781704232265
88,A black and white photo of a room with a red and white checkered pattern.,A kitchen sink and dishwasher is shown. The tiles on the wall are white and have some red ones. There is fruit sitting on the table and the area is pretty tidy.,4.456845683306311e-232,0.16216215777940113,0.8567214608192444,0.08250825082508251
89,A black background with many small squares of various shades of blue and white scattered across it.,"A man wearing blue trunks is surfing. He is facing towards the wave. His face is not visible, and his body is turned to the side. He is using a white surfboard and only the front of which is visible.",3.467877172988446e-232,0.17021276146672715,0.8396164774894714,0.0663129973474801
90,A close up of a large wave crashing on the shore.,A person is standing on top of a white surfboard. There are three small hooks on the bottom of the surfboard. There is a large white splash in the water from the man.,1.2839650637382498e-155,0.29411764268166096,0.8689947128295898,0.13843795093795094
91,A black and white photo of a kite flying in a field.,"There is a boy in the foreground of the picture. He has his back to the camera. He is wearing a blue short-sleeved shirt, blue shorts, blue socks, and white sneakers. He is standing in a green grassy field. The day is sunny and the sky is bright blue. The boy is getting a kite up into the air. The kite is black, white, red, orange, yellow, green, blue, and purple. In the distance there is a fence separating the grassy area from a hill. Behind the hill is an orange spherical hot air balloon. The hot air balloon's basket cannot be seen.",4.956575458545733e-158,0.15789473436634352,0.8416759967803955,0.04792332268370607
92,A photograph of a city street at night.,A dark street with a wire fence surrounding a building. There is a light in the distance. A sign on a pole is halfway on the sidewalk.There is a microwave and other debris on the walk.,4.305121907624865e-233,0.12121211753902673,0.8582896590232849,0.045180722891566265
93,A car is parked in a parking lot.,A blue car is parked in a parking space. There is a blue and gray building behind the car. There is a white surfboard strapped to the top of the car.,0.03989223481148723,0.48275861669441145,0.9011477828025818,0.16710516959397
94,Black and white image with many small squares of light in the background.,the keyboard is very old fashioned. the buttons stick up straight. the color of the typewriter is dark black. the letters are labeled in white. it's sitting on a wooden table.,3.162073627456585e-232,0.15384614940170957,0.848709762096405,0.0684931506849315
95,A fence made of black squares with a few white squares in the top right corner.,There is sand and a little bit of water on the ground. There is a bunch of trees behind a building on the other side of the water. There is a blue building behind the water.,3.43471367498246e-232,0.1764705833044984,0.8539802432060242,0.07352941176470588
96,A large yellow machine is in the middle of a field.,a train is sitting on some tracks. the train is yellow in color. the train has some black numbers on it. the train has black wheels.,3.825453306244603e-232,0.2962962914677641,0.8870306015014648,0.10204081632653061
97,A beach scene with a group of people sitting on the sand.,A man is sitting on his surfboard. He is on the beach surrounded by other surfboards and some glass bottles of beer. The ocean is in the background and the horizon is very bright but cloudy.,1.1084984255666433e-155,0.2926829226888757,0.8906341791152954,0.08928571428571427
98,A window with a black frame and a screen made up of squares of different colors.,A couple of people are sitting in a vehicle. The car looks very retro and vintage. There is a woman and man in the front. On the woman's lap is a small brown dog.,4.422211777011935e-232,0.14285713841269856,0.8523100018501282,0.07763975155279504
99,"A mosaic of squares in various colors including yellow, green, purple, and white.","A square slice of pizza is on a round green plate. There are mushrooms, black olives, and tomatoes on the pizza. There is purple and white cabbage on the plate next to the slice of pizza.",2.1524627226210992e-232,0.21621621165814472,0.864423930644989,0.05934718100890208
100,A close up of a dog's eye is pixelated.,This photo is taken inside of a living room of a home. A brown and black dog is sitting on a red leather couch. A red and white tie is hanging around the dog's neck. There is a colorful area rug on the floor. Different objects can be seen on top of a brown cabinet behind the dog.,3.3081821457497235e-157,0.16326530312369852,0.8463234901428223,0.07005649717514126
101,A large number of small squares of different colors and sizes are scattered across the image.,"A plane sitting near a body of water. The plane is vintage and it is white, red, and black. There are a lot of clouds in the sky and there is a little box near the plane.",3.8371133884893654e-232,0.19512194657941712,0.8600336909294128,0.08595988538681948
102,A close up of a person's face.,A woman in a black jacket and jeans is sitting on a cement bench. There is a white dog with a red harness on that is next to the woman. The woman has dark hair.,2.439570566039083e-233,0.1176470555536333,0.8370371460914612,0.03105590062111801
103,A photo of a tennis court with a person in it.,a tennis racket is being held up. the logo is red in color. the rim of the racket is black in color. thee is a man in the background.,1.3409199365667554e-155,0.285714281122449,0.8757262825965881,0.13676470588235298
104,A blue sky with a few clouds.,"There is a rectangular parachute in the top right of the image. The parachute is printed with what looks like a television channel 'stand-by' pattern. The sky behind the parachute is a deep blue color. There are some wispy clouds close to the ground. A person is looking into the distance from the ground with their hand shielding their eyes from the sun. This person is wearing a dark t-shirt and what looks to be denim shorts. It is difficult to ascertain the gender of this person, but they are probably male. The ground is sandy and covered in grey rocks and pebbles. Green grass and woodlands lie behind the sandy ground, and some low buildings or houses can be seen in the distance (lower right corner of the frame).",3.915631800243271e-239,0.11363636217200414,0.8361121416091919,0.021240441801189464
105,Piece of a yellow truck with a black background.,a train is waiting on  track. the train is very bright and is yellow in color. there is a smaller train next to it. a man is riding on the smaller train. the small train is red and black. it has its own set of tracks.,2.4379782340971482e-233,0.21621621282688094,0.8487866520881653,0.04728132387706856
106,A black background with a variety of colorful squares scattered across it.,Bowls sitting on a white and brown cloth. There is broccoli and rice in the front bowl and the back bowl has tomatoes and broccoli in it. There is a fruit cup next to the bowl.,1.5753662865272211e-232,0.11111110666666683,0.8548352718353271,0.04464285714285714
107,A baseball player is swinging his bat.,A woman is bent over on the tennis court. She is dressed in white. She has a tennis racket in her hands. The tennis court is green with white lines on it.,3.744894534394392e-233,0.13333332975555565,0.8690258264541626,0.03389830508474577
