Filename,Caption
test_52,A man is standing on a beach. He is wearing a short sleeve shirt and shorts. There is a white surfboard in the water behind him. 
test_53,A white plate is sitting on a table. There is a white bowl on the table next to the plate. 
test_54,A man is standing on a skateboard in the middle of the street. He is wearing a black shirt and black pants. There is a white building behind the man. 
test_55,A man in a blue shirt is standing in front of a counter. There is a pizza on the counter next to the man. 
test_56,A white plate is sitting on a table. There is a glass on the table behind the plate. 
test_57,There are two motorcycles parked on the street. There is a man in a blue shirt standing in front of the motorcycles. He is wearing a black helmet on his head. 
test_58,A man is surfing in the water. He is wearing a black wet suit. The man has a white surfboard in his hand. 
test_59,This is an image of a street. The street is made up of brick. There is a car parked on the side of the street with a red license plate on it.  The car has a black windshield and black tires. On the front
test_60,This is an image of a zoo. The zoo has a lot of animals. There is a giraffe in the middle of the ground. It is brown and black and has horns on its head. 
test_61,A large white and blue airplane is flying in the sky. There are people standing on the ground next to the airplane. 
test_62,"This is a picture of a store. The store has a lot of different things on the shelves. There are many different shades of red, white, blue, green, and yellow. Some of the shades are black and some of them are white"
test_63,A white plate is sitting on a table. There is a white bowl on the table behind the plate. 
test_64,This is a picture of a cake. The cake is on a table. There are candles on the table in front of the cake and the candles are white. 
test_65,A white plate is sitting on a table. There is a white bowl on the table behind the plate. 
test_66,This is a picture of a clock. The clock has a white face and a black hour hand. There are black lines on the face of the clock and the hands are white. 
test_67,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow on the hill behind him. 
test_68,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve white shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a green fence behind the woman. 
test_69,The kitchen is clean and modern. There is a stainless steel refrigerator. The cabinets are made of wood. 
test_70,This is a picture of a cat. The cat is black and white. There is grass on the ground. the grass is green and healthy looking.
test_71,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a green fence behind the woman. 
test_72,A man and a woman are sitting at a table. The man is wearing a white shirt and black pants. He is holding a wine glass in his hand. There is a large window behind the man. 
test_73,A man in a blue shirt and black pants is standing on top of a surfboard. There is a large wave in the water behind him. 
test_74,The image is of a bathroom. The bathroom is very clean. There is a mirror on the wall above the sink.  The sink is made of glass and has a white faucet in the middle of it. On the other side of
test_75,A woman is walking on a sidewalk. She is wearing a black jacket and black pants. There is a red and white sign on the sidewalk next to her. 
test_76,This is a picture of a train. The train is red and white. There are many windows on the side of the building. You can see many trees in the background. 
test_77,A toilet is in the corner of the room. The toilet has a white tank. There is a toilet seat next to the toilet. 
test_78,This is a picture of a lake. The lake is blue and has a lot of water in it. There are people standing on the shore of the lake and they are all holding kites in their hands. 
test_79,A little boy is laying on a bed. He is wearing a blue shirt and blue jeans. There is a blanket on the bed behind him. 
test_80,A wooden bench is sitting in the middle of a garden. The bench has a green leaf on the top of it. There is a white wall behind the bench. 
test_81,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow on the hill behind him. 
test_82,A herd of cows are grazing in a field.  The field has green grass and weeds on it. There is a fence in front of the cows and there are trees in the distance behind the fence.
test_83,A black laptop is sitting on a desk. There is a black mouse on the desk in front of the laptop. 
test_84,A stop sign is in the middle of the street. There is a red fire hydrant next to the sign. 
test_85,There are two giraffes standing in a field. There is a fence behind them. 
test_86,"This is an image of a produce stand. The stand is made out of wood. There are many different types of produce in the stands. Some of the produce are green, some are brown, and some have yellow flowers. "
test_87,There is a train on the tracks. The train is blue and white. There are wires above the train. 
test_88,The kitchen is very clean. The stove is white. There is a window on the wall behind the stove.
test_89,A man is surfing in the water. He is wearing a black wet suit. The man has a white surfboard in his hand. 
test_90,A man is surfing in the water. He is wearing a black wet suit. The man has a white surfboard in his hand. There is a wave coming up behind the man. 
test_91,A man is standing on a beach flying a kite. He is wearing a blue shirt and blue shorts. There is sand on the beach behind him. 
test_92,There is a white van on the street. There are cars behind the van. The van is parked in front of a building. 
test_93,There is a white van on the street. There are cars parked in front of the van. 
test_94,This is an image of a man. The man is wearing a black shirt and black pants. He is holding a camera in his left hand. There is a white bag on the ground behind him. 
test_95,There is a boat in the water. The boat is white. There are people standing on the sand behind the boat. 
test_96,There is a train on the tracks. The train is yellow and blue. There are wires above the train. 
test_97,A man is standing on a beach. He is wearing a blue shirt and blue shorts. There is a white surfboard in front of him. 
test_98,A man in a blue shirt and black pants is standing in the doorway of a store. The man is holding a white Frisbee in his hand. There is a large window behind the man. 
test_99,A white plate is sitting on top of a table. There is a white bowl on the table behind the plate. 
test_100,This is a picture of a cat. The cat is black and white. There are two white curtains on the window. One of the curtains is white and the other one is blue. 
test_101,A large white airplane is sitting on the ground. There is a large window behind the airplane. 
test_102,A person is sitting on a bench. The bench is made of wood. There is a white blanket on the ground. 
test_103,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a green fence behind the woman. 
test_104,This is an image of a beach. The water is calm and clear. There is a person surfing on a wave in the water. They are wearing a white shirt and blue shorts. 
test_105,There is a train on the tracks. The train is yellow and blue. There are wires above the train. 
test_106,A white plate is sitting on a table. There is a large white bowl on the table next to the plate. 
test_107,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve white shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a fence behind the woman. 
test_108,A white plate is sitting on a table. There is a large white bowl on the table behind the plate. 
test_109,This is an image of a train. The train is blue and white. There is a bridge over the water. the bridge is made out of concrete. there are trees in the distance.
test_110,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_111,A group of people are standing in front of a building. There is a man in a blue shirt standing with his arms crossed. 
test_112,There is a train on the tracks. The train is yellow and blue. There are wires above the train. 
test_113,This is a picture of a building. The building has a clock on the front of it. There are trees behind the clock. 
test_114,A baseball player is standing on a baseball field. He is wearing a blue and white uniform with white writing on the side of the uniform. The player has a black helmet on his head. There is a fence behind the player. 
test_115,A large white and blue airplane is flying in the sky. There is a large body of water behind the airplane. 
test_116,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a green fence behind the woman. 
test_117,A woman is playing tennis on a tennis court. She is wearing a short sleeve white shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a fence behind the woman. 
test_118,A bed is in the corner of the room. The bed has a white blanket on it. There is a window behind the bed. 
test_119,Two elephants are walking in the sand on the beach. One of the elephants is a baby and the other is an adult. The sand is very wet and muddy. There are people standing behind the elephant. 
test_120,A man is jumping in the air on a skateboard. He is wearing a black shirt and black pants. There are trees behind the man. 
test_121,There are people standing on the sidewalk. There is a man in a blue shirt and black pants. He is holding a white bag in his hand. 
test_122,A brown and white cow standing in a field. There is a white fence behind the cow. 
test_123,A man and a woman are sitting at a table in a restaurant. The man is wearing a white shirt and white pants. He is holding a wine glass in his hand. There is food on the table behind the man. 
test_124,This is an image of a street. The street is made up of brick. There is a car parked on the side of the street with a red license plate on it. 
test_125,There are many boats in the water. The water is calm. There is a man in a blue shirt standing on a boat. 
test_126,This is an image of a plane. The plane is flying in the sky. There is a large body of water behind the plane and the water is blue and has small waves in it. 
test_127,A white plate is sitting on top of a white table. There is a sandwich on the plate. 
test_128,A man is standing on a beach. He is wearing a white shirt and blue shorts. There is sand on the beach behind him. 
test_129,There are two giraffes standing in a field. There are trees behind them. 
test_130,This is a picture of a clock. The clock is white with black numbers on it. There are people standing in front of the clock with umbrellas. 
test_131,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow on the hill behind him. 
test_132,There is a train on the tracks. The train is blue and white. There is an orange pole with a sign on it. 
test_133,This is an image of a laptop. The laptop is a desktop computer with a black keyboard and mouse. There is also a white mouse pad on the keyboard. 
test_134,There is a cat sitting on the couch. The cat is black and white. There is another cat behind the cat. 
test_135,This is an image of an animal. The animal is a giraffe. There are two giraffes in the image. One of them is brown and the other one is black and white. 
test_136,This picture is taken outside on a sunny day. A car is sitting on the side of a road. There is a large white truck in the back of the truck. The truck has a black seat and wheels on it. Two large windows can
test_137,A woman is sitting at a table in a restaurant. She is wearing a white shirt and a black skirt. There is a glass of wine in front of her. 
test_138,A white plate is sitting on a table. There is a white bowl on the table behind the plate. 
test_139,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve white shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a fence behind the woman. 
test_140,The kitchen is very clean. The cabinets are made of wood. There is a white sink in the kitchen. 
test_141,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green ball in the air in front of her. 
test_142,A man is standing on a surfboard in the water. He is wearing a black wet suit. There is a white board behind him. 
test_143,There is a white couch in the room. There are white towels hanging on the wall above the couch. 
test_144,A cake is sitting on a white plate. The cake has white frosting on top of it. There is a blue ribbon around the cake. 
test_145,This is a picture of a cake. The cake has white frosting on top of it. There is chocolate sprinkles on the top. 
test_146,A baseball player is standing on a baseball field. He is wearing a blue and white uniform with a black helmet. The player has a white glove on his right hand. There is a fence behind the player. 
test_147,A man is standing on a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him. 
test_148,There is a stop sign on the right. The sign is red and white. There are trees behind the sign. 
test_149,This is an image of a zoo. The zoo has a lot of animals in it. There is a giraffe in the middle of the ground. It is brown and white. 
test_150,There is a cat sitting on top of a table. The cat is black and white. There is another cat behind the cat. 
test_151,A woman is sitting at a table in a room. She is wearing a white shirt and black pants. There is a silver laptop on the table next to her. 
test_152,A man is standing in front of a building. He is wearing a white shirt and black pants. There is a large window behind the man. 
test_153,A man is riding his bike down the street. He is wearing a black shirt and black pants. There is a red stop sign on the sidewalk in front of him. 
test_154,This is a picture of a clock tower. The tower is made of brick. There is an old building in the middle of the towers. the building is tall and gray in color. 
test_155,This is a picture of food. The food is on a white plate. There are white bowls on the table. One of the bowls has a piece of meat on it. 
test_156,A man is sitting at a table. He is wearing a white shirt and a black tie. There is a cake on the table behind him. 
test_157,Two zebras are standing in a field. There is a fence behind them. 
test_158,A baseball player is standing on a baseball field. He is wearing a blue and white uniform with white writing on the side of the uniform. The player has a black helmet on his head. 
test_159,A large white truck is driving down the street. There is a red fire hydrant on the ground next to the truck. 
test_160,A white desk sits against a white wall. There is a laptop sitting on top of the desk. 
test_161,This is a picture of a cat. The cat is black and white with a white belly and eyes. It is sitting on a table. There is food on top of the table with food inside of it. 
test_162,There are two giraffes standing in a field. There are trees behind them. 
test_163,This is a picture of a clock. The clock is black and has white numbers. There is writing on the clock with white writing. 
test_164,A man is jumping in the air on a skateboard. He is wearing a black shirt and black pants. There are people standing behind him. 
test_165,A woman is sitting on a bench. She is wearing a black shirt and black pants. There is a white wall behind her. 
test_166,"This is an image of a street. The street is very busy with traffic. There is a red and white bus on the road. It is parked in the middle of the street and it has a sign on it that says ""Stop"". The"
test_167,A large white and blue airplane is flying in the sky. There is a large propeller on the front of the airplane. 
test_168,This is a picture of a clock tower. The tower is made of brick. There are many windows on the tower above the clock. Some of the windows are white. 
test_169,This is a picture of a building. The building has a clock on the front of it. There are trees behind the clock. Some of the trees are green and some are brown. 
test_170,This is an image of a bus stop. The bus is white with a red stripe down the side of it. There is a man standing in front of the bus. He is wearing a white shirt and black pants. 
test_171,This is an image of a polar bear. The bear is brown and black and has a black nose and fuzzy ears. There is a rock on the ground in front of the bear that is gray and white. 
test_172,A man is surfing in the water. He is wearing a black wet suit. There is a white surfboard behind him. 
test_173,"This is an image of a bus. The bus is white. There is a blue sign on the side of the bus that says ""FREE"". The sign is on a black pole. "
test_174,A white plate is sitting on top of a table. There is a glass on the table behind the plate. 
test_175,This is a picture of a store. The store has a lot of different things on the shelves. There are many different fruits and vegetables. Some of the fruits are green and some are yellow. 
test_176,A group of people are sitting at a table in a restaurant. There is a woman sitting in front of the table with her head down. She is wearing a white shirt and black pants. 
test_177,This is a picture of a street. The street is made up of tall buildings. There are cars parked on the side of the building. A man is standing on a sidewalk. He is wearing a white shirt and black pants. 
test_178,A group of people are standing in front of a building. There is a man in a blue shirt standing next to a woman. 
test_179,A little girl is sitting on a bed. She is wearing a pink shirt and pink pants. There is a white blanket on the bed behind her. 
test_180,"This is an outdoor image taken of a beach.The water is calm and clear.There is a person surfing on a white surfboard. The person is wearing a short sleeve shirt, shorts and sandals. There is sand on the ground near"
test_181,A man is standing in a room. He is wearing a white shirt and a black tie. There is a large window behind the man. 
test_182,This is a picture of a road. The road is paved. There is grass on the ground. the grass is green and brown. there are trees in the background. 
test_183,There is a toilet in the corner of the room. The toilet is white. There are towels hanging on the wall above the toilet. 
test_184,A white desk sits against a white wall. There is a laptop sitting on top of the desk. 
test_185,"This is an image of a bus. The bus is white with a red stripe down the side of it. There is a blue sign on the front of the bus that says, ""Enterprise."" The sky is clear and blue with no clouds"
test_186,This is an image of a bird. The bird is standing on top of rocks. There is a large rock on the ground. the rock is brown and has a white stripe down the side of it. 
test_187,There is a clock on the side of the building. The clock is black and white. There are white clouds in the sky above the clock. 
test_188,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in the air in front of her. 
test_189,This is a picture of a person. The person is standing on a beach. There is water in front of the person with white sand on it. 
test_190,This is an image of a street. The street is made up of tall buildings. There is a red fire hydrant on the side of the building. A man is standing on a sidewalk. He is wearing a black jacket and black pants.
test_191,A white plate is sitting on a table. There is a white bowl on the table next to the plate. 
test_192,This is a bathroom. The walls are white and the floor is made of tiles. There are towels hanging on the wall. 
test_193,A man is standing on a snow covered hill. He is wearing a black jacket and black pants. There is snow all around him. 
test_194,There is a white sink in the corner of the room. There are white curtains hanging on the wall above the sink. 
test_195,A man is walking down the street. He is wearing a black jacket and black pants. There is a red light on the pole next to him. 
test_196,There is a boat in the water. The boat is white and blue. There are people sitting on the boat. 
test_197,This is a picture of a cake. The cake has white frosting on top of it. There is chocolate sprinkles on the top. 
test_198,There are people standing on the beach. There is a large wave in the water. The sky is blue with white clouds. 
test_199,This is an image of a bedroom. The bedroom has a bed with a white blanket on it. There is a large window on the wall behind the bed. 
test_200,This is an image of a cat. The cat is black and white. There is a white wall behind the cat with tiles on it. 
test_201,This is a picture of a building. The building has a clock on the front of it. There are trees behind the clock. Some of the trees have leaves on them. 
test_202,A herd of cows are grazing in a field. There is a fence behind the cows. 
test_203,This is an image of a street. The street is very busy with traffic. There is a red and white sign on the side of the road. This sign is white with black writing on it. 
test_204,"A man is standing on a tennis court playing tennis. He is wearing a short sleeve shirt, shorts, and a white and black tennis shirt. The man has a black and white racket in his hand. A green ball is soaring towards the man"
test_205,A woman is sitting on a bench. The bench is made of wood. There is a tree behind the woman. 
test_206,A woman is sitting at a table in a restaurant. She is wearing a white shirt and black pants. There is a glass of wine in front of her. 
test_207,This is a bathroom. The bathroom is very clean and modern looking. There are two windows on the wall. One window is white and the other window has a white curtain on it.
test_208,This is a picture of a clock. The clock has a black face and white numbers on it. There are two hands on the clock that are holding the time. One of the hands is touching the numbers. the other hand is holding a white
test_209,A herd of cows are grazing in a field.  The field has green grass and some brown grasses. There is a fence in the middle of the field and a bunch of trees.
test_210,There is a train on the tracks. The train is red and white. There are wires above the train. 
test_211,A black and white cat is sitting on a laptop. There is a white wall behind the cat. 
test_212,A white and blue truck is parked on the side of a street. There is a large white building behind the truck. 
test_213,A man is walking down the sidewalk. He is wearing a black jacket and black pants. There is a red and white sign on the wall behind him. 
test_214,This is a picture of a lake. The lake is surrounded by mountains. There are many mountains in the picture. Some of the mountains are green and some are brown. 
test_215,A baseball player is standing on a baseball field. He is wearing a white uniform and a black helmet. There is a fence behind the player. 
test_216,This is a bathroom. The bathroom is very clean and modern looking. There are two sinks on the wall. One of the sinks is white and the other sink is blue. 
test_217,This is an image of a street. The street is very busy with traffic. There is a large building with many windows on the front of it. You can see many trees in the background. 
test_218,This is a picture of a table. The table is made of wood. There is food on top of the food. there are apples and oranges. 
test_219,A bird is flying in the air. The bird has a black and white beak. There is a body of water behind the bird. 
test_220,A white truck is parked on the side of a street. There is a large white building behind the truck. 
test_221,A group of people are sitting at a table. There is a man in a blue shirt and black pants. He is holding a white remote in his hand. 
test_222,A man is standing outside on a sunny day. He is wearing a black jacket and black pants. There is a red and white sign on the wall behind him. 
test_223,A man is surfing in the water. He is wearing a black wet suit. The man has a white surfboard in his hand. There is a large wave behind the man. 
test_224,This is a picture of a table. The table is made up of wood. There are two glasses on the table that have wine in them. One of the glasses has a glass of water in it. 
test_225,This is an image of a desktop computer. The computer is sitting on a desk. There is a black keyboard on the desk with a white mouse on it. 
test_226,There is a white couch in the living room. There are two windows on the wall above the couch. The couch is made of wood. 
test_227,A large white and blue airplane is flying in the sky. There is a large propeller on the front of the airplane. 
test_228,This is an image of a harbor. The harbor has many boats in it. There is a large ship in the middle of the water with a propeller on the top. It is white and has a blue and red flag on its mast.
test_229,A baseball player is standing on a baseball field. He is wearing a red and white uniform with white writing on the side of the uniform. The player has a black helmet on his head. 
test_230,This is a picture of a cat. The cat is black and white. There are two pillows on the bed. One of them is white and the other one is pink and blue. 
test_231,A man in a blue shirt and black pants is standing on top of a boat. There is a large white boat in the water behind him. 
test_232,A white plate is sitting on a table. There is a glass on the table behind the plate. 
test_233,A black and white zebra is standing in a field. There is grass on the ground behind him. 
test_234,There are two zebras standing in a field. There is a fence behind them. 
test_235,There is a sink in a bathroom. The sink is white. There are towels hanging on the wall behind the sink.
test_236,There are people standing on a grassy field. There is a boy wearing a blue shirt and blue shorts. He is holding a red frisbee in his hand. 
test_237,A man in a white shirt and blue shorts is standing on a tennis court. He is holding a racket in his hand. There is a green ball in the air in front of him. 
test_238,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve white shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a fence behind the woman. 
test_239,A herd of sheep are grazing in a field.  The sheep have horns on their heads and are looking to the camera. There are trees in the distance behind the sheep.
test_240,There are many boats in the water. There is a man in a blue shirt standing in front of the boats. He is holding a white paddle in his hand. 
test_241,This is an image of a street. The street is very busy with traffic. There is a red and white sign on the side of the road. This sign is white and has a black arrow on it. 
test_242,This is an image of a bird. The bird is standing on a branch. There is a tree in the distance behind the bird and the tree is tall and green. 
test_243,A table is full of food. There is a white plate on the table with food on it. The table cloth is red. 
test_244,This is an image of some animals. The animals are elephants. There is a man standing in the middle of the photo. He is holding a stick in his right hand. His left hand is also holding an elephant. This elephant is brown and
test_245,A white plate is sitting on a table. There is a white bowl on the table next to the plate. 
test_246,A black and white cat is laying on a bed. The cat has a white collar around its neck. There is a window behind the cat. 
test_247,There is a cat sitting on top of a table. The cat is black and white and has a white collar around its neck. There is food on the table behind the cat. 
test_248,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow on the hill behind him. 
test_249,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow on the hill behind him. 
test_250,This is an image of a zoo. The zoo has a lot of giraffes in it. There are many trees in the background. Some of the trees are green and some are brown. 
test_251,There is a clock on the side of the building. The clock is black and white. There are windows in the wall behind the clock. 
test_252,This is an image of a bedroom. The bedroom has a bed with a white blanket on it. There is a small window on the wall behind the bed. 
test_253,A man is skateboarding outside on a sunny day. He is wearing a black shirt and black pants. The skateboard is black and the wheels are black. There are trees behind the man. 
test_254,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow on the hill behind him. 
test_255,A man is sitting at a table. He is wearing a white shirt and a black tie. There is a cake on the table behind him. 
test_256,There is a train on the tracks. The train is yellow and blue. There are wires above the train. 
test_257,The kitchen is very clean. The stove is white. There is a window on the wall above the stove. 
test_258,"This photo is taken outside on a sunny day. A man is walking on the sidewalk next to a street. He is wearing a black jacket, black pants, and black shoes. There is a large tree in front of the man. Part of"
test_259,A motorcycle is parked on a street. The motorcycle has a black seat. There is a red and white sign on the front of the motorcycle. 
test_260,A woman is sitting at a table. The table is made of wood. There is a cake on top of the cake. 
test_261,A man is standing on a sidewalk. He is wearing a black jacket and black pants. There is a red and white sign on the sidewalk next to him. 
test_262,This is an image of a street. The street is very busy with traffic. There is a red and white sign on the side of the road. This sign is white and has a black arrow on it. 
test_263,A man is surfing in the water. He is wearing a black wet suit. The man has a white surfboard in his hand. There is a large wave behind the man. 
test_264,A baseball player is standing on a baseball field. He is wearing a blue and white uniform with white writing on the side of the uniform. The player has a black helmet on his head. There is a fence behind the player. 
test_265,This is an image of a kitchen. The kitchen is made of wood. There is a stove top on the stove that is black and white. It is sitting on a white counter top. 
test_266,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow all around him. 
test_267,A black and white cat is sitting on a toilet. The toilet is white. There is a white wall behind the cat. 
test_268,A white and blue airplane is flying in the sky. There is a large white building behind the airplane. 
test_269,A man is standing on a snow covered hill. He is wearing a black jacket and black pants. There is snow on the hill behind him. 
test_270,There is a boat in the water. The boat is white and blue. There are trees on the other side of the boat.
test_271,A man is standing on a grassy field. He is wearing a short sleeve shirt and shorts. The grass is short and green. There is a large bush behind the man. 
test_272,There is a train on the tracks. The train is blue and white. There are wires above the train. 
test_273,A woman is playing tennis on a tennis court. She is wearing a short sleeve white shirt and white shorts. A green tennis ball is soaring in the air towards her. There are people standing behind her watching her play. 
test_274,This is an image of a computer. The computer is sitting on a desk. There is a black keyboard and mouse on top of the keyboard. 
test_275,A woman is standing on a tennis court playing tennis. She is wearing a short sleeve shirt and white shorts. A green tennis ball is soaring in the air towards her. There is a green fence behind the woman. 
test_276,This is a picture of a building. The building has a clock on the front of it. There are trees in the distance behind the clock. 
test_277,There is a white van on the street. The van is parked on a sidewalk. There are trees behind the van. 
test_278,There is a white van on the street. There are cars parked next to the van. The van has a black license plate on it. 
test_279,This is a picture of a zoo. The zoo has a lot of animals. There are two giraffes in the picture. One of them is black and the other one is brown and white. 
test_280,There is a wooden bench in the middle of the water. The water is blue and has small waves in it. There are trees on the ground next to the bench. 
test_281,There is a train on the tracks. The train is yellow and blue. There are wires above the train. 
test_282,A man is standing on a grassy field. He is wearing a white shirt and blue shorts. A black and white ball is soaring in the air towards him. There is a fence behind the man. 
test_283,There is a red and white sign on the side of the street. The sign has a black arrow on it. There are cars parked on both sides of this sign. 
test_284,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow all around him. 
test_285,There is a sign on the pole. The sign is red and white. There are trees behind the sign. 
test_286,A man is sitting on a bench in front of a window. He is wearing a black shirt and black pants. There is a white wall behind the man. 
test_287,A group of boys are playing soccer on a grassy field. One of the boys is wearing a red shirt and blue shorts. He is kicking a white soccer ball that is soaring towards him. The boy on the right is holding a yellow soccer
test_288,A white and blue airplane is flying in the sky. There is a large white building behind the airplane. 
test_289,A group of people are standing outside on a sunny day. They are all holding umbrellas over their heads. There is a man in a blue shirt standing in front of the people. 
test_290,There is a boat in the water. The boat is white and blue. There is water behind the boat. 
test_291,A white table is sitting in a room. There is a white sink in front of the table. 
test_292,A man in a white shirt and blue shorts is swinging a baseball bat. There is a black fence behind the man. 
