filename,caption
test_38,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_39,There is a large brown and white horse in the water. The water is calm and clear. There are small waves on the shore. 
test_40,There is a man wearing a white shirt and blue shorts. He is holding a black and white frisbee in his hand. There are trees behind the man. 
test_41,A woman is sitting on a bench. She is wearing a white shirt and black pants. The bench is made of wood. There is a black door behind the woman. 
test_42,A man in a blue shirt and blue shorts is standing on a wooden bench. There is a black and white dog in front of him. The bench is made of wood. 
test_43,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a black and white net in front of him. 
test_44,A wooden bench is sitting on the ground. There is a black and white picture hanging above the bench. The picture is on a white wall. 
test_45,A man is standing on a skateboard. He is wearing a white shirt and black pants. There is a red and white sign on the side of the man. 
test_46,There is a wooden bench in the middle of the woods. The bench is made of wood. There are trees behind the bench. 
test_47,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_48,There is a white bus on the street. There are people sitting on top of the bus. The bus is red and white. 
test_49,A man is standing in front of a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_50,A red and white stop sign is on a pole. There is a red light next to the sign. The sign has white writing on it. 
test_51,A wooden bench is sitting on the ground. There is a black and white bird perched on top of the bench. The bird has a long black beak. 
test_52,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_53,A man is standing on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_54,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_55,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_56,A wooden bench is sitting on the ground. There is a black and white picture hanging from the bench. The picture is of a man standing on a bench wearing a white shirt and black pants. 
test_57,A man is standing on a skateboard. He is wearing a white shirt and black pants. There is a red and white sign on the skate board. 
test_58,A black and white dog is sitting on a bench. The bench is made of wood. There is a white wall behind the dog. 
test_59,A little boy is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_60,A black and white dog is standing on a wooden bench. The bench is made of wood. There is a white fence behind the dog. 
test_61,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white and black bird in the back. 
test_62,A man is standing in front of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_63,A man is standing on a skateboard. He is wearing a white shirt and black pants. There is a black fence behind the man. 
test_64,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.
test_65,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it. 
test_66,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. There is a black dog in front of the man. 
test_67,A black and white polar bear is standing on top of a rock wall. The wall is made of concrete. There is a black pole next to the bear. 
test_68,A man is standing on a tennis court playing tennis. He is wearing a white shirt and blue shorts. The court is green with white lines on it. There is a green fence behind the man. 
test_69,There is a white toilet in the middle of the room. There are two white towels hanging from the wall above the toilet. The wall is made of wood. 
test_70,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there are two white towels. Behind the towel there is another towel.
test_71,A man is playing tennis on a tennis court. He is wearing a white shirt and blue shorts. The court is green and white in color. There is a green fence behind the man. 
test_72,A man is standing in front of a wall. He is wearing a black shirt and black pants. There is a white wall behind the man. 
test_73,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_74,This is a bathroom. The bathroom is white. There are two sinks on the wall. One of the sinks has a white soap dispenser on it. On the other sink there is an orange and white toilet paper holder. Next to the sink
test_75,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him. 
test_76,A wooden bench is sitting on the ground. There is a white building behind the bench.  The bench has a red and white sign on it. The sign is on top of a black pole.
test_77,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a black metal fence behind the bird. 
test_78,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_79,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_80,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_81,A man is standing on top of a skateboard. He is wearing a white shirt and black pants. There is a black and white picture on the skate board. 
test_82,A large brown and white bird is standing on top of a rock wall.  The bird has a long black beak and is wearing a black hat and black pants. The wall is made of brick and has white lines painted on it.
test_83,A wooden table is sitting on top of a white wall. There is a black and white picture hanging on the wall next to the table. The table has a brown wooden chair in front of it. 
test_84,A tall brick building with a clock on top of it. The clock is white and has a black face. There is a white building behind the building. 
test_85,A black and white dog is standing on the ground. The dog has a black collar around its neck. There is a white fence behind the dog. 
test_86,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_87,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_88,There is a white toilet in the middle of the room. There are two white sinks on the wall next to the toilet. The floor is made of tiles. 
test_89,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him. 
test_90,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_91,A man is standing on top of a white surfboard. He is wearing a blue shirt and blue shorts. There is a large wave in the water behind him. 
test_92,A black and white dog is standing on top of a black fence. The dog has a white collar around its neck. There is a green fence behind the dog. 
test_93,There is a white bus on the street. There are people sitting on top of the bus. The bus is red and white. 
test_94,A black and white dog is standing on top of a wooden bench. The bench is made of wood. There is a metal fence behind the dog. 
test_95,There is a wooden bench in the middle of a field. The bench is made of wood. There are trees behind the bench. 
test_96,There is a train on the tracks. The train is red and white. There is an orange pole next to the train. 
test_97,There is a wooden table with a white table cloth on top of it. The table is made of wood. There are two chairs in the middle of the table. One chair is white and the other one is black. 
test_98,There is a man wearing a white shirt and blue jeans. The man is holding a black and white frisbee in his hand. There are trees behind the man. 
test_99,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white fence behind the cat. 
test_100,There is a man sitting on a bench. The bench is made of wood. There are trees behind the man. 
test_101,There is a plane in the sky. The plane is white and blue. There are people standing on the ground behind the plane. 
test_102,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.
test_103,A man is standing on top of a skateboard. He is wearing a white shirt and black pants. There is a black fence behind the man. 
test_104,The image is of a boat. The boat is blue and white. There is a man in a blue shirt and blue shorts standing on the side of the boat with his arms outstretched. He is holding a white surfboard in his hand.
test_105,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_106,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there is another mirror with a blue and white design on it. 
test_107,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a black and white net in front of him. 
test_108,A man is standing on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him. He is wearing a white shirt and blue jeans.
test_109,There is a large white building with many windows on it. The building is made of brick. There are two clocks on the building. One of the clocks is white and the other one is blue and black. 
test_110,A black and white dog is sitting on a wooden bench. The bench is made of wood. There is a white fence behind the dog. 
test_111,A man is standing on a skateboard. He is wearing a black jacket and black pants. There is a white building behind him. 
test_112,A wooden bench is sitting on the ground. There is a black and white bird perched on top of the bench. The bird has a long black beak. 
test_113,A wooden bench is sitting on top of a brick wall. There is a clock on the side of the bench. The clock is black with white numbers on it. 
test_114,A man is playing tennis on a tennis court. He is wearing a white shirt and blue shorts. The court is green and white. There is a green fence behind the man. 
test_115,A black and white photo of a man and a woman sitting on a bench. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white building behind the man. 
test_116,A man is standing on a tennis court playing tennis. He is wearing a white shirt and blue shorts. There is a black and white net in front of him. 
test_117,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a black and white net in front of him. 
test_118,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_119,A black and white dog is sitting on a bench. The bench is made of wood. There is a white fence behind the dog. 
test_120,A wooden bench is sitting on top of a concrete slab.  The bench has a red and white stripe down the side of the bench and a black stripe up the middle of it. There is a white and blue sign on the top and bottom
test_121,A man in a blue shirt and black pants is standing on top of a skateboard. The man is wearing a black helmet. There is a white building behind the man. 
test_122,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_123,A man is standing on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_124,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there is another mirror with a blue and white design on it. Next
test_125,There is a wooden bench sitting on the ground. The bench is made of wood. There is an orange and black umbrella on top of the bench. 
test_126,A wooden bench is sitting on the ground. There is a black and white bird perched on top of the bench. The bird has a long black beak. 
test_127,A black and white dog is standing on top of a white surfboard. The dog has a black collar around its neck. There is a yellow and black surf board behind the dog. 
test_128,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_129,A black bear is standing on top of a rock wall. The wall is made of metal. There is a metal fence behind the bear. 
test_130,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_131,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. There is a black dog in front of the man. 
test_132,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_133,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.
test_134,A man is standing on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him. He is wearing a blue shirt and blue jeans.
test_135,A man is standing on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_136,A wooden bench sits in a grassy area.  The bench is made of wood and has a black and white stripe down the side of the bench. There is a wooden fence surrounding the area with a green and yellow line dividing the grass.
test_137,A man in a blue shirt and blue jeans is standing in front of a white wall. There is a black and white clock on the wall behind the man. 
test_138,A black and white picture of a dog. The dog is wearing a white collar. There is a red and black dog on the other side of the picture. 
test_139,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_140,There is a white table in a room. There are two chairs in front of the table. The chairs are made of wood and the wood is light brown in color. 
test_141,A man is standing on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_142,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_143,A wooden bench is sitting on the ground. There is a white wall behind the bench. The bench has a black handle. 
test_144,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_145,A wooden bench is sitting on the ground. There is a wooden fence behind the bench.  The bench has a red and white stripe down the side of it.
test_146,A man is standing on a bench holding a white frisbee in his hand. He is wearing a blue shirt and blue jeans. There is a black and white dog in front of him. 
test_147,This is an image of a bathroom. The bathroom is white. There is a white toilet in the middle of the room. A white sink is next to the toilet. Two white towels are sitting on the wall above the sink. 
test_148,A black and white photo of a man and a woman. The man is wearing a black jacket and black pants. He is holding a white frisbee in his hand. There is a large white building behind the man. 
test_149,There is a wooden bench sitting on the ground. The bench is made of wood. There are a lot of trees behind the bench. 
test_150,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels. One is on top and the other is
test_151,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_152,The image is of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a red and white frisbee in his hand. There is a white building behind the man. 
test_153,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_154,A wooden bench is sitting on top of a stone wall. There is a clock on the side of the bench. The clock is black with white numbers on it. 
test_155,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_156,A man is standing outside on a sunny day. He is wearing a black jacket and black pants. There is a white wall behind the man. 
test_157,A black and white dog is standing on a wooden bench. The bench is made of wood. There is a white fence behind the dog. 
test_158,A black and white dog is laying on the ground. The dog has a white collar around its neck. There is a red and black dog next to it. 
test_159,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a white surfboard in his hand. There is a black fence behind the man. 
test_160,There is a white desk in a room. There are books on top of the desk. The desk is made of wood and the books are black and white. 
test_161,This is an image of a man. The man is wearing a white shirt and blue jeans. He is holding a black and white frisbee in his hand. There is a large white building in the background.
test_162,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_163,This is an image of a building. The building has a clock on the side of it. There is a white building behind the clock. 
test_164,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.
test_165,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white fence behind the cat. 
test_166,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_167,A wooden bench sits in a room. The bench is made of wood. There is a window on the wall behind the bench. 
test_168,A black and white photo of a man and a woman sitting on a bench. The woman is wearing a black jacket and black pants. She is holding a white and red cell phone to her ear. There is a silver pole next to the bench
test_169,A black and white photo of a man and a dog. The man is wearing a white shirt and blue jeans. There is a black dog in front of the man. 
test_170,A man is sitting on a bench. The bench is made of wood. There is a white building behind the man. 
test_171,A large brown bear is standing on the ground. The bear has a black nose and black eyes. There is a tree behind the bear. 
test_172,A black and white polar bear is standing on top of a large rock wall. The wall is made of metal bars. There is a black fence behind the bear. 
test_173,There is a white toilet in the middle of the room. There are white shelves on the wall behind the toilet. The wall is made of wood. 
test_174,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_175,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_176,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_177,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_178,A man in a blue shirt and black pants is standing on a wooden bench. He is holding a black and white frisbee in his hand. There is a white building behind the man. 
test_179,A man is standing on top of a skateboard. He is wearing a black jacket and black pants. There is a white building behind the man. 
test_180,A man is standing on a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_181,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_182,A black and white dog is standing on top of a wooden bench. The bench is made of wood. There is a white fence behind the dog. 
test_183,A black and white picture of a cat. The cat is sitting on a black chair. There is a white lamp next to the chair with a blue handle on it. 
test_184,There is a white toilet in the middle of the room. There are white shelves on the wall behind the toilet. The wall is made of wood. 
test_185,There is a black and white picture of a man and a woman sitting at a table. The woman is wearing a white shirt and blue jeans. She is holding a red and black umbrella over her head. There is another table in front of the
test_186,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_187,There is a red and white bus on the street. The bus is white and blue. There are trees behind the bus. 
test_188,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a green tennis ball in front of him. 
test_189,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_190,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_191,A black and white dog is sitting on a bench. The bench is made of wood. There is a white fence behind the dog. 
test_192,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_193,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_194,A wooden bench sits in a room. The bench is made of wood. There is a white wall behind the bench. 
test_195,A man is sitting on a bench. The bench is made of wood. There is a white building behind the man. 
test_196,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it. 
test_197,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_198,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white wall behind the bird. 
test_199,A black and white cat is laying on a bed. The bed is made of wood. There is a white blanket on the bed and a blue blanket over it. 
test_200,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_201,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_202,A large brown bear is standing on the ground. The bear has a black nose and black eyes. There is a large rock wall behind the bear. 
test_203,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white fence behind the cat. 
test_204,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_205,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_206,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_207,There is a black and white train on the tracks. The train is yellow and black. There are trees behind the train. 
test_208,A black and white striped zebra is standing on the grass. The grass is very green. There is a white fence behind the black fence. 
test_209,A black and white picture of a dog. The dog is wearing a blue shirt and blue jeans. There is a white wall behind the dog and a black fence. 
test_210,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_211,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_212,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_213,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_214,There is a black and white photo of a horse. The horse is standing on the grass. There are trees in the background. 
test_215,A young boy is standing on a skateboard. He is wearing a blue shirt and blue shorts. There is a white fence behind the boy. 
test_216,There is a white toilet in the bathroom. The toilet seat is white and the lid is open. There are two white towels hanging from the wall above the toilet. 
test_217,There is a building with a clock on top of it. The clock is black and white. There are two windows on the building. One of the windows is white and the other window is blue. 
test_218,A man is wearing a white shirt and blue jeans. He is holding a black and white frisbee in his hand. There are trees behind the man. 
test_219,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_220,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_221,This is an image of a building. The building has a clock on the side of it. There is a white building behind the clock. 
test_222,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_223,There is a black and white dog laying on the ground. The dog has a white collar around its neck. It is looking up at the camera. There is another black dog in the distance.
test_224,There is a white table in the middle of a room. There are two chairs in front of the table. The chairs are made of wood and the wood is light brown in color. 
test_225,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_226,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_227,This is an image of a building. The building is made of brick. There is a clock on the top of the building with a black face and white numbers on it. It has a white face with black hands and black numbers in the middle
test_228,There is a black and white bird in the water. The bird is standing on the edge of a large body of water with a few small waves in it. There are many small rocks in front of the bird. 
test_229,A man is standing on a skateboard. He is wearing a blue shirt and blue shorts. There is a white fence behind the man. 
test_230,A black and white cat is sitting on top of a bed. The bed is made of wood. There is a white blanket on the bed and a blue blanket next to it. 
test_231,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_232,A man is standing on a wooden bench. He is wearing a white shirt and blue jeans. The bench is made of wood. There is a black fence behind the man. 
test_233,A black and white striped zebra is standing on a grassy field.  The field is surrounded by tall trees and a few tall grasses. There is a large rock wall behind the field and there are small rocks in front of it.
test_234,There is a wooden bench in the middle of a field. There are trees in front of the bench. The bench is made of wood. 
test_235,A black and white dog is sitting on a bench. The bench is made of wood. There is a white fence behind the dog. 
test_236,A man is standing on top of a skateboard. He is wearing a blue shirt and blue shorts. There is a white fence behind the man. 
test_237,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a black and white net in front of him. 
test_238,A black and white bird is standing on top of a large rock wall.  The bird has a long black beak and is looking down at the ground in front of it. The wall is made of wood and has white lines painted on it
test_239,There are three giraffes in a field. The field is covered with grass and weeds. There are trees in the background. 
test_240,A man in a blue shirt and blue shorts is standing on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_241,A wooden bench is sitting in a room. There is a white wall behind the bench. The bench has a black handle and is made of wood. 
test_242,A black and white dog is sitting on a wooden bench. The bench is made of wood. There is a white fence behind the dog. 
test_243,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_244,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_245,A man is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_246,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him. 
test_247,A black and white photo of a man and a woman. The man is wearing a white shirt and black pants. He is holding a black remote control in his hand. There is a red and green sign on the wall behind the man.
test_248,A man in a blue shirt and black pants is standing on top of a black motorcycle. The man is wearing a red helmet and blue pants. There is a white building behind the man. 
test_249,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock has a white face and black hands. 
test_250,A large brown bear is standing in a field. The bear has a black and white striped shirt and black pants. There are trees behind the bear. 
test_251,A wooden bench is sitting on top of a stone wall. There is a clock on the side of the bench. The clock is black with white numbers on it. 
test_252,A wooden bench is sitting in a room. There is a white wall behind the bench. The bench has a black handle and is made of wood. 
test_253,A man is riding a skateboard on a paved road. He is wearing a black helmet and black pants. There is a red stop sign on the side of the road with a white arrow pointing to the left. 
test_254,There is a wooden table in the middle of a room. There are two chairs in front of the table. One chair is white and the other is black. The table is made of wood. 
test_255,This is an image of a man. The man is wearing a white shirt and blue jeans. He is holding a black and white frisbee in his hand. There is a large white building in the background.
test_256,A red and white train is on the tracks. The train has a yellow and black stripe down the side of the train. There is a white sign above the front door. 
test_257,There is a white toilet in the middle of the room. There are two white towels hanging from the wall above the toilet. The wall is made of wood. 
test_258,A wooden bench is sitting on the ground. There is a black and white picture hanging above the bench. The picture is of a man and a dog. Both dogs are brown and have white faces. 
test_259,A wooden bench is sitting on top of a metal railing. There is a black and white picture hanging on the wall behind the bench. 
test_260,There are two tables in the room. There is a white table in front of the table. The table is made of wood and the wood is light brown in color. 
test_261,A man is standing outside on a sunny day. He is wearing a black jacket and black pants. There is a white building behind the man. 
test_262,There is a red and white bus on the street. The bus is white and blue. There are trees behind the bus. 
test_263,There is a wooden bench in the middle of the woods. The bench is made of wood. There are trees behind the bench. 
test_264,A group of people are standing on a grassy field. There is a man in a blue shirt and blue pants standing in front of the people. He is holding a black and white baseball bat in his hand. 
test_265,A man in a blue shirt and black pants is standing on a bench. There is a black and white picture hanging on the wall behind him. The bench is made of wood. 
test_266,A man is standing on a sidewalk. He is wearing a black jacket and black pants. There is a red and white sign on the sidewalk next to the man. 
test_267,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_268,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_269,There is a wooden bench in the middle of the room. The bench is made of wood. There are a bunch of books on the bench. 
test_270,A wooden bench is sitting on the ground. There is a white building behind the bench. The bench has a black and white sign on it. 
test_271,A black and white striped cat is sitting on top of a wooden bench. The bench is made of wood. There is a white fence behind the cat. 
test_272,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_273,A man is standing on a tennis court playing tennis. He is wearing a white shirt and blue shorts. The court is green with white lines on it. There is a green fence behind the man. 
test_274,There is a man sitting on a bench. The bench is made of wood. There are a lot of windows on the side of the building. 
test_275,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_276,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_277,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_278,A black and white picture of a cat. The cat is sitting on a white table. There is a black lamp next to the cat on the wall. 
test_279,A wooden bench is sitting on top of a green grassy area. There is a wooden fence behind the bench.  The bench has a white and black handle and is made of wood. The ground is covered with dirt and weeds.
test_280,A black and white photo of a man and a woman. The man is wearing a black jacket and black pants. He is holding a white remote control in his hand. There is a red and green sign on the wall behind the man.
test_281,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_282,A black and white dog is standing on top of a wooden bench. The bench is made of wood. There is a white wall behind the dog. 
test_283,This is an image of a man. The man is wearing a white shirt and blue jeans. He is holding a black remote control in his hand. There is a red and white sign on the wall behind him. 
