filename,caption
test_29,This is an image of a street. The street is painted red and white. There is a red stop sign on the side of the street with a white arrow pointing to the left. On the right side there are two signs with white arrows pointing
test_30,A man is standing on a tennis court playing tennis. He is wearing a white shirt and blue shorts. There is a green tennis ball in front of him. 
test_31,There are two boats in the water. One boat is white and the other is blue. The water is calm. There is a large body of water behind the boats. 
test_32,A man is standing on the side of a building. He is wearing a black jacket and black pants. There is a white building behind him. 
test_33,"The image is of a large body of water. The water appears to be calm and calm. There are several small waves in the water, but none of them are as big as the one that is crashing down on the shore. In the distance"
test_34,A black and white motorcycle is parked on a paved road. There is a white and red stop sign on the side of the motorcycle. The motorcycle has a red and black handle bar. 
test_35,This is an image of a street. The street is made up of brick. There is a clock on the side of the building. It is black and white and has a white face and black numbers on it. On the clock face there is
test_36,There is a wooden table in front of a white wall. There are two glasses on top of the table. The table is made of wood. 
test_37,There is a red and white bus on the street. The bus is white and blue. There are trees behind the bus. 
test_38,A large brown and white cow is standing in a field. There is a fence behind the cow.  The fence is made of metal bars. The cow has a white face and a black nose. It is looking towards the camera.
test_39,"The image is of a large body of water. The water appears to be calm and calm. There are small waves in the water, but none of them are large enough to cause any serious damage. It is a sunny day and the sky is"
test_40,A large white and blue truck is driving down a road. There is a red and white stop sign on the side of the truck. The road is paved and there are trees on both sides of it. 
test_41,A man is sitting at a table. The table is made of wood. There is a white table cloth on top of the table with a black handle. 
test_42,A man is standing on a beach. He is wearing a blue shirt and blue shorts. There is a white surfboard in front of him. 
test_43,A young boy is standing on a soccer field. He is wearing a white shirt and blue shorts. There is a red and white soccer ball in front of him. 
test_44,The image is of a train on the tracks. The train is red and white. There is a large white building behind the train. 
test_45,A man is skateboarding outside on a sunny day. He is wearing a black helmet and black pants. The skateboard he is on is black and white. There is a white fence behind the man. 
test_46,There are two boats in the water. One boat is white and the other is blue. The boat on the left is red and has a white flag on it. On the right side of the boat there is a black and white boat with a
test_47,This is an image of a train station. The train is red and white. There is a yellow line on the side of the train. On the left side there are two signs. One sign is white and the other is black and red.
test_48,A red and white bus is driving down the street. There is a red stop sign on the side of the bus. The sky is very clear and blue.
test_49,A man is standing on a grassy field. He is wearing a black jacket and black pants. There is a white fence behind the man. 
test_50,"This is an image of a road. The road is painted red and white. There is a red stop sign on the side of the road that says ""Stop"". The sign is white with black writing on it. On the left side there is"
test_51,A black and white truck is driving down a road. There is a red and black stop sign on the side of the truck. The road is paved and there are trees on both sides of it. 
test_52,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a black and white net in front of him. 
test_53,There is a white plate on the table. There are two glasses on top of the plate. The table is made of wood. 
test_54,A man is standing on a skateboard. He is wearing a white shirt and blue jeans. There is a red and white sign on the side of the man. 
test_55,A man in a white shirt and blue jeans is standing in front of a brick building. There is a silver chain link fence behind the man. 
test_56,A white plate is sitting on top of a white table. There is a glass on the table behind the plate. The table is made of wood. 
test_57,There are two motorcycles parked on the street. The motorcycles are red and black. There is a white building behind the motorcycles. 
test_58,A man is standing on top of a white surfboard. The man has on a blue shirt and blue shorts. There is a large wave in the water behind the man. 
test_59,A black and white photo of a man riding a motorcycle. The man is wearing a black helmet and black pants. There is a white building behind the man. 
test_60,There are two horses in the field. One of the horses is black and the other one is brown and white. There is a fence behind them. 
test_61,There is a plane in the sky. The plane is white in color. There are trees behind the plane. 
test_62,A man is standing in front of a brick building. He is wearing a white shirt and black pants. There is a silver clock on the building behind him. 
test_63,A plate of food sits on top of a white table. There is a glass on the table behind the plate. The plate is sitting on a brown tablecloth. 
test_64,There is a wooden table in front of a white wall. There are books and papers on top of the table.  There is also a black and white picture hanging on the wall above the books. The table is made of wood.
test_65,The image is of a man and a woman. The man is wearing a white shirt and blue jeans. He is holding a black and white frisbee in his hand. There is a red and black umbrella behind the man. 
test_66,There is a clock on the side of the building. The clock is black and white. There are two clocks on each side. One is white and the other one is red and black. 
test_67,A man is standing on a snowboard. He is wearing a black jacket and black pants. There is snow all over the ground. The man has a white helmet on his head. 
test_68,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_69,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there is another mirror with a white frame. Next to the other mirror
test_70,A cat is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_71,A woman is playing tennis on a tennis court. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_72,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_73,A man is standing on top of a building. He is wearing a black jacket and black pants. There is a white building behind him. 
test_74,A bathroom with white walls. There is a mirror on the wall above the toilet. The toilet is white and has a black handle. On the other side of the bathroom there are white tiles. 
test_75,A man is walking on a sidewalk. He is wearing a black jacket and black pants. There is a red and white sign on the sidewalk next to the man. 
test_76,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_77,There is a toilet in the bathroom. The toilet is white. There is also a mirror on the wall behind the toilet. 
test_78,A man is standing on top of a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_79,A little girl is sitting on a bed. She is wearing a white t-shirt and blue jeans. There is a blue blanket on top of her head. 
test_80,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels. One is on top and the other is
test_81,A man is standing on a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him. 
test_82,"The image is of a large body of water. The water appears to be calm and calm. There are small waves in the water, but none of them are large enough to cause any serious damage."
test_83,A black laptop is sitting on a desk. There is a black mouse on top of the laptop. The desk is made of wood. 
test_84,A man is walking on a sidewalk. He is wearing a black jacket and black pants. There is a red light on the street behind him. 
test_85,Two giraffes are standing next to each other.  The giraffe is facing the left and is looking directly at the camera. It has a long neck and a black and white stripe down its back. The ground is covered with dirt and
test_86,A man is standing on a sidewalk. He is wearing a white shirt and blue jeans. There is a red and white sign on the sidewalk next to the man. 
test_87,This is an image of a train. The train is red and white. There is a blue line on the side of the train with a yellow line next to it. 
test_88,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there is another mirror with a white frame. Next to the other mirror
test_89,A man is surfing in the water. He is wearing a white surfboard. The water is very calm. There is a large wave in front of him.
test_90,A man is standing on top of a surfboard. He is wearing a black wet suit. There is a large wave in the water. The man has on a white helmet. 
test_91,A man is standing on top of a skateboard. He is wearing a blue shirt and blue shorts. There is a white building behind the man. 
test_92,A man is riding a skateboard on a paved road. He is wearing a black helmet and black pants. There is a red stop sign in front of the man. 
test_93,There is a red and white bus on the street. There are trees on both sides of the road. The bus is white and has a blue stripe down the side of it. 
test_94,This is an image of a toilet. The toilet is white. There is a black handle on the side of the toilet that has a white handle. On the other side there is another handle with a red handle and white handles. 
test_95,There are two boats in the water. One boat is white and the other is blue. The water is calm and calm. There is a large body of water behind the boats.
test_96,This is an image of a train station. The train is red and white. There is a yellow line on the train. It is surrounded by a metal fence. On the left side of the fence there are two metal poles. Behind the pole
test_97,A man in a blue shirt and blue shorts is standing on a beach. The man is holding a surfboard in his hand. There are waves in the water behind the man. 
test_98,There are two motorcycles parked on the side of the road. The motorcycles are red and white. There is a white building behind the motorcycles. 
test_99,A white plate is sitting on top of a white table. There is a silver fork on the table next to the plate. 
test_100,A little girl is laying on a bed. She is wearing a white t-shirt and blue jeans. There is a blue blanket on top of her head. 
test_101,This is an image of a train. The train is red and white. There is a large window on the side of the train with a white curtain on it. Behind the window there is another window with white curtains. On the left side there
test_102,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_103,A woman is playing tennis on a tennis court. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_104,There are two boats in the water. One boat is white and the other is blue. The water is calm and calm. There is a large body of water behind the boats. 
test_105,This is an image of a train. The train is red and white. There is a yellow line on the side of the train with yellow lines on it. On the left side there are lines with red lines. Behind the lines there is another
test_106,A white bowl is sitting on top of a white table. There is a silver fork on the table next to the bowl. 
test_107,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_108,A white plate sits on a table. There is a white bowl on top of the plate. The plate is sitting in front of a blue table cloth. 
test_109,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_110,A man is sitting on a bench. The bench is made of wood. There is a white building behind the man. 
test_111,A man is standing in front of a white wall. He is wearing a black jacket and black pants. There is a red and white sign on the wall behind him. 
test_112,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_113,A tall brick building with a clock on top of it. The clock is white and has a black face. There is a white building behind the building. 
test_114,A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a catcher and umpire standing behind him. 
test_115,"The image is of a large body of water. The water appears to be calm and calm. There are small waves in the water, but none of them are large enough to cause any serious damage."
test_116,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_117,A woman is standing on a tennis court playing tennis. She is wearing a white and blue tank top and white shorts. There is a green tennis ball in front of her that is soaring in the air towards her. 
test_118,A woman is sitting on a bed. She is wearing a white t-shirt and blue jeans. There is a black and white bedspread on top of her head. 
test_119,A large white boat is in the water. There is a small white building behind the boat. 
test_120,A man is standing on top of a skateboard. He is wearing a black jacket and black pants. There is a white building behind the man. 
test_121,A man is standing on a sidewalk. He is wearing a black jacket and black pants. There is a white building behind him. 
test_122,There is a wooden bench in the middle of a field. There are trees in front of the bench. The bench is made of wood. 
test_123,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_124,A black and white photo of a man riding a skateboard. The man is wearing a black helmet and black pants. He is also wearing black shoes. There is a white building behind the man. 
test_125,There are two boats in the water. One boat is white and the other is blue. The water is calm and calm. There is a large body of water behind the boats. 
test_126,The image is of a train on the tracks. The train is red and white. There is a large white building behind the train. 
test_127,A white plate is sitting on top of a white table. There is a silver fork on the table next to the plate. 
test_128,A man is standing on the beach. He is wearing a blue shirt and blue shorts. There is a white surfboard in front of him. 
test_129,There are two giraffes standing in a field. There is a fence behind the giraffe.  There are trees in front of the fence.
test_130,A man is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the man. 
test_131,A person is standing on top of a snowboard. The person has on a black jacket and black pants. There is snow all around them. 
test_132,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_133,This is an image of a desk. The desk is made of wood. There is a laptop on top of the desk and a mouse and keyboard in front of it.  The laptop is black and silver. It has a black keyboard and mouse
test_134,A black and white cat is laying on a bed. The bed is made of wood. There is a white blanket on top of the bed and a black headboard. 
test_135,The image is of a lake. The lake is surrounded by trees and rocks. There is a small boat in the water. It is white and blue and has a red and green flag on the side of it.
test_136,There is a motorcycle parked on the street. The motorcycle is red and black. There are trees behind the motorcycle. 
test_137,A man and woman are sitting at a table in a room. The man is wearing a white shirt and blue jeans. He is holding a silver phone to his ear. There is a large white table with white chairs in it. 
test_138,A white plate is sitting on top of a white table. There is a silver fork on the table next to the plate. 
test_139,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_140,A kitchen with a white counter top and white cabinets. There is a silver microwave on top of the counter. The cabinets are made of wood. 
test_141,A young boy is standing on a tennis court playing tennis. He is wearing a white shirt and blue shorts. There is a blue and white net in front of him. 
test_142,Two men are standing on a grassy field. One of the men is wearing a blue shirt and blue shorts. He is holding a white frisbee in his hand. The other man is standing in front of him with his back to the
test_143,This is a bathroom. The bathroom is white. There are two sinks on the wall. One of the sinks has a white soap dispenser on top of it. On the other side there is an empty white sink with a black handle on it
test_144,"This is an image of a cake. The cake has a white frosting on top of it. There is a blue ribbon around the cake that says ""Cake of the Month"" on the side. "
test_145,The image is of a wooden table. The table is made of wood. There is a clock on top of the table with numbers on it.  The numbers are black and white. On the left side there are two clocks with white numbers.
test_146,A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a catcher's helmet on his head. 
test_147,A man is sitting on a bed. The bed has a white blanket on it. There is a black and white picture hanging on the wall. 
test_148,There is a stop sign on the side of the road. The sign is red and white. There are trees behind the sign. 
test_149,Two giraffes are standing next to each other.  The giraffe is facing the left and has a long neck and a black and white stripe down the side of his head. He is standing in front of a large rock wall with a
test_150,This is an image of a cat. The cat is black and white. There is a white cat sitting on top of the cat's head. It has a black collar around its neck. 
test_151,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_152,A man is standing in front of a building. He is wearing a black jacket and black pants. There is a white building behind him. 
test_153,"A red and white stop sign sits on top of a pole. The pole is made of metal. There is a green sign on the pole that says ""Stop"". There are trees behind the sign. "
test_154,There is a clock on the side of the building. The clock is black and white. There are many buildings in the background. 
test_155,There are two pizzas on the table. There is a white plate on top of the pizza. The pizza has cheese on it. 
test_156,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_157,A black and white striped zebra is standing on a grassy field.  The field is surrounded by tall grass and weeds. There is a black fence surrounding the field and there are tall trees behind the fence. The grass on the ground is
test_158,A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a catcher's mask on his head. 
test_159,There is a red and white bus on the street. There are people sitting on top of the bus. The bus is white and has a blue stripe down the side. 
test_160,A white desk sits against a wall. There is a laptop on top of the desk. The desk is made of wood and has a black keyboard and mouse. 
test_161,A black and white cat is sitting on top of a white toilet. The toilet seat is white and the lid is closed. There is a black handle on the side of the toilet that is open. 
test_162,Two giraffes are standing next to each other.  The giraffe is facing the left and is looking directly at the camera. It has a long neck and a black and white stripe down its back. The two girafes have long
test_163,There is a clock on the top of a building. The clock is black and white. There are two clocks on each side of the clock. One is white and the other one is red and black.
test_164,A man is skateboarding on a skateboard. He is wearing a black helmet and black pants. There is a white line painted on the ground in front of him. 
test_165,A man is sitting on a bench. He is wearing a white shirt and black pants. There is a black and white dog in front of him. 
test_166,A man is walking on a sidewalk. He is wearing a black jacket and black pants. There is a red stop sign on the sidewalk next to the man. 
test_167,There is a plane in the sky. The plane is white and has a blue tail. There is an engine on the back of the plane. 
test_168,There is a clock on the side of the building. The clock is black and white. There are two clocks on each side. One is white and the other one is red and black. 
test_169,There is a clock on the side of the building. The clock is black and white. There are two signs on top of it. One sign is white and the other is red and black.
test_170,A red and white train is on the tracks. There is a white and blue sign above the front of the train. The train has a yellow stripe down the side of it. 
test_171,A large brown bear is standing on top of a rock wall. The bear has a black nose and black eyes. There is a small brown building behind the bear. 
test_172,A man is surfing in the ocean. He is wearing a white surfboard. There is a large wave in front of him. The water is very calm.
test_173,This is an image of a building. The building is made of brick. There is a clock on the top of the building that is black and white. It has a white face and black numbers on it. On the bottom of it there is
test_174,A wooden table is sitting on top of a white table. There is a silver fork on the table next to it. 
test_175,A man is sitting on a bench. The bench is made of wood. There is a red and white sign on the side of the building. 
test_176,A man is sitting at a table. The table is made of wood. There is a white table cloth on top of the table with a black handle. 
test_177,This is an image of a building. The building is made of brick. There is a clock on the top of the building with a white face and black numbers on it.  The clock has black hands and a black face. It has a
test_178,A group of people are standing in front of a building. There is a man in a blue shirt and blue shorts standing next to a woman in an orange shirt. 
test_179,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him. 
test_180,There are two boats in the water. One boat is white and the other is blue. The water is calm and calm. There is a man in a blue shirt and blue shorts standing in front of the boats. 
test_181,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_182,There is a red and white train on the tracks. There are trees in front of the train. The train has a yellow stripe down the side of it. 
test_183,This is a bathroom. The bathroom is white. There are two sinks on the wall. One of the sinks is black and the other sink is silver. Both sinks are made of stainless steel. 
test_184,A man is sitting at a desk. The desk is made of wood. There is a laptop on top of the desk with a black keyboard and mouse on it.  The laptop is black and silver.
test_185,A red and white bus is driving down the road. There is a red stop sign on the side of the bus. The bus has a white and blue sign. 
test_186,A black and white photo of a man riding a motorcycle. The man is wearing a black helmet and black pants. There is a white building behind the man. 
test_187,This is an image of a building. The building has a clock on the side of it. There is a white building behind the clock. 
test_188,A woman is playing tennis on a tennis court. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_189,A black and white dog is laying on the ground. The dog has a white collar around its neck. There is a black dog next to the dog. 
test_190,A red and white stop sign sits on top of a pole. The sign is red with white writing on it. There is a white building behind the sign. 
test_191,There is a clock on the wall. The clock is black and white. There is an umbrella over the top of the clock. 
test_192,A bathroom with white walls. There is a mirror on the wall above the sink. The sink is white. On the right side of the bathroom there are two white towels on top of a white towel rack. 
test_193,A man is standing on a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him. 
test_194,This is a bathroom. The bathroom is white. There are two sinks on the wall. One of the sinks is black and the other sink is silver. 
test_195,A man is walking on a sidewalk. He is wearing a black jacket and black pants. There is a red stop sign on the sidewalk next to the man. 
test_196,There are two boats in the water. One boat is white and the other is blue. The boat on the left is red and has a blue sign on it. On the right side of the boat there is a white sign with black writing.
test_197,This is an image of a man. The man is wearing a white shirt and blue jeans. He is holding a black and white frisbee in his hand. There is a large white building in the background.
test_198,A large white and blue airplane is flying in the sky. There is a large black and white building behind the airplane. 
test_199,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white tiles. Behind the tiles there is another tile.
test_200,This is an image of a cat. The cat is black and white. It is sitting on a bed. There is a white pillow on the bed with a black headboard on top of it. 
test_201,A man is standing in front of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_202,There are two horses in the field. One of the horses is white and the other one is brown. There are trees behind them. 
test_203,A man is riding his motorcycle down a street. He is wearing a black helmet and black pants. There is a red fire hydrant in front of the man. 
test_204,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a green tennis ball in front of him. 
test_205,"A woman is sitting on a bench. The bench is made of wood. She is wearing a white shirt and black pants. There is a red and white sign on the bench that says ""Cars for sale"" on it. "
test_206,A man is sitting at a table. The table is made of wood. There is a white table cloth on top of the table with a black handle.  The man has dark brown hair. He is wearing a blue shirt and blue jeans.
test_207,A bathroom with white walls. There is a mirror on the wall above the sink. The sink is white. On the other side of the toilet there are two white towels on a white towel rack. 
test_208,A man is standing on top of a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man. 
test_209,There are two horses in the field. One of the horses is white and the other one is brown and black. There are trees behind them. 
test_210,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_211,This is an image of a cat. The cat is black and white. It is sitting on a bed. There is a white pillow on the bed with a black headboard on it. 
test_212,There is a white and blue train on the tracks. There are trees behind the train. 
test_213,This is an image of a building. The building is made of brick. There is a clock on the top of the building with a black face and white numbers on it. It has black hands and a white face. On the bottom there is
test_214,This is an image of a person. The person is wearing a black jacket and black pants. They are holding a red and white frisbee in their hand. There is a tree behind the person that has green leaves on it. 
test_215,A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a catcher's helmet on his head. 
test_216,There is a toilet in the bathroom. The toilet is white. There is also a mirror on the wall behind the toilet. 
test_217,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_218,A group of people are sitting at a table. There is a white table cloth on top of the table with a black handle on it. The table is made of wood and there are a lot of chairs behind the tables. 
test_219,A woman is standing on a beach. She is holding a surfboard in her hand. There is a large body of water behind the woman. The water is calm and clear.
test_220,"This is an image of a bus. The bus is red and white. There is a white sign on the side of the bus that says ""Blue Line"". The sign is black and has white writing on it. "
test_221,A man in a blue shirt and blue jeans is standing on a bench. There is a black laptop on the bench next to the man. The bench is made of wood. 
test_222,A man is standing outside on a sunny day. He is wearing a black jacket and black pants. There is a white building behind the man. The building is made of brick and has a clock on the top of it. 
test_223,A man is surfing in the ocean. He is wearing a black wet suit and white surfboard. There is a small wave in front of him. 
test_224,There is a table with a white table cloth on it. There are two glasses on top of the table. The table is made of wood. 
test_225,This is an image of a cat. The cat is black and white. There is a small window on the wall behind the cat that has a white curtain on it. On the other side of the window there is another window with a black curtain
test_226,There is a bed in a room. The bed has a white bedspread on it. There are two pillows on the bed. One is white and the other one is black and white. 
test_227,There is a plane in the sky. The plane is white and has a blue tail. There is an engine on the back of the plane. 
test_228,There are two boats in the water. One boat is white and the other is blue. The water is calm and calm. There is a large body of water behind the boats.
test_229,A baseball player is standing on a baseball field. He is wearing a red and white uniform and a black helmet. There is a white and blue catcher's mask on his head. 
test_230,A cat is laying on a bed. The bed is made of wood. There is a white blanket on the bed and a blue scarf around the neck of the cat. 
test_231,A large elephant is standing on top of a large rock wall. The elephant has a long trunk and is looking down at the ground. There is a white building behind the elephant. 
test_232,There is a man sitting on a bench. The bench is made of wood. There are a lot of people standing on the bench watching the man.
test_233,Two giraffes are standing next to each other. The giraffe is brown and white. There are trees behind them. 
test_234,A large brown and white polar bear is standing on top of a rock wall. The bear has a black nose and black eyes. There is a large boulder in front of the bear. 
test_235,There is a toilet in the bathroom. The toilet is white. There is also a mirror on the wall behind the toilet. 
test_236,A man is standing on a skateboard. He is wearing a white shirt and blue shorts. There is a black and white fence behind the man. 
test_237,A man is standing on a skateboard. He is wearing a blue shirt and blue shorts. There is a white fence behind the man. 
test_238,Two men are standing on a tennis court playing tennis. One of the men is wearing a white shirt and blue shorts. He is holding a black and white racket in his hand. The other man is standing in front of him with his back to
test_239,There are two elephants standing in a field. There are trees behind the elephants. The elephants are standing on the grass. 
test_240,There are many boats in the water. There is a man in a blue shirt and blue shorts standing in front of the boats. He is holding a white frisbee in his hand. 
test_241,This is an image of a street. The street is very busy with traffic. There are many cars on the road. Some of the cars are red and some of them are blue. A lot of people are walking down the street and there are
test_242,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_243,A woman is sitting at a table. She is wearing a white t-shirt and blue jeans. There is a glass of water in front of her. The table is made of wood. 
test_244,There are two elephants standing in a field. There are trees behind the elephants. The elephants are standing on the grass. 
test_245,This is an image of a pizza. The pizza has cheese on top of it. There is a black and white pizza cutter on the table. 
test_246,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_247,A black and white cat is laying on a bed. The bed is made of wood. There is a white blanket on top of the bed and a blue blanket next to it. 
test_248,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow all around him. 
test_249,A man is standing on top of a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him. 
test_250,There are two giraffes standing in a field. There are trees in the distance behind them. 
test_251,This is an image of a clock. The clock has a white face and black hands. There is a black clock on the side of the clock with white numbers on it. 
test_252,There is a bed in a room. The bed has a white blanket on it. There are two pillows on top of the bed. 
test_253,A man is skateboarding on a skateboard. He is wearing a black helmet and black pants. There is a white line painted on the ground behind him. 
test_254,A man is standing on a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him. 
test_255,This is an image of a man. The man is wearing a white shirt and blue jeans. He is holding a black and white frisbee in his hand. There is a large white building behind the man with many windows on it.
test_256,There is a train on the tracks. The train is red and white. There are trees behind the train. 
test_257,This is a bathroom. The bathroom is white. There are two sinks on the wall. One of the sinks is black and the other sink is silver. Both sinks are made of metal. 
test_258,A black and white truck is parked on a dirt road. The truck has a black seat with a white stripe down the side of the seat. There is a green fence behind the truck. 
test_259,There are two motorcycles parked on the street. The motorcycles are red and white. There is a black motorcycle next to the red motorcycle. 
test_260,There are two tables in the room. There is a white table cloth on top of the table. The table is made of wood and the wood is light brown in color. 
test_261,A man is walking on a sidewalk. He is wearing a black jacket and black pants. There is a red stop sign in front of the man. 
test_262,This is an image of a street. The street is very busy. There are many cars on the road. Some of the cars are red and some of them are blue. One car is white and the other one is black and white. A
test_263,A man is surfing in the ocean. He is wearing a white surfboard. There is a large wave behind him. 
test_264,A man is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a man in a white shirt and black pants standing in front of him. 
test_265,This is an image of a kitchen. The kitchen has a white counter top. There is a silver microwave on top of the counter.  The microwave is white and black. It is sitting on a metal rack. A white refrigerator is next to
test_266,A man is standing on top of a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him. 
test_267,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_268,There is a plane in the sky. The plane is white in color. There are people standing on the ground behind the plane. 
test_269,The image is of a plane flying in the sky. The plane is white and has a blue tail. There is a large body of water behind the plane. 
test_270,There are two boats in the water. One boat is white and the other is blue. The water is calm. There is a large white building behind the boats. 
test_271,A man is standing on top of a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him. 
test_272,This is an image of a train. The train is red and white. There is a yellow line on the side of the train and a blue line in the middle of it. On the left side there are two yellow lines. Behind the trains
test_273,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_274,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_275,A woman is standing on a tennis court playing tennis. She is wearing a white tank top and white shorts. There is a green tennis ball in front of her. 
test_276,The image is of a large brown and white bird. The bird is standing on the ground. There is a white building behind the bird and there are trees behind it. 
test_277,A motorcycle is parked on the side of a road. The motorcycle has a black seat and the front wheel is down. There is a red and white sign with black writing on it. 
