filename,caption
test_30,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is on a white wall. 
test_31,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The picture is of a man standing in front of the bench wearing a white shirt and blue jeans. 
test_32,There is a wooden bench sitting on the ground. The bench is made of wood. There are two wooden poles next to the bench. 
test_33,A large brown bird is standing on top of a wooden bench. The bench is made of wood. There is a black and white fence behind the bird. 
test_34,A man is standing in front of a building. He is wearing a white shirt and blue jeans. There is a blue and white clock on the building behind him. 
test_35,There is a black and white picture of a dog. The dog is wearing a blue shirt and blue pants. There is also a red and black dog with a white collar. 
test_36,A black and white dog is standing on top of a large rock wall.  The dog has a black collar around its neck and is looking up at the camera with his mouth wide open. The wall behind him is made of concrete and the dog
test_37,A black and white photo of a man and a woman. The man is wearing a blue shirt and blue jeans. He is holding a white remote control in his hand. There is a black door behind the man. 
test_38,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_39,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_40,There is a man standing on the field. He is wearing a white shirt and blue shorts. There are trees behind the man. 
test_41,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_42,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white building behind the bird. 
test_43,A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a white fence behind the player. 
test_44,There is a white toilet in the middle of the room. The toilet seat is white and the lid is open. There is also a black and white mirror on the wall. 
test_45,A wooden bench is sitting on top of a white bench. There is a black and white picture hanging on the wall. The bench has a red and black design on it. 
test_46,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_47,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_48,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_49,The image is of a clock. The clock is black and has a white face. There is a silver face on the top of the clock and a black face in the middle of it. 
test_50,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_51,A black and white photo of a clock. The clock has a black face and a white face. There is a silver face on the top of the clock and there are two silver hands on either side of it. 
test_52,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_53,There is a white bowl on the table. There are bananas on top of the bowl. The bananas are yellow and green. 
test_54,A black and white photo of a man and a woman sitting on a bench. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_55,A wooden bench is sitting on top of a concrete wall. There is a black and white clock on the bench. The clock has a white face and black numbers on it. 
test_56,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The picture is of a man standing in front of the bench wearing a white shirt and blue jeans. 
test_57,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_58,A wooden bench is sitting on top of a wooden table. There is a black and white picture hanging on the wall behind the bench. 
test_59,A wooden bench is sitting in a room. There is a white wall behind the bench. The bench has a black handle and is made of wood. 
test_60,There are two giraffes in a field. The field is green and brown. There is a fence behind the giraffe. 
test_61,There is a black and white cat sitting on the ground. The cat has a white collar around its neck. It is looking up at the camera.
test_62,A wooden bench is sitting on the ground. There is a wooden fence behind the bench.  The fence is made of wood. The bench has a black and white stripe down the side of it.
test_63,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a white remote control in his left hand. There is a black fence behind the man. 
test_64,There is a wooden table in front of a white wall. There are books and papers on top of the table. The table is made of wood. 
test_65,A black and white cat is sitting on a bench. The bench is made of wood. There is a white wall behind the cat. 
test_66,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_67,A black and white picture of a cat. The cat is sitting on a white desk. There is a black laptop on the desk next to the laptop. 
test_68,A man in a blue shirt and blue shorts is standing on a tennis court. He is holding a black and white racket in his hand. There is a green fence behind the man. 
test_69,A wooden bench is sitting on top of a metal railing. There is a black and white picture hanging on the wall behind the bench. 
test_70,A wooden bench is sitting in a room. There is a white wall behind the bench. The bench has a black handle and is made of wood. 
test_71,A black and white photo of a man in a blue shirt and blue pants. The man is holding a black remote control in his left hand. There is a white wall behind the man. 
test_72,A man is standing in front of a white wall. He is wearing a black shirt and black pants. There is a silver chain link fence behind the man. 
test_73,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_74,There is a white toilet in the middle of the room. There are two white towels hanging from the wall above the toilet. The wall is made of wood. 
test_75,A black and white photo of a building. The building is made of brick. There is a clock on the top of the building with a white face and black numbers on it. 
test_76,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels. One is on top and the other is
test_77,A large black and white bird is standing on top of a rock wall. The bird has a long black beak and a black nose. There is a large white building behind the bird. 
test_78,A wooden bench is sitting on the ground. There is a white wall behind the bench. The bench has a black handle. 
test_79,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_80,There is a wooden table in the middle of a room. There are books and papers on top of the table. The table is made of wood. 
test_81,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_82,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_83,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is of a man in a blue shirt and blue jeans. 
test_84,A tall brick building with a white roof. There is a clock on the top of the building. The clock has a black face and white hands. 
test_85,A black and white dog is standing on the ground. The dog has a black collar around its neck. There is a white fence behind the dog. 
test_86,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_87,A wooden bench is sitting on top of a metal railing. There is a black and white clock on the bench. The clock has a white face and black hands. 
test_88,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_89,There is a wooden table in front of a white wall. There are books and papers on top of the table. The table is made of wood. 
test_90,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it. 
test_91,A black and white photo of a dog. The dog is wearing a white collar. There is a red and blue sign on the front of the dog's neck. 
test_92,A black and white photo of a man and a woman. The man is wearing a black jacket and black pants. He is holding a white remote control in his hand. There is a red and green sign on the wall behind the man.
test_93,A black and white photo of a man and a woman. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_94,There is a black and white picture on the wall. The picture is of a man in a blue shirt and blue jeans. He is standing on a bench. There is another bench next to him. 
test_95,There is a black and white picture on the wall. The picture is taken in the daytime. There are trees in front of the picture. 
test_96,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_97,There is a wooden table in the middle of a room. There are books on top of the table. The table is made of wood and the books are black and white. 
test_98,A wooden bench is sitting on the ground. There is a black and white bird perched on top of the bench. The bird is wearing a white hat. 
test_99,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_100,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_101,A wooden bench is sitting on the ground. There is a white building behind the bench. The building is made of brick and has a clock on top of it. 
test_102,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock has a white face with black numbers on it. 
test_103,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_104,There is a large white boat in the water. The boat is white and blue. There are trees on the side of the boat. 
test_105,A wooden bench is sitting in a room. There is a white wall behind the bench.  The bench has a black handle and a red and white stripe down the side of it.
test_106,There is a black and white picture on the wall. The picture is of a man and a woman. Both of the women are wearing eyeglasses on their eyes. They are standing on a bench. There are a lot of trees in the
test_107,A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a white fence behind the player. 
test_108,A man is standing in front of a wooden bench. The bench is made of wood. There is a white wall behind the man. 
test_109,A wooden bench sits in the middle of a field. The bench is made of wood. There is a white building behind the bench. 
test_110,A black and white picture of a dog. The dog is wearing a blue shirt and blue jeans. There is a white wall behind the dog that is made of wood. 
test_111,There is a man sitting on a bench. The bench is made of wood. There are a lot of trees in the background. 
test_112,There is a black and white train on the tracks. The train is red and blue. There are trees behind the train. 
test_113,There is a white toilet in the corner of the room. There is also a black toilet next to the wall. The wall behind the toilet is made of wood.
test_114,A black and white picture of a clock. The clock has a black face. There is a white face on the face of the clock as well as a red face with black numbers on it.
test_115,There is a black and white picture of a dog. The dog is wearing a blue shirt and blue pants. There is also a red and black dog with a white collar. 
test_116,There is a laptop on a desk. The laptop is black and has a white keyboard. There is also a black mouse on top of the laptop. 
test_117,The image is of a clock. The clock is black and white. There is a silver and black clock on the side of the clock with a black face and a white face on it. It is made of metal and has black hands and hands
test_118,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_119,A wooden bench is sitting on the ground. There is a white wall behind the bench. The bench has a black handle. 
test_120,There is a wooden bench in the middle of a field. The bench is made of wood. There are trees behind the bench. 
test_121,There is a large white building with many windows on it. The building is made of brick. There are two clocks on the building. One of the clocks is white and the other one is blue and black. 
test_122,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_123,A black and white photo of a man and a woman. The man is wearing a white shirt and black pants. He is holding a black remote control in his hand. There is a red and green sign on the wall behind the man.
test_124,A wooden bench is sitting on the ground. There is a black and white picture hanging above the bench. The picture is of a man in a blue shirt and blue jeans. 
test_125,There is a white toilet in the middle of the room. There is also a black door on the wall behind the toilet. 
test_126,There is a wooden table in a room. There are books on top of the table. The table is made of wood and has a white table cloth on it. 
test_127,A black and white bird is flying in the air.  The bird has a white face and a black beak. The sky is blue with a few clouds in it.
test_128,There is a black and white picture hanging on the wall. The wall is made of wood. There are a lot of trees in the background. 
test_129,A brown and white dog is standing on top of a brown wooden bench. The bench is made of wood. There is a black fence behind the dog. 
test_130,A black laptop is sitting on top of a white desk. There is a black mouse on the desk next to the laptop. The desk is made of wood. 
test_131,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_132,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_133,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_134,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is of a man in a blue shirt and blue pants. 
test_135,A wooden bench is sitting in a wooded area.  The bench has a black handle and a red and white stripe down the side of the bench. There is a white and black bird perched on top of it's head. The bird is
test_136,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_137,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_138,A wooden bench is sitting on the ground. There is a black and white picture hanging above the bench. The picture is on a white wall. 
test_139,There is a black and white picture of a man. The man is wearing a white shirt and blue jeans. There are two clocks on the wall behind him. 
test_140,A wooden bench is sitting on the ground. There is a white wall behind the bench. The bench has a black handle. 
test_141,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_142,A man in a blue shirt and black pants is standing on a wooden bench. The bench is made of wood. There is a white building behind the man. 
test_143,There is a white toilet in the middle of the room. The toilet seat is white and the lid is open. There is also a black and white mirror on the wall. 
test_144,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_145,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_146,A black and white photo of a man and a woman. The man is wearing a black jacket and black pants. He is holding a white remote control in his hand. There is a red and green sign on the wall behind the man.
test_147,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_148,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_149,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_150,A wooden bench is sitting on top of a metal railing. There is a black and white picture hanging on the wall behind the bench. 
test_151,This is an image of a bathroom. The bathroom is white. There is a toilet in the middle of the room. It has a white toilet lid on it. A white sink is on the wall behind the toilet. On the other side of
test_152,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it. 
test_153,A black and white bird is sitting on a wooden bench. The bench is made of wood. There is a white fence behind the bird. 
test_154,There is a clock on the side of the building. The clock is black and white. There are two clocks on each side. One is white and the other one is red and black. 
test_155,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_156,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_157,A black and white picture of a man and a dog. The dog is wearing a black jacket and black pants. There is a white wall behind the man. 
test_158,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_159,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_160,There is a white boat in the water. The boat is white and blue. There are two people on the boat. One of the people is wearing a blue shirt and black pants. 
test_161,There is a clock on the side of the building. The clock is black and white. There are two clocks on top of it. One is white and the other one is red and black.
test_162,A little boy is sitting on a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_163,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock has a white face and black hands. 
test_164,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall. 
test_165,A black and white picture of a cat. The cat is sitting on a white bench. There is a black door behind the bench with a blue door. 
test_166,There is a red and white bus on the street. The bus is white and blue. There are trees behind the bus. 
test_167,A wooden bench is sitting on the ground. There is a clock on top of the bench. The clock is black and white. 
test_168,There is a wooden bench sitting on the ground. The bench is made of wood. There is an orange and black umbrella on top of the bench. 
test_169,A wooden bench is sitting on a bench. The bench has a black handle. There is a white wall behind the bench and a green fence. 
test_170,A wooden bench is sitting on top of a stone wall. There is a clock on the side of the bench. The clock has a black face with white numbers on it. 
test_171,A black and white dog is standing on top of a black fence. The dog has a white collar around its neck. There is a red and green fence behind the dog. 
test_172,A black and white bird is standing on top of a large rock wall.  The bird has a long black beak and is looking down at the ground in front of it. The wall is made of concrete and has white lines painted on it
test_173,A wooden bench is sitting in a room. There is a wooden table in front of the bench. The table is made of wood and has a black and white picture frame on it. 
test_174,There is a silver laptop on the desk. The laptop has a black keyboard and mouse on it. There is also a white mouse pad on top of the laptop. 
test_175,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_176,A man is sitting at a table. The table is made of wood. There is a white table cloth on top of the table with a black handle.  The man has short brown hair. He is wearing a blue shirt and blue jeans.
test_177,There is a wooden table in the middle of the room. There are a lot of books on the table. The table is made of wood and the wood is light brown in color.
test_178,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_179,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is of a man and a dog. Both dogs are brown and have white faces. 
test_180,There is a wooden table in front of a white wall. There are books and papers on top of the table. The table is made of wood. 
test_181,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there are two white tiles. Behind the bathroom there is another white tile
test_182,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white building behind the bird. 
test_183,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_184,A wooden bench is sitting in a room. There is a white wall behind the bench. The bench has a black handle and is made of wood. 
test_185,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_186,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_187,A wooden bench is sitting on top of a brick wall. There is a white and black clock on the bench. The clock has a black face with white numbers on it. 
test_188,A black and white photo of a man and a woman. The man is wearing a black shirt and black pants. He is holding a white remote control in his hand. There is a red and green sign on the wall behind the man.
test_189,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_190,A wooden bench is sitting on top of a concrete bench. There is a white building behind the bench with a green roof. 
test_191,A black and white dog is sitting on a bench. The bench is made of wood. There is a white fence behind the dog. 
test_192,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_193,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_194,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a red and black handle. 
test_195,A black and white picture of a clock. The clock has a black face and a white face. There is a silver face on the face of the clock and there is silver hands on both hands. 
test_196,There are two boats in the water. One boat is white and the other is blue. The water is calm and calm. There are trees on both sides of the boats. 
test_197,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_198,There is a wooden table in the middle of a room. There are books on top of the table. The book on the left has a picture of an animal on it. 
test_199,A wooden bench sits in a room. The bench is made of wood. There is a white wall behind the bench. 
test_200,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_201,There is a wooden table in front of a white wall. There are books on top of the table. The table is made of wood. 
test_202,A black and white photo of a man and a dog. The man is wearing a black shirt and blue jeans. He is holding a white remote control in his hand. There is a red and black dog in front of the man. 
test_203,A wooden bench is sitting on top of a metal railing. There is a black and white clock on the bench. The clock is black with white numbers on it. 
test_204,There is a black and white photo of a dog. The dog is wearing a blue shirt and blue jeans. There is also a red and black dog with a white collar. 
test_205,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels. One is on top and the other is
test_206,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_207,A black and white bird is sitting on top of a wooden bench. The bench is made of wood. There is a white and black bird next to the bench with a black tail. 
test_208,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_209,A wooden bench is sitting on the ground. There is a black and white bird perched on top of the bench. The bird has a long black beak. 
test_210,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_211,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a black fence behind the bird. 
test_212,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a red and black handle. 
test_213,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white building behind the bird. 
test_214,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it. 
test_215,A black and white bird is standing on top of a large rock wall.  The bird has a long black beak and is looking down at the ground in front of it. The wall is made of brick and has white lines painted on it
test_216,A black and white photo of a man and a woman sitting on a bench. The man is wearing a black jacket and black pants. He is holding a white remote control in his hand. There is a red and green sign above the bench that
test_217,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white fence behind the cat. 
test_218,A black and white photo of a man sitting on a bench. The bench is made of wood. There is a white wall behind the man. 
test_219,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_220,This is an image of a toilet. The toilet is white. There is a black handle on the side of the toilet that has a white handle. On the other side there is another toilet with a red handle with white handles. 
test_221,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white tiles. Behind the tiles there is another wall.
test_222,This is an image of a clock. The clock is black and has a white face. There is a silver face on the top of the clock and a black face in the middle of it. 
test_223,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_224,There is a wooden table in the middle of the room. There are books on the table. The books are black and white. 
test_225,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_226,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels. One is on top and the other is
test_227,This is an image of a building. The building is made of brick. There is a clock on the top of the building with a white face and black numbers on it.  The clock has black hands and a black face. It has a
test_228,There is a black and white clock on the wall. The clock has a white face and black numbers on it. There is also a red and blue clock with white numbers. 
test_229,A black and white dog is standing on top of a black fence. The dog has a white collar around its neck. There is a red and green fence behind the dog. 
test_230,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_231,A black and white photo of a man in a blue shirt and blue pants. The man is holding a black remote control in his hand. There is a white wall behind the man. 
test_232,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there are two white tiles. Behind the bathroom there is another white tile
test_233,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_234,There is a wooden table in the middle of a room. There are books on top of the table. The table is made of wood and the books are black and white. 
test_235,A black and white dog is sitting on a bench. The bench is made of wood. There is a white fence behind the dog. 
test_236,A black and white photo of a man and a woman. The man is wearing a white shirt and black pants. He is holding a black remote control in his hand. There is a red and green sign on the wall behind the man.
test_237,A black and white dog is sitting on a bench. The bench is made of wood. There is a white fence behind the dog. 
test_238,A black and white picture of a cat. The cat is sitting on a white desk. There is a black laptop on the desk next to the laptop. 
test_239,There are three giraffes standing in a field. The field is green and brown. There are trees in the background. 
test_240,A man is playing tennis on a tennis court. He is wearing a white shirt and blue shorts. The court is green and white in color. There is a green fence behind the man. 
test_241,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_242,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_243,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_244,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_245,A wooden bench is sitting on top of a metal railing. There is a black and white picture hanging on the wall behind the bench. 
test_246,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_247,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_248,There is a wooden bench sitting on the ground. The bench is made of wood. There is an umbrella over the bench. 
test_249,A wooden bench is sitting on the ground. There is a black and white picture hanging from the bench. The picture is on a white wall. 
test_250,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_251,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man. 
test_252,A black and white bird is standing on top of a white building. The building is made of brick. There is a black fence behind the bird. 
test_253,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it. 
test_254,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_255,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The bench has a white face and black writing on it. 
test_256,A black and white photo of a man and a woman. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man. 
test_257,There is a white toilet in the corner of the room. There is also a black toilet next to the wall. The wall behind the toilet is white. 
test_258,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a metal fence behind the bird. 
test_259,A black and white photo of a man and a woman sitting on a bench. The woman is wearing a black jacket and black pants. She is holding a white remote control in her hand. There is a large white building behind the woman.
test_260,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat. 
test_261,There is a red and white sign on the side of the building. The sign is on top of a white pole. There is also a blue sign above the sign. 
test_262,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle. 
test_263,A wooden bench is sitting on the ground. There is a black and white bird perched on top of the bench. The bird has a long black beak. 
test_264,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a white remote control in his left hand. There is a black fence behind the man. 
test_265,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a red and black handle. 
test_266,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is of a man standing on a bench holding a white frisbee. 
test_267,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat. 
test_268,A wooden bench is sitting on the ground. There is a black and white bird sitting in front of the bench. The bird has a long black beak. 
test_269,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the
test_270,A wooden bench is sitting on top of a metal railing. There is a black and white picture hanging on the wall behind the bench. 
test_271,A wooden bench is sitting on the ground. There is a white and black dog sitting in front of the bench. The dog has a black collar around its neck. 
test_272,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a red and black handle. 
test_273,A black and white photo of a man and a woman. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white building behind the man. 
