filename,caption
test_63.jpg,"A plate of food that includes a grilled chicken breast on a bun, sweet potato fries, and a side of cranberry sauce."
test_64.jpg,"Three large teddy bears sit on benches around a table set with a pink tablecloth, a teapot, and a cake."
test_65.jpg,A knife is on a cutting board with some spices and a bunch of cinnamon sticks.
test_66.jpg,Two clocks on a steeple with a red roof.
test_67.jpg,A snowboarder is jumping over a rail in a ski resort.
test_68.jpg,A tennis player is hitting a ball on a grass court.
test_69.jpg,"Large, empty kitchen with stainless steel countertops and cabinets. There is a large window with white curtains. There is a large stove and oven. There is a trash can in the foreground. There is a chair in the background."
test_70.jpg,A stuffed animal is leaning against a window sill. The stuffed animal is tan and black and is holding a book in its paws. The book is green and has a woman's face on the cover.
test_71.jpg,Tennis player in white shirt and red shorts is about to hit the ball.
test_72.jpg,Three men are posing for a picture. The man on the left is holding a white Nintendo Wii remote. The man in the middle is holding a white Nintendo Wii remote. The man on the right is holding a white Wii remote.
test_73.jpg,A man in a wetsuit is holding a surfboard on a rocky pier.
test_74.jpg,A bathroom with a curved shower and a large vanity with a marble top.
test_75.jpg,A woman is walking down a city street with an umbrella.
test_76.jpg,A red and white bus is parked in front of a large green crane.
test_77.jpg,A toilet in a bathroom with a white seat and a white toilet bowl.
test_78.jpg,A person is feeding a pigeon on a sidewalk.
test_79.jpg,A toddler is sleeping on a mattress on the floor in a room with green walls.
test_80.jpg,A topiary of a bear sits in front of a house.
test_81.jpg,A young girl is standing on a snowy slope wearing a yellow life vest and a helmet.
test_82.jpg,A field of green grass and a pond with a few cows standing in it.
test_83.jpg,A hand is resting on a mouse pad in front of a laptop.
test_84.jpg,A yellow fire hydrant sits on a sidewalk in front of a brick building.
test_85.jpg,"Two giraffes stand next to each other in a zoo enclosure. The giraffe on the left has its head turned to the right, and the giraffe on the right has its head turned to the left. The giraffes are both tall and slender, with long necks and spotted coats. The background of the image is a green fence, and there are trees in the background."
test_86.jpg,Large pile of oranges sits in front of a yellow truck.
test_87.jpg,A black and white photo of a train with the number 32670 on the front.
test_88.jpg,Kitchen with red and white checkered tiles behind sink. There are lemons on the counter.
test_89.jpg,Man surfing on a wave.
test_90.jpg,Surfer riding a wave with a surfboard.
test_91.jpg,A man is flying a large orange balloon.
test_92.jpg,Microwave on sidewalk next to chain link fence.
test_93.jpg,"A blue car with a surfboard on the roof rack is parked in a parking lot. The car is parked in front of a building with a sign that says ""Quiznos Sub""."
test_94.jpg,A close up of a vintage typewriter with the letters WERTZUO on the front.
test_95.jpg,An empty boat ramp is surrounded by trees.
test_96.jpg,A yellow and gray train engine is sitting on a track.
test_97.jpg,A man sits on the beach with a surfboard and beer.
test_98.jpg,A man is driving a tan car with a dog in the front seat.
test_99.jpg,A green plate with a slice of quiche on it. The quiche has black olives and red and orange peppers on it. The quiche is on top of a pile of purple cabbage.
test_100.jpg,A pug dog wearing a red heart-patterned tie.
test_101.jpg,A small white and red airplane sits on the edge of a lake.
test_102.jpg,"A young woman is sitting on a stone bench with a small dog. The woman is wearing a black jacket and blue jeans. The dog is white and brown and is wearing a red collar. The woman is holding the dog's leash in her right hand and is petting the dog with her left hand. The dog is leaning against the woman's lap. The bench is made of stone and is located on a cobblestone street. In the background, there is a street light."
test_103.jpg,A tennis player is standing on a red court with a Wilson racquet in front of a large building.
test_104.jpg,A person is flying a kite in the sky.
test_105.jpg,A man is riding a small train on a track next to a large yellow train.
test_106.jpg,Two blue plastic containers with food. One container has a clear plastic container with shredded coconut next to it. The other container has sushi with broccoli and corn.
test_107.jpg,A woman in a white tennis outfit is getting ready to hit the ball.
test_108.jpg,"A plate of pickled vegetables, including carrots and peppers."
test_109.jpg,Rusty bridge with a train going over it.
test_110.jpg,A man is sitting on a bench in front of a railroad track. He is wearing a hat and a vest. He is holding a small object in his hand. There is a suitcase on the bench next to him. There are trees in the background.
test_111.jpg,A man with his face painted white and red is holding an umbrella over his head and talking on a cell phone.
test_112.jpg,"A freight train is traveling through a rural area. The train is made up of a series of cars, each of which is loaded with a different type of cargo. The train is traveling on a track that is surrounded by trees and fields. The train is moving slowly, and the driver is looking out the window. The train is carrying a large amount of cargo, and it is moving slowly. The train is traveling through a rural area, and the countryside is visible in the background. The train is moving slowly, and the driver is looking out the window. The train is carrying a large amount of cargo, and it is moving slowly. The train is traveling through a rural area, and the countryside is visible in the background."
test_113.jpg,A blue bench sits in a park at night.
test_114.jpg,A baseball player is swinging his bat at a baseball.
test_115.jpg,"A blue-jacketed snowboarder is jumping over a rail in the snow. In the background, there are snow-covered mountains and a blue sky."
test_116.jpg,Two women playing tennis on a blue court with a blue wall in the background.
test_117.jpg,Tennis court with people playing tennis.
test_118.jpg,"A messy bedroom with a bed, desk, and bookshelves."
test_119.jpg,Elephants are on a riverbank.
test_120.jpg,Skateboarder jumps over ramp in front of palm trees.
test_121.jpg,A woman is on the phone in a black jacket and blue shirt. She is walking on a cobblestone street.
test_122.jpg,A large orange lifeboat is being lifted out of the water by a large ship.
test_123.jpg,A man is holding a knife and fork in front of him. He is sitting at a table with plates of food on it.
test_124.jpg,A black and white photo of a parking meter on the sidewalk in front of a street.
test_125.jpg,A plane flies over a park with cherry blossoms.
test_126.jpg,An aerial view of a city from the window of an airplane.
test_127.jpg,"A plate of food with a hot dog, baked beans, and a carton of juice."
test_128.jpg,A group of people are standing on a beach with a camel.
test_129.jpg,A tall giraffe stands in a grassy field. The giraffe is looking at the camera. The background is a blur of green trees and bushes. The giraffe is tan and brown with a long neck. The giraffe is standing in a tall green field. The grass is dry and yellow. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing in a tall green field. The giraffe is standing
test_130.jpg,"A small building with a sign that says ""No Parking"" is covered in umbrellas, signs, and other items."
test_131.jpg,A skier is jumping off a snowy hill.
test_132.jpg,A man is waiting at a train station with a bicycle. A train is stopped at the station.
test_133.jpg,A person is using a computer mouse on a wooden desk.
test_134.jpg,A ginger cat wearing a red and white Santa hat is sleeping on a blue pillow.
test_135.jpg,A chicken standing on straw.
test_136.jpg,A blue car with a surfboard on top of it is parked in a garden.
test_137.jpg,A couple cutting a three tiered white cake decorated with purple roses.
test_138.jpg,"A plate of food that includes macaroni and cheese, broccoli, carrots, and peas."
test_139.jpg,Man playing tennis in stadium with ferris wheel in background.
test_140.jpg,The kitchen has wood cabinets and a wood countertop. There are several pots and pans on the stove. There is a bowl of vegetables on the countertop.
test_141.jpg,A young girl with blonde hair is holding a tennis racket and smiling.
test_142.jpg,Five people on beach holding surfboards.
test_143.jpg,Empty room with large window and refrigerator.
test_144.jpg,A group of chocolate and vanilla donuts are displayed on a pink surface.
test_145.jpg,A set of three containers with food and fruit.
test_146.jpg,Hughes 38 stands on the edge of the plate in a baseball uniform.
test_147.jpg,A man is snowboarding on a brick wall.
test_148.jpg,A stop sign is mounted on a yellow pole. The stop sign is red with white letters and a white circle with a red light in the middle. The sign is mounted on a yellow pole. There is a caution sign below the stop sign. The caution sign has a black border and a white background. There is a bicycle parked next to the pole. There are palm trees in the background.
test_149.jpg,"Three elephants, one of which is a baby elephant, are standing in a pen. The baby elephant is standing in front of the other two elephants and has its trunk raised in the air. The other two elephants are standing behind the baby elephant. The background of the image is a forest."
test_150.jpg,A black cat is laying on top of a laptop.
test_151.jpg,Two women are sitting on a bench in a busy airport. One woman is wearing a white shirt with polka dots and the other is wearing a striped shirt with denim shorts. The woman in the polka dot shirt is holding a red suitcase and the woman in the striped shirt is holding a black suitcase. A little boy is standing in front of the red suitcase.
test_152.jpg,A man stands in front of a large building with a North Korean flag on top.
test_153.jpg,In the front of the picture there is a green grassy hill with a blue and white house on top of it. There is a fire hydrant on the side of the hill. In the background there are some trees and bushes.
test_154.jpg,A large stone building with two clocks on the top of it.
test_155.jpg,"A table full of food with a blue tablecloth. There are 3 trays of food on the table. One tray has carrots and celery, another tray has cheese and crackers, and the third tray has soup. There are also bowls of fruit and vegetables on the table."
test_156.jpg,A man and a child blow out the candles on a birthday cake.
test_157.jpg,Zebra standing in tall grass in front of a forest.
test_158.jpg,"A baseball game is underway. The batter is Ross, number 12. The pitcher is wearing a white uniform with a blue cap. The catcher is wearing a black uniform. The umpire is standing behind the batter. The pitcher is in mid-windup. The batter is in the batter's box. The catcher is standing behind the batter. The umpire is standing behind the catcher. The pitcher is looking at the batter. The batter is looking at the pitcher. The catcher is looking at the pitcher. The umpire is looking at the pitcher."
test_159.jpg,A line of fire trucks with the one in the front having a ladder on top.
test_160.jpg,A laptop computer is open to a website called Standards Next.
test_161.jpg,A ceramic duck toothbrush holder holds four toothbrushes.
test_162.jpg,Man feeding giraffe at zoo.
test_163.jpg,A clock that says 'Orioles' on top of it.
test_164.jpg,A man is skateboarding in mid air.
test_165.jpg,A girl sits on a brick wall in front of a tree.
test_166.jpg,A man in an orange jacket is walking down the sidewalk next to a man in a blue shirt.
test_167.jpg,A United Express plane is on the runway.
test_168.jpg,A tall clock tower stands in a town square.
test_169.jpg,Two signs hang outside a pub. One sign points to Sandridge JMI School and the other to HOSDB.
test_170.jpg,"A bus station with a sign in the middle of the building that says ""Bus Stand Mukenian"" in both English and another language."
test_171.jpg,A close up of a black bear.
test_172.jpg,A woman in a pink Ford shirt and shorts is running in the water carrying a surfboard.
test_173.jpg,A little girl in a red hoodie walks down a narrow alleyway between two rows of school buses.
test_174.jpg,A cake decorated to look like a field with the year 2013 on top. The cake is surrounded by other cakes and cookies.
test_175.jpg,A market with a man in a blue and white striped shirt walking in front of it.
test_176.jpg,A group of people are sitting at a table having breakfast.
test_177.jpg,A sign on a brick building that says Playhouse Yard EC4.
test_178.jpg,Six men posing for a picture at an amusement park.
test_179.jpg,A woman is lying on her stomach on a red surface. She has a small brown bear sitting in front of her. The bear is holding a wooden sign with the apple logo on it. The woman is smiling and has her chin resting on her crossed arms.
test_180.jpg,Crowds of people are gathered on beach with surfboards and other equipment.
test_181.jpg,A handsome young man stands on a blue and red oriental rug in front of a green couch. He is wearing a black suit with a blue vest and tie. The couch is covered in red pillows. There is a coffee table in front of the couch with a book and some other objects on it. There is a painting on the wall behind the couch depicting cherry blossoms.
test_182.jpg,A red fire hydrant sits in a grassy field next to a wooden fence.
test_183.jpg,The inside of a train car with two sinks and two toilet stalls.
test_184.jpg,"Office cubicle with a computer, keyboard, mouse, and other office supplies."
test_185.jpg,A double decker bus with First on the front and a sign on the side that says Sorry Not In Service.
test_186.jpg,Large rocks with painted words and symbols on them. The word stop is painted in red and white on one of the rocks. The word kchemon is painted in red on another rock.
test_187.jpg,A large building with a brick and checkered facade has a tall black clock with two faces on it.
test_188.jpg,Tennis player in white outfit playing tennis on blue court with IBM sign in the background.
test_189.jpg,Two dogs are running on the beach. One dog is brown and the other is black. The brown dog is running away from the black dog. The black dog is running towards the water. The water is blue and white. The sand is tan.
test_190.jpg,Two traffic lights hang on a wire between two houses.
test_191.jpg,A sandwich is on a table. The sandwich is wrapped in paper. There is a bottle of beer on the table. There is a man in the background.
test_192.jpg,"Bathroom with black and white checkered floor, shower curtain, and window with curtain."
test_193.jpg,A man and a child are skiing down a snowy slope.
test_194.jpg,"A kitchen with white cabinets and a white countertop. There is a toaster, a microwave, and a sink. There is a window above the sink."
test_195.jpg,A crowd of people are holding umbrellas in the rain.
test_196.jpg,A large black ship is docked in a harbor. The ship is named BRUNEL and is from Great Britain.
test_197.jpg,Several pieces of pottery sit on a white shelf in front of a white brick wall.
test_198.jpg,A long line of people on horseback ride along the beach. The horses are all saddled and the riders are wearing casual clothes. The sun is setting and the sky is clear. The beach is sandy and there are footprints in the sand.
test_199.jpg,A copy of the Embroidery Stitches book is on top of a copy of the Complete Guide to Embroidery Stitches book.
test_200.jpg,A cat is sitting in a white sink.
test_201.jpg,The interior of a cathedral is very tall and narrow. The walls are made of stone and the ceiling is made of wood. There are many windows and chandeliers. There are pews for people to sit in.
test_202.jpg,A group of cows are standing in a green field. The cows are mostly black and white. There are a few cows that are brown. The cows are standing in a group. The cows are looking at the camera. The cows are standing in a field. The field is green. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field. The cows are standing in a field
test_203.jpg,A red stop sign with the word PARE on it.
test_204.jpg,Man in white shirt and black shorts catching a frisbee.
test_205.jpg,Man holding umbrella with floral pattern.
test_206.jpg,A woman is sitting at a table in a restaurant. She is wearing glasses and a black jacket. She is holding a cell phone in her right hand. There is a cup of coffee on the table in front of her.
test_207.jpg,"A bathroom with a window, a mirror, a toilet, and a bathtub."
test_208.jpg,A gold and black circular clock with Roman numerals sits on a dark surface.
test_209.jpg,Three cows are grazing in a green field.
test_210.jpg,A long gray train with red advertising for Ringling Bros. and Barnum & Bailey is parked on a track in front of a sign that says Moline.
test_211.jpg,A dog is next to a laptop.
test_212.jpg,A yellow double decker bus with the word Trotters on the side.
test_213.jpg,A black and white picture of a man holding a red umbrella.
test_214.jpg,A tree with a bench under it.
test_215.jpg,A baseball player is standing on the field with his batting stance. He is wearing a blue and white uniform with the number 11 on the front.
test_216.jpg,Bathroom with two sinks and a mirror.
test_217.jpg,"A narrow street with a red triangle sign on the left. The sign has a picture of two people walking with a child in front of them. The sign is on a metal post. The street is lined with tall buildings. The buildings are made of red brick and have many windows. The street is made of red bricks. There is a car parked on the street. The car is black. There is a bicycle parked on the street. The bicycle is black. There is a sign on the building on the right. The sign is white with black letters. The sign says ""US 58 729""."
test_218.jpg,A market with a variety of produce and meat.
test_219.jpg,Surfer sits on surfboard in ocean.
test_220.jpg,"A red truck is parked on a city street. The truck is parked on the side of the street. The truck is white and red. The truck has graffiti on the side. The graffiti is colorful. The graffiti says ""AIR""."
test_221.jpg,A group of people are sitting at a table playing video games.
test_222.jpg,A man in a yellow raincoat is walking down the street. He has a blue umbrella and is holding it on his head. He is wearing a yellow raincoat and has his hands in his pockets. He is walking in the rain. There are other people walking in the background.
test_223.jpg,Man holding up surfboard on beach.
test_224.jpg,Breakfast is served on a table with a red wall in the background.
test_225.jpg,A black cat is sprawled out on a desk in front of a computer.
test_226.jpg,"A living room with a couch, fireplace, and sliding glass door."
test_227.jpg,A silhouette of a military cargo plane is flying in the sky.
test_228.jpg,A blue train is crossing a bridge over a river.
test_229.jpg,A baseball player wearing a white uniform with the word SPARTANS on the front is throwing the ball.
test_230.jpg,a book is on a bed.
test_231.jpg,Three elephants are walking through a river.
test_232.jpg,A bottle of BREWERS Special Reserve sits on a table next to a glass of the same beverage.
test_233.jpg,Three zebras with striped patterns are standing in a tall grass field.
test_234.jpg,Three zebras grazing in a grassy field with a mountain in the background.
test_235.jpg,A pink bottle of hand soap sits on a white sink.
test_236.jpg,A group of people are playing frisbee in a park.
test_237.jpg,Four people are playing frisbee in a field.
test_238.jpg,A tennis court with a man in a blue shirt holding a tennis racket. There are people sitting in the stands watching.
test_239.jpg,"The image depicts a scene of an elephant-back safari tour, likely in a jungle or forest area. The primary focus of the image is on the elephants and the people riding them. The elephants are arranged in a line, with each one being ridden by a person. The riders are dressed in casual attire, suggesting a leisurely or adventurous outing.

The elephants are large, with thick, gray skin and long trunks. They are walking on a dirt path, surrounded by tall grass and shrubs. The background of the image shows a mountainous landscape with a few houses or buildings visible. The sky is clear, with a few clouds dotting the horizon.

The riders are positioned on the elephants' backs, holding onto the elephants' necks and reins. They appear to be enjoying the ride, as they are smiling and appear relaxed. The elephants are also moving at a leisurely pace, suggesting that the tour is not overly strenuous.

The image captures a moment of"
test_240.jpg,Two men are sitting in a boat full of bananas and other fruits.
test_241.jpg,"A sign on a street pole that says ""Have you paid?"" is in front of a row of parked cars."
test_242.jpg,A small bird with a red breast and a yellow belly stands on a stone wall.
test_243.jpg,"A messy table with a coffee pot, cups, plates, and food."
test_244.jpg,An elephant is walking down a dirt road in a forest.
test_245.jpg,A man is eating a hot dog with chili and gravy on a plate.
test_246.jpg,A cat is sitting in a bathtub looking at a small round mirror.
test_247.jpg,A cat is sniffing a cup that says Tim Tam on it.
test_248.jpg,Skier in red hat and sunglasses is skiing down a snowy slope.
test_249.jpg,A man in ski gear is walking down a snowy hill.
test_250.jpg,A giraffe sticking its head out of a hole in the ground.
test_251.jpg,Big Ben is a famous clock tower in London.
test_252.jpg,Laptop on bed with curtain above it.
test_253.jpg,A skateboarder is jumping over a ramp.
test_254.jpg,A group of snowboarders are riding down a snowy hill.
test_255.jpg,A man is cutting a cake that says Happy Birthday on it.
test_256.jpg,A black steam locomotive with the number 99 7237-3 on the front.
test_257.jpg,A kitchen with unfinished cabinets and a dishwasher.
test_258.jpg,A little boy is sitting on a parking meter in a parking lot.
test_259.jpg,"A black BMW motorcycle is parked in a parking lot. The motorcycle is parked in the foreground of the image. The motorcycle is black and has two wheels. The motorcycle is parked in a parking lot. The parking lot is paved and has a few other cars parked in it. The parking lot is surrounded by trees. In the background of the image, there is a building. The building is made of brick and has a few cars parked in front of it."
test_260.jpg,A large white and gold wedding cake is on a table covered with a gold tablecloth. The cake is decorated with red and yellow flowers and has several bows on it. There are red rose petals scattered on the table.
test_261.jpg,"A woman is walking on the sidewalk next to a red fire hydrant. She is wearing a gray skirt, green shoes, and a black purse. She is looking at her phone. There is a gray car parked behind her."
test_262.jpg,A yellow taxi cab is parked in front of a Sav-On Flooring store.
test_263.jpg,Surfer riding a wave in a rough sea.
test_264.jpg,A baseball batter swings and misses at a pitch. The catcher and umpire are standing behind the batter. The pitcher is standing on the mound. The umpire is wearing a blue shirt. The catcher is wearing a red helmet and chest protector. The batter is wearing a white helmet and white jersey. The pitcher is wearing a red and white uniform. The pitcher is standing on the mound. The catcher is standing behind the batter. The umpire is standing behind the batter. The batter is swinging his bat. The pitcher is throwing the ball. The catcher is catching the ball. The umpire is watching the play.
test_265.jpg,"A plate of vegetables and dip includes carrots, broccoli, and celery sticks."
test_266.jpg,A group of people are skiing down a snowy hill.
test_267.jpg,A tabby cat is sitting on top of a toilet seat. A tabby cat is sitting on the toilet seat. A tabby cat is sitting on top of the toilet seat.
test_268.jpg,An Airbus A380 flies over a runway.
test_269.jpg,Two people are skiing down a snowy hill.
test_270.jpg,A boat with a wooden bench seat is on a lake. The boat is red and green. There is a flag on the front of the boat. There is a bridge in the background. There are people on the bridge. There are trees and grass in the background.
test_271.jpg,A man is throwing a yellow frisbee in a field.
test_272.jpg,Graffiti on a train car.
test_273.jpg,Two women playing tennis on a grass court.
test_274.jpg,A man is watching a video of a woman on his laptop.
test_275.jpg,A group of people posing for a picture on a tennis court.
test_276.jpg,Three seagulls are perched on a wooden railing. A green plastic chair is sitting on the ground next to them.
test_277.jpg,A red bike is locked to a bike rack in front of a bus.
test_278.jpg,A blue bird sits on the side mirror of a black car.
test_279.jpg,A long driveway leads to a large red barn. The barn has a large white door and a smaller white door. The barn is surrounded by a wooden fence. There are trees and a green field in the background.
test_280.jpg,A bench sits in front of a large body of water. The bench is dark red and is made of wood. The water is blue and is very calm. The sky is blue and is clear.
test_281.jpg,Two trains sit at a station.
test_282.jpg,Man throws frisbee in front of brick wall.
test_283.jpg,Bicycles are parked outside a brick building with a sign that says Copper Alley Kite Club.
test_284.jpg,A person skiing down a snowy hill.
test_285.jpg,The street sign is for 13th street.
test_286.jpg,A man and woman are petting a bear.
test_287.jpg,A black and white photo of a baseball team.
test_288.jpg,Air canada jet landing with wheels down.
test_289.jpg,"A group of people dressed in period clothing pose for a photo in a large indoor train station. The group consists of four people, two men and two women. The men are dressed in black suits and top hats, while the women are dressed in long dresses and bonnets. The dresses are elaborately designed with lace and ribbon details. The background of the image shows a large black steam locomotive with a Welsh flag on the side. The locomotive is positioned in the center of the image, with the group standing in front of it. The floor of the train station is made of stone tiles, and the ceiling is made of metal beams. The image is well-lit, and the colors are vibrant."
test_290.jpg,A group of birds walking on the beach.
test_291.jpg,A red chili pepper hangs from a wire rack in a kitchen. The pepper is about 2 feet long and is hanging from a metal hook. The pepper is red and has a long stem. The pepper is hanging from a wire rack that is attached to the ceiling. The wire rack is white and is made of metal. The pepper is hanging from a metal hook that is attached to the wire rack. The wire rack is attached to the ceiling. The ceiling is white and is made of metal. The ceiling is attached to the wall. The wall is made of wood. The wall is painted white. The floor is made of wood. The floor is painted brown. There is a window in the kitchen. The window is made of glass. The window is open. There is a car parked outside the window. The car is black. There is a chair in the kitchen. The chair is made of wood. The chair is painted red. There is a pink plastic bucket in the kitchen. The
test_292.jpg,Two men are playing frisbee and one of them is wearing a blue jersey with the number 1 on it.
test_293.jpg,A gray and white cat is lying on top of a Samsung television.
test_294.jpg,A cowboy is riding a horse and roping a cow.
test_295.jpg,Four people on tricycles are posing for a photo on a beach.
test_296.jpg,A wooden table has several fruits and a bottle of water on it.
test_297.jpg,A girl is eating a macaroni and cheese pizza.
test_298.jpg,A bench sits in a field of red flowers in front of a double decker bus.
test_299.jpg,"A black and white photograph of a skateboarder in mid-air. The skateboarder is wearing a light-colored shirt and dark-colored pants. The skateboarder is in the air, with his arms outstretched. The skateboarder is on a skateboard. The skateboarder is in front of a sign that says ""ROSGIRARD."""
test_300.jpg,A red airplane is flying through the sky.
test_301.jpg,A man wearing a blue shirt and overalls is looking into a white refrigerator.
test_302.jpg,Two women are playing with a dog in the grass.
test_303.jpg,A small child is eating a slice of pizza.
test_304.jpg,Skateboarder in mid air.
test_305.jpg,A man is flying a kite on a beach.
test_306.jpg,A little girl is eating a piece of cake. She is wearing a hat.
test_307.jpg,A silver and red airplane sits on a grassy field.
test_308.jpg,A black truck parked in a parking lot.
test_309.jpg,Surfers riding waves in the ocean with a wooden post in the foreground.
test_310.jpg,"A man in a red and gold costume is standing in front of a brown bear. The man has his arms outstretched towards the bear, and the bear is rubbing its head against the man's arm. There are also two other bears in the background."
test_311.jpg,A red fire hydrant is surrounded by green bushes.
test_312.jpg,A wooden table is covered with a variety of food. There are two people sitting at the table. One person is holding a fork. There is a wine glass on the table. There is a pizza on a wooden cutting board. There is a bowl of fries. There is a salad. There is a jar of pickles.
test_313.jpg,Motorcycle riders are riding down the street.
test_314.jpg,A man is riding a motorcycle through a parade. He is wearing a helmet and an American flag is attached to the side of his motorcycle.
test_315.jpg,"A long, low, olive green and brown airplane with the letters DR on the side and a star and a circle with a line through it on the tail."
test_316.jpg,A man is working outside on a table.
test_317.jpg,Black and white photo of a small train with a large smokestack.
test_318.jpg,A dark office with a computer and a lamp on the desk.
test_319.jpg,A cow standing in a field behind a wooden fence.
test_320.jpg,A street sign that says Parson Street is in front of a building.
test_321.jpg,Two birds are standing on a sidewalk next to each other.
test_322.jpg,Two zebras are standing in a dry grassy field looking up at something.
test_323.jpg,A full size bed with a floral comforter and a blue scarf on it. There is a full length mirror standing next to it.
test_324.jpg,A red train is on the tracks at a station.
