Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
18,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat.,A man is in a black wetsuit. The man is riding a white surfboard. There is a large wave in the water the man is surfing on.,0.05290617868011359,0.42105262659279785,0.8907817006111145,0.31584362139917693
19,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,A pizza is on a brown wooden tray. The tray is placed on the stove top. The pizza has melted cheese and spinach on top of it. The stove is white with black burners.,0.039622134103856455,0.4680851013852422,0.8793740272521973,0.2506091989034419
20,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,a flood is occuring. there is a lot of water on the road. the hydrant on the sidewalk is red. the garage doors are red in color . there are some pieces of grass growing.,0.016208144925157923,0.21739129934782622,0.8615462183952332,0.15988372093023254
21,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,there are four airplanes in the sky. There is a small hill under them. There is a field of grass under the airplanes. There are smoke trails coming out from behind the airplanes.,0.039461795162907,0.2608695602173914,0.8802181482315063,0.21112625918351885
22,There is a black and white picture of a dog. The dog is wearing a blue shirt and blue jeans. There is also a red and black dog with a white collar.,There is a large white airplane that is in the sky. There is a silver fence under the airplane. There are light poles on both sides of a fence under the plane.,0.046398855339878003,0.2564102514398423,0.8753570318222046,0.171875
23,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,"A young lady is having a very fun time by herself. This young lady has on very short jean shorts, a turquoise top and some shades on. She is surfing a fake wave on a plastic board and having so much fun.",0.006952091479033574,0.18867924037023862,0.8579891324043274,0.11056511056511058
24,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white and blue bird next to the bench with a black tail.,A man is jumping in the air. The man is holding a green frisbee in his hand. There are trees behind the man.,0.008905296375949619,0.2926829219036289,0.8874597549438477,0.16597510373443983
25,There is a black and white photo of a dog. The dog is wearing a blue shirt and blue pants. There is also a red and black dog on the other side of the photo.,A tennis player has just forehand swung to hit a ball. The player has on a light blue shirt and headband. He has on brown nike shorts and white shoes.,0.038285843622205135,0.27272726776859507,0.8673558235168457,0.20836065573770493
26,A black and white photo of a man and a woman. The man is wearing a blue shirt and blue jeans. He is holding a white remote control in his hand. There is a large white building behind the man.,"There is a vase on a table.  The vase has a white enamel base and three flower holders.  In the vase is an assortment of artificial fall colored leaves and berries.  The colors depicted are different shades of orange.  The table appears to be in the backyard of a house.  Behind the vase is a picket fence, a sidewalk, some monkey grass, and some pink flowers.  On the other side of the fence the eaves of the neighboring house are seen.",0.015055594337069055,0.1999999955281251,0.8523850440979004,0.12353706111833548
27,A black and white photo of a man and a woman. The man is wearing a blue shirt and blue jeans. He is holding a white remote control in his hand. There is a large white building behind the man.,A person is standing on the beach. They are flying a large yellow and red kite. There are small waves in the water. The person is wearing a black wet suit.,0.036516460229007175,0.4150943346244215,0.8860539197921753,0.2037617554858934
28,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it.,A white plate of food. There is rice under a pile of broccoli. There are onions cut up on top of the broccoli.,0.10601317434781207,0.46153845654174885,0.8845481276512146,0.2474367022389622
29,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,"A stop sign is on a piece of wood and attached to a round sign that is white, with a red border around the outside. Below the stop sign there are two signs in Russian. The signs are attached to a rusty metal fence.",0.006861066644092415,0.32727272240661165,0.8833799958229065,0.12941176470588234
30,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is on a white wall.,a man is playing tennis. he is wearing  a sweatband in his hair. his hair is brown in color. his hair is very long. his uniform is white. he is also wearing white shorts.,0.008524838659283926,0.15789473184210542,0.8608435988426208,0.08955223880597014
31,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The picture is of a man standing in front of the bench wearing a white shirt and blue jeans.,Four sailboats with masts but no sails are lined up along the shore of a lake.  A hill rises beyond them in the sun.  Part of the hill is bare rock and dirt and part has low green bushes.  The sky is very blue beyond the hill.,0.015445257428250135,0.25396824918115396,0.8510211110115051,0.1821129753419806
32,There is a wooden bench sitting on the ground. The bench is made of wood. There are two wooden poles next to the bench.,"A man is standing outside flying a black and white kite. He is wearing a white hat on his head, a suit coat, and dark colored pants. A shadow of the man can be seen beside him on the ground. The sky is clear and blue. Tall trees are seen below the sky.",0.036993042405400474,0.2807017500646353,0.8748146891593933,0.19127035185826696
33,A large brown bird is standing on top of a wooden bench. The bench is made of wood. There is a black and white fence behind the bird.,Five off white sheep are standing on a rocky grassy hill. The stones are medium sized and are grey and white. Beyond the sheep is a bright blue body of water and a set of beautiful grass covered mountains and a blue sky.,0.015138718867040954,0.30188678759700965,0.8852742910385132,0.19006202324089255
34,A man is standing in front of a building. He is wearing a white shirt and blue jeans. There is a blue and white clock on the building behind him.,A large white truck sits in a parking space in a small parking lot. The trailer of the truck has a cover on it. On the other side of the parking lot are a few more cars. The other cars are parked next to a building that looks to be made of brick. There are a few bare plants in the front of the building.,0.006565966770525849,0.2950819626014513,0.876440167427063,0.1365107018417123
35,There is a black and white picture of a dog. The dog is wearing a blue shirt and blue pants. There is also a red and black dog with a white collar.,there is a big yellow sign. the sign is a warning sign. the sign is shaped like a diamond. there is a light above the sign.,0.01687589360987099,0.12903225319458916,0.8711596727371216,0.23890977443609024
36,A black and white dog is standing on top of a large rock wall.  The dog has a black collar around its neck and is looking up at the camera with his mouth wide open. The wall behind him is made of concrete and the dog,An image of a peeled large banana dominates the picture. Three men are walking down the street.  The man in the front is by himself while two other men are in close proximity.  Two buses are parked along the side of the street.,0.011955001291462567,0.1791044726130543,0.8626360297203064,0.12702078521939955
37,A black and white photo of a man and a woman. The man is wearing a blue shirt and blue jeans. He is holding a white remote control in his hand. There is a black door behind the man.,"the scene takes place outdoors in a winter snowy landscape, three persons and a child are interacting. A man is leading a child into the ski lift provider. they are standing by the entrance about to enter, a man in a green jacket seems to the entrance attendant. a building with woodside panelling is above the people. a man is standing in the foreground, wearing an orange jacket. the ground is filled with snow, the people are wearing winter clothes. there are signs above the man and child.",0.0067928941147103105,0.20779220331927822,0.8580346703529358,0.11432009626955475
38,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle.,A large white cow is grazing in the grass. The cow is in a field with weeds and grass. There are trees behind the cow.,0.01209034063007207,0.4102564052596976,0.8824254870414734,0.17857142857142858
39,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat.,there is a big mountain. there are a lot of trees on the mountain. there are two girls walking along the trail. the trail is made of dirt. they are holding umbrellas in their hands.,0.03741441885960267,0.27272726776859507,0.8726212978363037,0.2008119472234305
40,There is a man standing on the field. He is wearing a white shirt and blue shorts. There are trees behind the man.,"There is a large strip of grass along a road, with buildings, people, buses, trees and flags. The grass is very green and has something more overgrown like bushes that run along the road. The strip of road that is showing to the right of the picture is black. There are two large buses on the road. One bus is red with yellow words on it and the other is black. There are people in both buses, and along the grass and road. There are large trees running by the roads and buildings in the middle and back of the picture. There are two buildings showing. One building is on a street corner and is white with many stories. The other is to the left and is grey with many stories. There are two flag poles and one of them has a flag hanging on it.",0.00033467211196514337,0.2117647025439447,0.8615519404411316,0.05899456966714316
41,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,A menu is see hanging on the wall. The menu is over the kitchen area. There is a range top that has a couple of things on it. On the counter is some fish and chicken.,0.03630281889797256,0.3921568577931565,0.8647491335868835,0.18413597733711048
42,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white building behind the bird.,An elephant relaxes in the water. A man lays on the back of the elephant. A few other men stand around the elephant and look at it. The water is a brown color. The men are all wearing swim trunks. The sun is reflecting on the water.,0.010250355329414932,0.3018867877536491,0.8718866109848022,0.12222222222222223
43,A baseball player is standing on a baseball field. He is wearing a blue and white uniform and a black helmet. There is a white fence behind the player.,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes.,0.020465705230778918,0.2564102514135438,0.8838713765144348,0.19572953736654802
44,There is a white toilet in the middle of the room. The toilet seat is white and the lid is open. There is also a black and white mirror on the wall.,A bunch of planes are in formation in the air. One plane is way farther away from the rest. The sky is a pretty blue color and a couple of clouds are seen.,0.021265620786183697,0.2978723355364419,0.8742484450340271,0.15197568389057753
45,A wooden bench is sitting on top of a white bench. There is a black and white picture hanging on the wall. The bench has a red and black design on it.,A person with a black shirt on is jumping on a skateboard. There is a boy in a red jacket standing in front of him. There is a black fence behind the people.,0.10344870821560305,0.3999999950024692,0.8845661282539368,0.2551795794305564
46,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white handle.,There are many boats in the water. There are small waves in the water around the boats. There is a bird flying in the air above the water. There is a hill on the other side of the water.,0.029293716351744575,0.2564102514398423,0.8798421025276184,0.16788563829787234
47,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it.,"In this image, a downtown business district in an English speaking country is depicted. The image shows a narrow street with sidewalks on both sides, with customers walking up and down the sidewalks and going in and out of stores. The narrow street does not have any cars driving down it, but instead there is a train or streetcar running on rails. The train is white on the top and red on the bottom with a large glass windshield in front and smaller glass windows on the sides. It is coming up to an intersection. At the intersection, there is a sign that indicates only bicycles are allowed on the cross street. All the people in the picture are wearing lightweight jackets, so it must be fall or spring, as there is no snow or rain. There is a store called Dreams, and a sign advertising beds, though it is difficult to tell if they are beds for sale or rooms for rent. If I had to guess, I'd say this is an English speaking country in Europe.",0.00031620004494395425,0.15037593729436374,0.8406925797462463,0.0551808706315144
48,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man.,"A bus is on the street. It is currently getting ready to pick some people up and drop some off. The bus is white, purple, and red on the top. The building has a lot of moss on it.",0.008436491880629981,0.2499999950255103,0.8598563075065613,0.1282051282051282
49,The image is of a clock. The clock is black and has a white face. There is a silver face on the top of the clock and a black face in the middle of it.,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly.,0.020904996083879822,0.2666666617876544,0.8688674569129944,0.20000000000000004
50,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.,a sign is on a pole. the pole is green in color. there is an arrow on the sign. the arrow is white in color. there is writing on the sign.,0.02165228022238811,0.30303029814508725,0.8891897201538086,0.26361727081799086
51,A black and white photo of a clock. The clock has a black face and a white face. There is a silver face on the top of the clock and there are two silver hands on either side of it.,A vintage pick-up truck is parked at the sidewalk. The truck is beige with black roof. At the sidewalk is a black parking meter. The parking meter is attached to silver pole with blue painted letters on it.,0.017796237395371298,0.35294117148788934,0.8699856400489807,0.14397905759162305
52,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,A man wearing striped swim shorts is standing on sand. There is also a black and white dog standing on the sand. There is a white frisbee in the air above the sand.,0.055807405914972075,0.3999999950024692,0.8968056440353394,0.3080190220350673
53,There is a white bowl on the table. There are bananas on top of the bowl. The bananas are yellow and green.,There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate.,0.08646915220982632,0.5789473635457064,0.9172493815422058,0.3216753949175824
54,A black and white photo of a man and a woman sitting on a bench. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man.,A group of people have gather around the skateboarding ramp to watch other skateboarder's skate on it. There is one person in the ramp. It looks like that person fell down off of their board.,0.01239892724105193,0.233333328338889,0.8466285467147827,0.1775139664804469
55,A wooden bench is sitting on top of a concrete wall. There is a black and white clock on the bench. The clock has a white face and black numbers on it.,a bunch of donuts are being displayed. the top row of donuts are all glazed types. there is a person waiting in a grey shirt.,0.01687589360987099,0.23809523310657604,0.8608691096305847,0.26780996301100063
56,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The picture is of a man standing in front of the bench wearing a white shirt and blue jeans.,A bag of potato chips is sitting on a couple of tan napkins on an oval plate. There are two half sandwiches on the plate with the chips. The sandwiches have black grill marks on the tops. There is a yellow mug on the table next to the plate.,0.08318310950347714,0.3448275813020214,0.8693504333496094,0.15657620041753656
57,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man.,there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle.,0.014242517583326198,0.22641508934140273,0.8556784987449646,0.15037593984962408
58,A wooden bench is sitting on top of a wooden table. There is a black and white picture hanging on the wall behind the bench.,A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board.,0.10091170935496727,0.4390243852706723,0.8878534436225891,0.27568876778686036
59,A wooden bench is sitting in a room. There is a white wall behind the bench. The bench has a black handle and is made of wood.,A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.,0.04329558874738809,0.38095237595238096,0.8971556425094604,0.2006172839506173
60,There are two giraffes in a field. The field is green and brown. There is a fence behind the giraffe.,brown baby bears are walking in the grass. There is a large log above them next to two large rocks.,0.05890548730960053,0.45714285217959183,0.899129331111908,0.28622448979591836
61,There is a black and white cat sitting on the ground. The cat has a white collar around its neck. It is looking up at the camera.,There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.,0.019964966008007675,0.2553191439565415,0.8736992478370667,0.15625
62,A wooden bench is sitting on the ground. There is a wooden fence behind the bench.  The fence is made of wood. The bench has a black and white stripe down the side of it.,The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.,0.01720067346666895,0.23076922579881665,0.8685001134872437,0.23986880466472305
63,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a white remote control in his left hand. There is a black fence behind the man.,A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.,0.0316466825363535,0.2399999950320001,0.863646388053894,0.19315372309482254
64,There is a wooden table in front of a white wall. There are books and papers on top of the table. The table is made of wood.,A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears.,0.021164791853302167,0.2413793058263972,0.8620662093162537,0.19363526020330754
65,A black and white cat is sitting on a bench. The bench is made of wood. There is a white wall behind the cat.,A piece of wood is sitting on a counter. There is a knife with a black handle on top of the wood. There is a white plate of food behind the wood.,0.20768638911687382,0.6315789423822715,0.9159746766090393,0.42949969951923084
66,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. He is holding a black remote control in his hand. There is a white wall behind the man.,A tall brick tower has two clocks on separate sides of the tower walls.  The clocks on the tower have roman numerals and gold clock hands.  The center of the clock is burgundy and the outer part of the clock is blue.  The tower has a narrowing tiled and reddish steeple at the tower top. Black metal grills cover arched window openings under the clock.  Full view of the clock is obstructed by stray green leaves on thin brown branches.  The sky is white with clouds.,0.002645919792021586,0.2195121907911958,0.8334563970565796,0.08610086100861009
67,A black and white picture of a cat. The cat is sitting on a white desk. There is a black laptop on the desk next to the laptop.,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them.,0.057462483851344864,0.4285714236734694,0.8849985599517822,0.3170454545454546
68,A man in a blue shirt and blue shorts is standing on a tennis court. He is holding a black and white racket in his hand. There is a green fence behind the man.,a woman is playing some tennis. her hat is white in color. she is wearing a skirt. the skirt is white in color.,0.009482754235376445,0.24999999531250006,0.8888929486274719,0.1867219917012448
69,A wooden bench is sitting on top of a metal railing. There is a black and white picture hanging on the wall behind the bench.,a kitchen that is empty isn't being used by anyone. the counters are clean and empty. the grill is black and has nothing on it.,0.02265672090880199,0.19512194622248677,0.8750603199005127,0.23358024691358026
70,A wooden bench is sitting in a room. There is a white wall behind the bench. The bench has a black handle and is made of wood.,A brown teddy bear is sitting in a window sill. There is a book on its lap. There is a white bar in front of the bear. There is a window behind the bear.,0.1602736248667012,0.4761904711904762,0.9046919941902161,0.30383717050383724
71,A black and white photo of a man in a blue shirt and blue pants. The man is holding a black remote control in his left hand. There is a white wall behind the man.,A woman in a white shirt and red skirt is playing tennis. She is swinging a tennis racket a ball. There is a black fence behind the woman.,0.053764375406890046,0.4888888839111111,0.9066849946975708,0.4195896244676733
72,A man is standing in front of a white wall. He is wearing a black shirt and black pants. There is a silver chain link fence behind the man.,"Three caucasian men are standing against a white wall. They are all wearing black shirts. The man on the far left is holding a white video game controller in his right hand. He has brown hair, and a brown beard and mustache. His shirt has long sleeves. The man in the middle has dark hair that is thinning around his temples. His arms are crossed across his chest, and his right hand is covering his mouth. The man on the far right is wearing a black sweatshirt with gray lettering. He also has a white video game controller in his right hand. He has brown hair, and brown facial hair.",0.009033129590527137,0.26829267889054137,0.8698236346244812,0.10718780837222962
73,A wooden bench is sitting on the ground. There is a black and white clock on top of the bench. The clock is black with white numbers on it.,A man is wearing a black wet suit. He is carrying a large white surf board. There are large boulders next to the man.,0.01935526899434156,0.349999995,0.8851244449615479,0.163265306122449
74,There is a white toilet in the middle of the room. There are two white towels hanging from the wall above the toilet. The wall is made of wood.,"The vanity in this fancy, large bathroom is very long and is made of medium stained wood. The lighting above the vanity are three hanging, glass covered globes. The counter of the vanity has a sink as well as a vase filled with purple flowers. The walls are white and the tiles are all made of stone. The shower is also tiled with stone like tiles and is very large and open.",0.012930360710252628,0.272727268503214,0.8798978328704834,0.17251126064518485
75,A black and white photo of a building. The building is made of brick. There is a clock on the top of the building with a white face and black numbers on it.,A woman is holding an umbrella. The woman is coming out of the train station. The picture is in black and white. There are tall buildings in the near distance.,0.021243241299173293,0.3999999950222222,0.8948859572410583,0.2145214521452145
76,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels. One is on top and the other is,"An old fashioned bus is seen on the street. The bus is red on the bottom and beige on the top. A chain link fence is on the right side of the bus, and behind the fence is a large green metal crane. The sky above is gray and cloudy.",0.018368954943609402,0.2622950770008063,0.8638181686401367,0.19230769230769232
77,A large black and white bird is standing on top of a rock wall. The bird has a long black beak and a black nose. There is a large white building behind the bird.,there is a toilet in a bathroom. the toilet is white. there are tiles on the floor. the tiles are white and green. there is a bucket next to the toilet.,0.016862986607229312,0.29999999511250003,0.872113823890686,0.25519499379505184
78,A wooden bench is sitting on the ground. There is a white wall behind the bench. The bench has a black handle.,a bird is eating out of a hand. the hand is white in color. the bird is eating corn. the corn is yellow. the bird is a pigeon.,0.01913040513214067,0.19354838214360054,0.8652129769325256,0.1642335766423358
79,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,A baby is sleeping on a covered mattress. His shirt is black white and blue. The mattress cover has designs all over it. There is a doll with a blue and purple hoody nearby.,0.04172138037681883,0.32653060729695965,0.8922404646873474,0.2215757424090758
80,There is a wooden table in the middle of a room. There are books and papers on top of the table. The table is made of wood.,There is a bush that is shaped into a person. It is in front of a red building. There is houses behind the bush in the distance.,0.05551277111446364,0.3243243193279767,0.8912429213523865,0.18518518518518517
81,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat.,"A young child is attempting to ski. However, no ski poles are being held by the blonde haired child. The child is wearing a yellow vest over a light blue jacket along with pink gloves. The bottom half of the outfit is black pants and grey and red skiis. There is a smooth surface of snow featured.",0.016408611103504125,0.276923072662722,0.8636517524719238,0.18736625514403293
82,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle.,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake.",0.008715580422130293,0.2666666622222223,0.8587091565132141,0.13439840113337384
83,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is of a man in a blue shirt and blue jeans.,A hand is reaching for a black and silver mouse. There is a laptop next to the mouse on the desk. There is a speaker next to the laptop.,0.057773581215517136,0.37209301838831804,0.8901253342628479,0.28362865416436844
84,A tall brick building with a white roof. There is a clock on the top of the building. The clock has a black face and white hands.,A yellow hydrant is near street. The hydrant has blue and red accents on it. There are a bunch of trees on a sidewalk overlooking some parked cars and a motorcycle.,0.01096190811529662,0.3404255269714804,0.8833214640617371,0.17973856209150327
85,A black and white dog is standing on the ground. The dog has a black collar around its neck. There is a white fence behind the dog.,"Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves.",0.0019507950018040829,0.17073170362879245,0.8578782081604004,0.053191489361702114
86,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,a stand is selling fruit. most of the fruit is oranges. there are bags of oranges next to the pile. the truck is bright yellow.,0.01052691762848815,0.14634145848899482,0.8689099550247192,0.17716535433070868
87,A wooden bench is sitting on top of a metal railing. There is a black and white clock on the bench. The clock has a white face and black hands.,There is a train on the train tracks. The train is black with white numbers on the front of it. In the distance you can see trees with green leads and a black metal fence.,0.046520581736934165,0.4255319099502037,0.8950292468070984,0.2873476756431473
88,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,A kitchen sink and dishwasher is shown. The tiles on the wall are white and have some red ones. There is fruit sitting on the table and the area is pretty tidy.,0.0224752933806324,0.3333333283420139,0.8684371113777161,0.23275937609533828
89,There is a wooden table in front of a white wall. There are books and papers on top of the table. The table is made of wood.,"A man wearing blue trunks is surfing. He is facing towards the wave. His face is not visible, and his body is turned to the side. He is using a white surfboard and only the front of which is visible.",0.015339215698336956,0.23529411287966176,0.8684137463569641,0.16421188630490957
90,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it.,A person is standing on top of a white surfboard. There are three small hooks on the bottom of the surfboard. There is a large white splash in the water from the man.,0.12925912985178603,0.3999999950024692,0.8937430381774902,0.2551795794305564
