Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
12,A man is sitting on an elephant in a river.,A man is sitting on the back of an elephant. They are walking through a very high swamp area. They are being seen from in between the perspective of two logs of a tree.,0.04007844993381512,0.4736842066481995,0.9095871448516846,0.2222606803797468
13,"A plate of food with a fork and a glass of water. The plate has a tomato, broccoli, green beans, and mashed potatoes.",There is a black place mat on top of a wood table. There is a white plate on the mat with food on it. There is a fork on the mat next to the plate. There is an orange towel next to the plate.,2.1226448625520053e-155,0.24390243409875084,0.8679293394088745,0.11933174224343675
14,A white cow with black horns is standing in a green field.,A goat has its head turned back and it's looking at something. The goat is white but has a black nose and mouth and black ears. The horns of the goat are pointed upwards and has black tops. The goat is standing in green grass.,2.6680927706119294e-79,0.31818181421487607,0.8958969116210938,0.16505314267104837
15,A person is skateboarding down a sidewalk with a dog on a leash.,A woman is walking her dog. She is on a skateboard while she is holding the leash of her dog. She is wearing a gray hoodie and some black shorts.,1.706907607261843e-155,0.35294117209342557,0.8990073204040527,0.10600706713780918
16,Blue portable toilets are lined up in front of a railroad track. In the background are two trains and some trees.,There are some portable bathrooms sitting near a railroad track. There are some trains sitting on the track. The portable bathrooms are blue with a white roof and the trains are yellow.,1.618472401659712e-78,0.3999999950000001,0.9122948050498962,0.27597986335850416
17,A small bathroom with a frosted glass door.,A very white bathroom has a very white sink and toilet. The shower curtain that hangs from the ceiling is also white. There is one wall that is all mirrored. The door is made of glass and the faucet is silver. The floor is made of black tile.,1.0322346066768973e-233,0.19512194807852473,0.88202965259552,0.04545454545454545
18,Surfer riding a wave in the ocean.,A man is in a black wetsuit. The man is riding a white surfboard. There is a large wave in the water the man is surfing on.,3.626291584127698e-79,0.39999999596800007,0.8868406414985657,0.1488
19,A pizza sits on a pizza stone on top of a stove.,A pizza is on a brown wooden tray. The tray is placed on the stove top. The pizza has melted cheese and spinach on top of it. The stove is white with black burners.,7.705016436038578e-79,0.4242424202754822,0.8981195092201233,0.1985062893081761
20,A red fire hydrant in front of three closed storage units.,a flood is occuring. there is a lot of water on the road. the hydrant on the sidewalk is red. the garage doors are red in color . there are some pieces of grass growing.,1.5963332263636544e-232,0.17647058385813158,0.8794028162956238,0.07668711656441718
21,A group of six red planes fly across the sky.,there are four airplanes in the sky. There is a small hill under them. There is a field of grass under the airplanes. There are smoke trails coming out from behind the airplanes.,6.390202100582957e-156,0.18181817759412314,0.8882771730422974,0.06514657980456026
22,A large white and blue airplane is landing at an airport. The plane is in the foreground and the airport is in the background. The plane is landing on the runway and the airport is surrounded by a fence.,There is a large white airplane that is in the sky. There is a silver fence under the airplane. There are light poles on both sides of a fence under the plane.,1.9550112061335322e-78,0.45454544955578513,0.8903864622116089,0.2412102129815609
23,A blonde girl in blue jean shorts and green shirt is surfing on a blue inflatable wave.,"A young lady is having a very fun time by herself. This young lady has on very short jean shorts, a turquoise top and some shades on. She is surfing a fake wave on a plastic board and having so much fun.",1.6326520684369996e-155,0.30434782155009454,0.8954014778137207,0.15981012658227844
24,A man is jumping in the air to catch a frisbee.,A man is jumping in the air. The man is holding a green frisbee in his hand. There are trees behind the man.,0.16119635927749565,0.6206896504637337,0.9304262399673462,0.2199962553828871
25,Tennis player in blue shirt and shorts is hitting a tennis ball with racquet.,A tennis player has just forehand swung to hit a ball. The player has on a light blue shirt and headband. He has on brown nike shorts and white shoes.,1.1020934150654672e-78,0.31578946903047095,0.8877069354057312,0.1873349471830986
26,"A vase of flowers sits on a table outside. The flowers are orange, yellow, and red. There are also some berries and leaves. The background is a wooden fence and a house.","There is a vase on a table.  The vase has a white enamel base and three flower holders.  In the vase is an assortment of artificial fall colored leaves and berries.  The colors depicted are different shades of orange.  The table appears to be in the backyard of a house.  Behind the vase is a picket fence, a sidewalk, some monkey grass, and some pink flowers.  On the other side of the fence the eaves of the neighboring house are seen.",1.5794271027382643e-155,0.38461538025969755,0.8899412155151367,0.1567635376533443
27,"Long, thin kite with red and yellow colors flying in blue sky over sandy beach. Person in wetsuit is walking on beach.",A person is standing on the beach. They are flying a large yellow and red kite. There are small waves in the water. The person is wearing a black wet suit.,9.397432732501812e-232,0.21739129943289237,0.9010022878646851,0.14950166112956811
28,"A bowl of food that includes rice, broccoli, and ground beef.",A white plate of food. There is rice under a pile of broccoli. There are onions cut up on top of the broccoli.,3.996150654699218e-232,0.19999999535555565,0.9032570123672485,0.04587155963302752
29,"A stop sign is mounted on a post. The top of the sign is a standard stop sign. Below the standard stop sign is a sign that says ""STOP"" in Russian.","A stop sign is on a piece of wood and attached to a round sign that is white, with a red border around the outside. Below the stop sign there are two signs in Russian. The signs are attached to a rusty metal fence.",0.09433096075423486,0.5098039168935027,0.9113839864730835,0.30968046859649406
30,A tennis player is holding his racket and looks upset.,a man is playing tennis. he is wearing  a sweatband in his hair. his hair is brown in color. his hair is very long. his uniform is white. he is also wearing white shorts.,1.1052462903316595e-232,0.20689654720570758,0.8702018857002258,0.047468354430379736
31,Sailboats are docked in a harbor near a rocky shore.,Four sailboats with masts but no sails are lined up along the shore of a lake.  A hill rises beyond them in the sun.  Part of the hill is bare rock and dirt and part has low green bushes.  The sky is very blue beyond the hill.,3.33348921366872e-233,0.12765957137166148,0.865509569644928,0.057736720554272515
32,A man is flying a kite in a park.,"A man is standing outside flying a black and white kite. He is wearing a white hat on his head, a suit coat, and dark colored pants. A shadow of the man can be seen beside him on the ground. The sky is clear and blue. Tall trees are seen below the sky.",3.997874280655767e-80,0.25531914611136264,0.874838650226593,0.0617283950617284
33,Four sheep are standing on a grassy hilltop overlooking a lake.,Five off white sheep are standing on a rocky grassy hill. The stones are medium sized and are grey and white. Beyond the sheep is a bright blue body of water and a set of beautiful grass covered mountains and a blue sky.,0.020808649540047262,0.29268292314098754,0.8987636566162109,0.12050046149112913
34,"A Chevrolet pickup truck is parked in a parking lot. The truck is silver and has a black tonneau cover on the bed. The license plate is from Texas and says ""238N414"".",A large white truck sits in a parking space in a small parking lot. The trailer of the truck has a cover on it. On the other side of the parking lot are a few more cars. The other cars are parked next to a building that looks to be made of brick. There are a few bare plants in the front of the building.,1.2144504998047557e-78,0.36923076443076924,0.8680077195167542,0.12965964343598055
35,A yellow diamond shaped sign with the word bumps in black letters is in front of a street light. The street light is lit by four large round lights.,there is a big yellow sign. the sign is a warning sign. the sign is shaped like a diamond. there is a light above the sign.,1.3203264417106475e-231,0.2631578902354571,0.8958498239517212,0.19011406844106465
36,A close up of a banana peel with the stem of the banana in the foreground. In the background is a red double decker bus and a man walking.,An image of a peeled large banana dominates the picture. Three men are walking down the street.  The man in the front is by himself while two other men are in close proximity.  Two buses are parked along the side of the street.,4.2237619016261895e-155,0.21818181338181827,0.8813174366950989,0.16826923076923078
37,People waiting to get on a lift at a ski resort.,"the scene takes place outdoors in a winter snowy landscape, three persons and a child are interacting. A man is leading a child into the ski lift provider. they are standing by the entrance about to enter, a man in a green jacket seems to the entrance attendant. a building with woodside panelling is above the people. a man is standing in the foreground, wearing an orange jacket. the ground is filled with snow, the people are wearing winter clothes. there are signs above the man and child.",1.3640845186449337e-234,0.0983606529965064,0.8398619890213013,0.043586550435865505
38,A white cow is grazing in a field of dry grass.,A large white cow is grazing in the grass. The cow is in a field with weeds and grass. There are trees behind the cow.,0.13534780275317135,0.5999999953555556,0.9433374404907227,0.3248587570621469
39,A woman in a blue dress walks along a road in the mountains.,there is a big mountain. there are a lot of trees on the mountain. there are two girls walking along the trail. the trail is made of dirt. they are holding umbrellas in their hands.,2.641223143663149e-232,0.22857142426122457,0.8805112242698669,0.12999661246612468
40,A double decker bus is driving down a street.,"There is a large strip of grass along a road, with buildings, people, buses, trees and flags. The grass is very green and has something more overgrown like bushes that run along the road. The strip of road that is showing to the right of the picture is black. There are two large buses on the road. One bus is red with yellow words on it and the other is black. There are people in both buses, and along the grass and road. There are large trees running by the roads and buildings in the middle and back of the picture. There are two buildings showing. One building is on a street corner and is white with many stories. The other is to the left and is grey with many stories. There are two flag poles and one of them has a flag hanging on it.",1.650791757912684e-161,0.10526315580678675,0.8271096348762512,0.015117157974300832
41,"A sign on a wall that says ""Fish gives you brains, with brains you can make money, money can buy you more fish"" is on the wall.",A menu is see hanging on the wall. The menu is over the kitchen area. There is a range top that has a couple of things on it. On the counter is some fish and chicken.,1.5206595579902057e-78,0.2799999950720001,0.8529731631278992,0.15157585470085472
42,Three men are bathing an elephant in a river.,An elephant relaxes in the water. A man lays on the back of the elephant. A few other men stand around the elephant and look at it. The water is a brown color. The men are all wearing swim trunks. The sun is reflecting on the water.,1.1230362637323191e-156,0.2380952347278912,0.8842503428459167,0.09870113168724279
43,A young man is playing frisbee in the rain.,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes.,9.273372099242484e-156,0.28571428135204086,0.8950237035751343,0.11494252873563217
44,A plane flies above a forest.,A bunch of planes are in formation in the air. One plane is way farther away from the rest. The sky is a pretty blue color and a couple of clouds are seen.,1.7018671523809808e-233,0.18181817884297521,0.8782114386558533,0.04950495049504951
45,Skateboarder in mid air.,A person with a black shirt on is jumping on a skateboard. There is a boy in a red jacket standing in front of him. There is a black fence behind the people.,9.148677781785082e-235,0.07407407155006868,0.8621160387992859,0.016611295681063124
46,A seagull is flying over a body of water with several boats in the water.,There are many boats in the water. There are small waves in the water around the boats. There is a bird flying in the air above the water. There is a hill on the other side of the water.,0.040680969617365885,0.4571428523428571,0.8994759917259216,0.17363387978142072
47,A red and white tram is on the street in front of a building.,"In this image, a downtown business district in an English speaking country is depicted. The image shows a narrow street with sidewalks on both sides, with customers walking up and down the sidewalks and going in and out of stores. The narrow street does not have any cars driving down it, but instead there is a train or streetcar running on rails. The train is white on the top and red on the bottom with a large glass windshield in front and smaller glass windows on the sides. It is coming up to an intersection. At the intersection, there is a sign that indicates only bicycles are allowed on the cross street. All the people in the picture are wearing lightweight jackets, so it must be fall or spring, as there is no snow or rain. There is a store called Dreams, and a sign advertising beds, though it is difficult to tell if they are beds for sale or rooms for rent. If I had to guess, I'd say this is an English speaking country in Europe.",7.191349462899492e-160,0.14173228150288303,0.8401802182197571,0.04022277227722772
48,A bus is on the street in front of a building.,"A bus is on the street. It is currently getting ready to pick some people up and drop some off. The bus is white, purple, and red on the top. The building has a lot of moss on it.",0.029934303803783077,0.29268292290303394,0.8988949656486511,0.1324839327996392
49,A boy with a foal walking in a dirt field. The boy is wearing a brown sweater and a blue jacket. The foal is brown and white. The boy is walking in front of the foal. The foal is walking next to the boy. The boy is smiling. The foal is looking at the boy. The boy is happy. The foal is happy. The boy is walking in a dirt field. The boy is walking in front of the foal. The foal is walking next to the boy. The boy is smiling. The foal is looking at the boy. The boy is happy. The foal is happy.,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly.,1.0616799128719936e-78,0.4150943346244215,0.879368007183075,0.24687701129249312
50,"A green sign with the number 710 on it is above a street sign that says ""downtown"" in white letters.",a sign is on a pole. the pole is green in color. there is an arrow on the sign. the arrow is white in color. there is writing on the sign.,8.359135331089749e-232,0.3636363587511479,0.8724162578582764,0.15050167224080266
51,A vintage beige pickup truck is parked at a parking meter.,A vintage pick-up truck is parked at the sidewalk. The truck is beige with black roof. At the sidewalk is a black parking meter. The parking meter is attached to silver pole with blue painted letters on it.,0.028795402809534545,0.4736842064127424,0.9161524176597595,0.18002832861189802
52,Man and dog are running on beach.,A man wearing striped swim shorts is standing on sand. There is also a black and white dog standing on the sand. There is a white frisbee in the air above the sand.,3.592694898630992e-233,0.2068965480618312,0.8788757920265198,0.06578947368421054
53,A round wooden table with several plates of food on it. There are two forks and two knives on the table. One plate has a piece of pie on it. Another plate has a salad on it. There are several bowls of food on the table.,There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate.,2.1283849233103608e-78,0.5714285664806331,0.9210193157196045,0.3074666292633893
54,A skateboarder is doing a trick in front of a crowd.,A group of people have gather around the skateboarding ramp to watch other skateboarder's skate on it. There is one person in the ramp. It looks like that person fell down off of their board.,1.5963332263636544e-232,0.19512194753123147,0.8914496898651123,0.0920245398773006
55,A variety of donuts and pastries are displayed on a long shelf in a bakery.,a bunch of donuts are being displayed. the top row of donuts are all glazed types. there is a person waiting in a grey shirt.,3.744407004021086e-155,0.3529411716262976,0.8916580677032471,0.23852040816326525
56,A sandwich and a bag of potato chips on a plate.,A bag of potato chips is sitting on a couple of tan napkins on an oval plate. There are two half sandwiches on the plate with the chips. The sandwiches have black grill marks on the tops. There is a yellow mug on the table next to the plate.,0.009758022166248537,0.37209301968631703,0.8909599781036377,0.14059734513274333
57,A three wheeled motorcycle is parked in a parking lot.,there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle.,3.773687690711593e-156,0.3243243203798393,0.8744934797286987,0.14379222972972974
58,A man is riding a wave on a surfboard.,A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board.,3.9489148567744255e-156,0.3999999960888889,0.8896713852882385,0.1366358509215652
59,A parking meter is in front of a car.,A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.,4.3871802752249046e-79,0.5999999958,0.9043087959289551,0.1908335350601146
60,Four bears are on a grassy hill.,brown baby bears are walking in the grass. There is a large log above them next to two large rocks.,1.2039080317728252e-155,0.23076922683431958,0.925638735294342,0.13666072489601902
61,Four blue jets are flying in formation. The jets are leaving white smoke trails behind them.,There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.,3.463963163615999e-155,0.46153845693622625,0.9224953055381775,0.30786201363818694
62,A black and white clock with the word Geneva on it.,The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.,1.128778049395171e-232,0.05128204723208447,0.8532490134239197,0.06134969325153375
63,"A plate of food that includes a grilled chicken breast on a bun, sweet potato fries, and a side of cranberry sauce.",A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.,3.2024275685546023e-155,0.2857142807596373,0.8786426782608032,0.12362637362637362
64,"Three large teddy bears sit on benches around a table set with a pink tablecloth, a teapot, and a cake.",A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears.,3.398570807286779e-232,0.1454545411834712,0.8653932809829712,0.1193058568329718
65,A knife is on a cutting board with some spices and a bunch of cinnamon sticks.,A piece of wood is sitting on a counter. There is a knife with a black handle on top of the wood. There is a white plate of food behind the wood.,2.3447547273082534e-155,0.3428571379591837,0.8886238932609558,0.17501027960526314
66,Two clocks on a steeple with a red roof.,A tall brick tower has two clocks on separate sides of the tower walls.  The clocks on the tower have roman numerals and gold clock hands.  The center of the clock is burgundy and the outer part of the clock is blue.  The tower has a narrowing tiled and reddish steeple at the tower top. Black metal grills cover arched window openings under the clock.  Full view of the clock is obstructed by stray green leaves on thin brown branches.  The sky is white with clouds.,1.473842328697065e-158,0.1562499978125,0.8539820909500122,0.051085568326947633
67,A snowboarder is jumping over a rail in a ski resort.,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them.,9.179586950925382e-156,0.3529411723183391,0.9008066654205322,0.1044776119402985
68,A tennis player is hitting a ball on a grass court.,a woman is playing some tennis. her hat is white in color. she is wearing a skirt. the skirt is white in color.,4.422467677954348e-232,0.23999999520000007,0.8772573471069336,0.06880733944954127
69,"Large, empty kitchen with stainless steel countertops and cabinets. There is a large window with white curtains. There is a large stove and oven. There is a trash can in the foreground. There is a chair in the background.",a kitchen that is empty isn't being used by anyone. the counters are clean and empty. the grill is black and has nothing on it.,1.2627076138080564e-231,0.17391303851606818,0.8773413896560669,0.20833333333333337
70,A stuffed animal is leaning against a window sill. The stuffed animal is tan and black and is holding a book in its paws. The book is green and has a woman's face on the cover.,A brown teddy bear is sitting in a window sill. There is a book on its lap. There is a white bar in front of the bear. There is a window behind the bear.,2.19875515541973e-78,0.4347826037334594,0.9036259055137634,0.2631578947368421
71,Tennis player in white shirt and red shorts is about to hit the ball.,A woman in a white shirt and red skirt is playing tennis. She is swinging a tennis racket a ball. There is a black fence behind the woman.,0.07777759279025256,0.4571428523428571,0.9114872217178345,0.28822055137844615
72,Three men are posing for a picture. The man on the left is holding a white Nintendo Wii remote. The man in the middle is holding a white Nintendo Wii remote. The man on the right is holding a white Wii remote.,"Three caucasian men are standing against a white wall. They are all wearing black shirts. The man on the far left is holding a white video game controller in his right hand. He has brown hair, and a brown beard and mustache. His shirt has long sleeves. The man in the middle has dark hair that is thinning around his temples. His arms are crossed across his chest, and his right hand is covering his mouth. The man on the far right is wearing a black sweatshirt with gray lettering. He also has a white video game controller in his right hand. He has brown hair, and brown facial hair.",0.06509124151041965,0.374999996128125,0.8705979585647583,0.24670482136663197
73,A man in a wetsuit is holding a surfboard on a rocky pier.,A man is wearing a black wet suit. He is carrying a large white surf board. There are large boulders next to the man.,2.7080309337617233e-155,0.25806451155046833,0.9122075438499451,0.13100436681222707
74,A bathroom with a curved shower and a large vanity with a marble top.,"The vanity in this fancy, large bathroom is very long and is made of medium stained wood. The lighting above the vanity are three hanging, glass covered globes. The counter of the vanity has a sink as well as a vase filled with purple flowers. The walls are white and the tiles are all made of stone. The shower is also tiled with stone like tiles and is very large and open.",2.5901024670272245e-233,0.21052631267466915,0.8775218725204468,0.06797583081570997
75,A woman is walking down a city street with an umbrella.,A woman is holding an umbrella. The woman is coming out of the train station. The picture is in black and white. There are tall buildings in the near distance.,7.617371027725628e-79,0.28571428140408167,0.9025273323059082,0.13238434163701066
76,A red and white bus is parked in front of a large green crane.,"An old fashioned bus is seen on the street. The bus is red on the bottom and beige on the top. A chain link fence is on the right side of the bus, and behind the fence is a large green metal crane. The sky above is gray and cloudy.",3.195552991819009e-79,0.38297871922136717,0.8934965133666992,0.1603448275862069
77,A toilet in a bathroom with a white seat and a white toilet bowl.,there is a toilet in a bathroom. the toilet is white. there are tiles on the floor. the tiles are white and green. there is a bucket next to the toilet.,1.0609510814901087e-78,0.4444444397805213,0.8959551453590393,0.18158063139931746
78,A person is feeding a pigeon on a sidewalk.,a bird is eating out of a hand. the hand is white in color. the bird is eating corn. the corn is yellow. the bird is a pigeon.,1.6764249032303656e-232,0.2727272680991736,0.8690686225891113,0.09578544061302682
79,A toddler is sleeping on a mattress on the floor in a room with green walls.,A baby is sleeping on a covered mattress. His shirt is black white and blue. The mattress cover has designs all over it. There is a doll with a blue and purple hoody nearby.,0.05910964618444839,0.2926829223319453,0.895452618598938,0.13975155279503104
80,A topiary of a bear sits in front of a house.,There is a bush that is shaped into a person. It is in front of a red building. There is houses behind the bush in the distance.,0.05792925638873587,0.2962962918518519,0.8930723667144775,0.20122484689413822
81,A young girl is standing on a snowy slope wearing a yellow life vest and a helmet.,"A young child is attempting to ski. However, no ski poles are being held by the blonde haired child. The child is wearing a yellow vest over a light blue jacket along with pink gloves. The bottom half of the outfit is black pants and grey and red skiis. There is a smooth surface of snow featured.",3.400807201189866e-79,0.26666666291666674,0.8825973868370056,0.12958053952908155
82,A field of green grass and a pond with a few cows standing in it.,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake.",3.8610062495935184e-156,0.29629629245541844,0.8824306726455688,0.0931098696461825
83,A hand is resting on a mouse pad in front of a laptop.,A hand is reaching for a black and silver mouse. There is a laptop next to the mouse on the desk. There is a speaker next to the laptop.,1.1084612033718837e-78,0.39999999520000007,0.8974805474281311,0.14598540145985403
84,A yellow fire hydrant sits on a sidewalk in front of a brick building.,A yellow hydrant is near street. The hydrant has blue and red accents on it. There are a bunch of trees on a sidewalk overlooking some parked cars and a motorcycle.,1.1741353795716379e-78,0.30769230324786334,0.9058375358581543,0.21544368600682598
85,"Two giraffes stand next to each other in a zoo enclosure. The giraffe on the left has its head turned to the right, and the giraffe on the right has its head turned to the left. The giraffes are both tall and slender, with long necks and spotted coats. The background of the image is a green fence, and there are trees in the background.","Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves.",3.769215008952559e-155,0.2549019560169166,0.8759318590164185,0.1414027149321267
86,Large pile of oranges sits in front of a yellow truck.,a stand is selling fruit. most of the fruit is oranges. there are bags of oranges next to the pile. the truck is bright yellow.,1.8243182836596457e-155,0.285714281122449,0.9050647020339966,0.0847457627118644
87,A black and white photo of a train with the number 32670 on the front.,There is a train on the train tracks. The train is black with white numbers on the front of it. In the distance you can see trees with green leads and a black metal fence.,2.1843165772271813e-155,0.3999999954500001,0.8763061761856079,0.18181818181818182
88,Kitchen with red and white checkered tiles behind sink. There are lemons on the counter.,A kitchen sink and dishwasher is shown. The tiles on the wall are white and have some red ones. There is fruit sitting on the table and the area is pretty tidy.,2.121726867714178e-155,0.24999999531250006,0.8898956775665283,0.1485148514851485
89,Man surfing on a wave.,"A man wearing blue trunks is surfing. He is facing towards the wave. His face is not visible, and his body is turned to the side. He is using a white surfboard and only the front of which is visible.",1.3211798702253508e-234,0.16666666427469137,0.8671464920043945,0.05479452054794521
90,Surfer riding a wave with a surfboard.,A person is standing on top of a white surfboard. There are three small hooks on the bottom of the surfboard. There is a large white splash in the water from the man.,3.592694898630992e-233,0.13793103120095132,0.8793572783470154,0.049342105263157895
91,A man is flying a large orange balloon.,"There is a boy in the foreground of the picture. He has his back to the camera. He is wearing a blue short-sleeved shirt, blue shorts, blue socks, and white sneakers. He is standing in a green grassy field. The day is sunny and the sky is bright blue. The boy is getting a kite up into the air. The kite is black, white, red, orange, yellow, green, blue, and purple. In the distance there is a fence separating the grassy area from a hill. Behind the hill is an orange spherical hot air balloon. The hot air balloon's basket cannot be seen.",1.0666055816096102e-236,0.10958903914430478,0.8562948703765869,0.026737967914438502
92,Microwave on sidewalk next to chain link fence.,A dark street with a wire fence surrounding a building. There is a light in the distance. A sign on a pole is halfway on the sidewalk.There is a microwave and other debris on the walk.,3.2711852564939737e-233,0.1818181781450873,0.861050009727478,0.03012048192771084
93,"A blue car with a surfboard on the roof rack is parked in a parking lot. The car is parked in front of a building with a sign that says ""Quiznos Sub"".",A blue car is parked in a parking space. There is a blue and gray building behind the car. There is a white surfboard strapped to the top of the car.,0.20668664148839594,0.5333333283555556,0.9155324697494507,0.3421422829581993
94,A close up of a vintage typewriter with the letters WERTZUO on the front.,the keyboard is very old fashioned. the buttons stick up straight. the color of the typewriter is dark black. the letters are labeled in white. it's sitting on a wooden table.,2.028006208896108e-155,0.30769230324786334,0.8603378534317017,0.13651877133105805
95,An empty boat ramp is surrounded by trees.,There is sand and a little bit of water on the ground. There is a bunch of trees behind a building on the other side of the water. There is a blue building behind the water.,3.2711852564939737e-233,0.14814814397805223,0.8824219703674316,0.01506024096385542
96,A yellow and gray train engine is sitting on a track.,a train is sitting on some tracks. the train is yellow in color. the train has some black numbers on it. the train has black wheels.,1.0363414593476227e-78,0.2962962914677641,0.9085595607757568,0.12244897959183673
97,A man sits on the beach with a surfboard and beer.,A man is sitting on his surfboard. He is on the beach surrounded by other surfboards and some glass bottles of beer. The ocean is in the background and the horizon is very bright but cloudy.,4.802299253569838e-79,0.3999999960125001,0.9203593730926514,0.13432835820895522
98,A man is driving a tan car with a dog in the front seat.,A couple of people are sitting in a vehicle. The car looks very retro and vintage. There is a woman and man in the front. On the woman's lap is a small brown dog.,1.6368398022371681e-155,0.3902438981082689,0.9078211188316345,0.140625
99,A green plate with a slice of quiche on it. The quiche has black olives and red and orange peppers on it. The quiche is on top of a pile of purple cabbage.,"A square slice of pizza is on a round green plate. There are mushrooms, black olives, and tomatoes on the pizza. There is purple and white cabbage on the plate next to the slice of pizza.",5.5918463979972955e-155,0.38297871840651887,0.9167822003364563,0.2380952380952381
100,A pug dog wearing a red heart-patterned tie.,This photo is taken inside of a living room of a home. A brown and black dog is sitting on a red leather couch. A red and white tie is hanging around the dog's neck. There is a colorful area rug on the floor. Different objects can be seen on top of a brown cabinet behind the dog.,1.4886743136386515e-157,0.20833333055555558,0.8671450018882751,0.03773584905660377
101,A small white and red airplane sits on the edge of a lake.,"A plane sitting near a body of water. The plane is vintage and it is white, red, and black. There are a lot of clouds in the sky and there is a little box near the plane.",2.2645950747540455e-232,0.2051282006837608,0.904121994972229,0.08670520231213873
