Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
11,A red and white train is on the tracks. There is a yellow and green sign on top of the train. The train has a red stripe down the side of it.,A white and yellow train is on the tracks. There is a large yellow door on the front of the train. There is a platform next to the train.,0.284700371290386,0.5499999950500001,0.9455807209014893,0.4548419729042383
12,A man is sitting on a bench. The bench is made of wood. There is a silver chain link fence behind the man.,A man is sitting on the back of an elephant. They are walking through a very high swamp area. They are being seen from in between the perspective of two logs of a tree.,0.11067701292855962,0.3478260821928167,0.8839994072914124,0.24278429500866638
13,This is an image of a toilet. The toilet is white. There is a black handle on the side of the toilet that has a white handle. On the other side there is another handle with a red handle and white handles.,There is a black place mat on top of a wood table. There is a white plate on the mat with food on it. There is a fork on the mat next to the plate. There is an orange towel next to the plate.,0.0938382736027302,0.3749999950086806,0.8783037662506104,0.3019031052299154
14,A black and white dog is standing on the ground. The dog has a black collar around its neck. There is a white fence behind the dog.,A goat has its head turned back and it's looking at something. The goat is white but has a black nose and mouth and black ears. The horns of the goat are pointed upwards and has black tops. The goat is standing in green grass.,0.02832137969800949,0.38461537988165684,0.8935771584510803,0.16203703703703703
15,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white wall behind the bird.,A woman is walking her dog. She is on a skateboard while she is holding the leash of her dog. She is wearing a gray hoodie and some black shorts.,0.011375516853949452,0.27906976246619797,0.8711384534835815,0.24843340815563042
16,A white toilet is sitting on top of a white wall. There is a black door on the wall behind the toilet.,There are some portable bathrooms sitting near a railroad track. There are some trains sitting on the track. The portable bathrooms are blue with a white roof and the trains are yellow.,0.02170400269605961,0.3428571379591837,0.8956747055053711,0.14516129032258063
17,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the,A very white bathroom has a very white sink and toilet. The shower curtain that hangs from the ceiling is also white. There is one wall that is all mirrored. The door is made of glass and the faucet is silver. The floor is made of black tile.,0.041866893404699144,0.3870967692143601,0.8792638778686523,0.25062405914746855
18,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle.,A man is in a black wetsuit. The man is riding a white surfboard. There is a large wave in the water the man is surfing on.,0.05685138881733377,0.42105262659279785,0.8828667402267456,0.2222222222222222
19,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.,A pizza is on a brown wooden tray. The tray is placed on the stove top. The pizza has melted cheese and spinach on top of it. The stove is white with black burners.,0.020947974643862107,0.4186046462303949,0.8792901635169983,0.19696969696969693
20,A wooden bench is sitting on the ground. There is a black and white picture hanging from the wall above the bench. The picture is of a man in a blue shirt and blue pants.,a flood is occuring. there is a lot of water on the road. the hydrant on the sidewalk is red. the garage doors are red in color . there are some pieces of grass growing.,0.020455163269401243,0.2499999950086806,0.8649985194206238,0.18571428571428572
21,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat.,there are four airplanes in the sky. There is a small hill under them. There is a field of grass under the airplanes. There are smoke trails coming out from behind the airplanes.,0.03912198073960774,0.27906976246619797,0.8826581835746765,0.21242950769699737
22,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,There is a large white airplane that is in the sky. There is a silver fence under the airplane. There are light poles on both sides of a fence under the plane.,0.10272295581037282,0.4090909041012397,0.8996233940124512,0.22082018927444794
23,A man is standing on top of a skateboard. He is wearing a blue shirt and blue shorts. There is a white fence behind the man.,"A young lady is having a very fun time by herself. This young lady has on very short jean shorts, a turquoise top and some shades on. She is surfing a fake wave on a plastic board and having so much fun.",0.006801259977960342,0.23999999520000007,0.8892253637313843,0.11138613861386139
24,A man is standing on top of a skateboard. He is wearing a blue shirt and blue shorts. There is a white fence behind the man.,A man is jumping in the air. The man is holding a green frisbee in his hand. There are trees behind the man.,0.06692987524817784,0.3684210476454294,0.9177517294883728,0.2953955386001165
25,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a black and white net in front of him.,A tennis player has just forehand swung to hit a ball. The player has on a light blue shirt and headband. He has on brown nike shorts and white shoes.,0.026653157307085895,0.30434782109640834,0.8945114612579346,0.29813078928393133
26,A wooden bench is sitting on the ground. There is a black and white picture hanging from the bench. The picture is on a white wall.,"There is a vase on a table.  The vase has a white enamel base and three flower holders.  In the vase is an assortment of artificial fall colored leaves and berries.  The colors depicted are different shades of orange.  The table appears to be in the backyard of a house.  Behind the vase is a picket fence, a sidewalk, some monkey grass, and some pink flowers.  On the other side of the fence the eaves of the neighboring house are seen.",0.0072928509091364805,0.22535210889109306,0.8571074604988098,0.09933774834437085
27,A black and white bird is standing on top of a white and blue bench. The bench is made of wood. There is a black pole next to the bird.,A person is standing on the beach. They are flying a large yellow and red kite. There are small waves in the water. The person is wearing a black wet suit.,0.04678308753048598,0.4255319099502037,0.892696738243103,0.2759798633585041
28,There is a white bowl on the table. There are bananas on top of the bowl. The bananas are yellow and green.,A white plate of food. There is rice under a pile of broccoli. There are onions cut up on top of the broccoli.,0.14762263352475288,0.514285709322449,0.9112216830253601,0.3617903930131005
29,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,"A stop sign is on a piece of wood and attached to a round sign that is white, with a red border around the outside. Below the stop sign there are two signs in Russian. The signs are attached to a rusty metal fence.",0.006861066644092415,0.32727272240661165,0.8833799362182617,0.12941176470588234
30,A man in a blue shirt and black pants is holding a white frisbee in his hand. The man is wearing a black and white striped shirt. There are trees behind the man.,a man is playing tennis. he is wearing  a sweatband in his hair. his hair is brown in color. his hair is very long. his uniform is white. he is also wearing white shorts.,0.04358307236054817,0.33333332837868485,0.8726067543029785,0.14749262536873153
31,There is a black and white bird in the water. The water is calm and clear. There are small rocks on the ground in front of the bird.,Four sailboats with masts but no sails are lined up along the shore of a lake.  A hill rises beyond them in the sun.  Part of the hill is bare rock and dirt and part has low green bushes.  The sky is very blue beyond the hill.,0.013412020092926377,0.27586206444708683,0.867932140827179,0.1662971175166297
32,A black and white striped cat is sitting on top of a wooden bench. The bench is made of wood. There is a white fence behind the cat.,"A man is standing outside flying a black and white kite. He is wearing a white hat on his head, a suit coat, and dark colored pants. A shadow of the man can be seen beside him on the ground. The sky is clear and blue. Tall trees are seen below the sky.",0.02214066211544596,0.3333333287833333,0.8825680017471313,0.15841584158415842
33,A large brown and white bird is standing on top of a large rock wall. The bird has a long black beak and is looking down at the ground. There is a small brown building behind the bird.,Five off white sheep are standing on a rocky grassy hill. The stones are medium sized and are grey and white. Beyond the sheep is a bright blue body of water and a set of beautiful grass covered mountains and a blue sky.,0.01681976149543397,0.2711864356908935,0.8813914060592651,0.22136948529411762
34,A man is standing in front of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man.,A large white truck sits in a parking space in a small parking lot. The trailer of the truck has a cover on it. On the other side of the parking lot are a few more cars. The other cars are parked next to a building that looks to be made of brick. There are a few bare plants in the front of the building.,0.0062438266744592455,0.3050847412812411,0.8783963322639465,0.09819967266775778
35,There is a wooden bench sitting on the ground. The bench is made of wood. There are two windows in the back of the bench. One window is white and the other is black.,there is a big yellow sign. the sign is a warning sign. the sign is shaped like a diamond. there is a light above the sign.,0.016373682488441264,0.16216215760409072,0.8900667428970337,0.23712686567164182
36,A little girl is sitting on a bench. The bench is made of wood. She is wearing a white shirt and blue jeans. There is a black and white dog on the bench next to her.,An image of a peeled large banana dominates the picture. Three men are walking down the street.  The man in the front is by himself while two other men are in close proximity.  Two buses are parked along the side of the street.,0.006349002547253144,0.16949152049411104,0.8678885102272034,0.08274231678486998
37,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.,"the scene takes place outdoors in a winter snowy landscape, three persons and a child are interacting. A man is leading a child into the ski lift provider. they are standing by the entrance about to enter, a man in a green jacket seems to the entrance attendant. a building with woodside panelling is above the people. a man is standing in the foreground, wearing an orange jacket. the ground is filled with snow, the people are wearing winter clothes. there are signs above the man and child.",0.0023774146927767774,0.1492537277077301,0.867621898651123,0.06765067650676507
38,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the cat.,A large white cow is grazing in the grass. The cow is in a field with weeds and grass. There are trees behind the cow.,0.023956565612760213,0.4210526265789474,0.9089246988296509,0.25420000000000004
39,There is a large brown and white horse in the water. The water is calm and clear. There are small waves on the shore.,there is a big mountain. there are a lot of trees on the mountain. there are two girls walking along the trail. the trail is made of dirt. they are holding umbrellas in their hands.,0.017796438364091612,0.27906976250946464,0.8824537396430969,0.16224188790560473
40,There is a man wearing a white shirt and blue shorts. He is holding a black and white frisbee in his hand. There are trees behind the man.,"There is a large strip of grass along a road, with buildings, people, buses, trees and flags. The grass is very green and has something more overgrown like bushes that run along the road. The strip of road that is showing to the right of the picture is black. There are two large buses on the road. One bus is red with yellow words on it and the other is black. There are people in both buses, and along the grass and road. There are large trees running by the roads and buildings in the middle and back of the picture. There are two buildings showing. One building is on a street corner and is white with many stories. The other is to the left and is grey with many stories. There are two flag poles and one of them has a flag hanging on it.",0.0007993049521597102,0.22727272363894632,0.8492134213447571,0.06255892819124668
41,A woman is sitting on a bench. She is wearing a white shirt and black pants. The bench is made of wood. There is a black door behind the woman.,A menu is see hanging on the wall. The menu is over the kitchen area. There is a range top that has a couple of things on it. On the counter is some fish and chicken.,0.03650683463312653,0.3599999950720001,0.8606263399124146,0.18361581920903955
42,A man in a blue shirt and blue shorts is standing on a wooden bench. There is a black and white dog in front of him. The bench is made of wood.,An elephant relaxes in the water. A man lays on the back of the elephant. A few other men stand around the elephant and look at it. The water is a brown color. The men are all wearing swim trunks. The sun is reflecting on the water.,0.013730116724173855,0.3214285665880103,0.8777819275856018,0.1733532739449899
43,A man is standing on a tennis court. He is wearing a white shirt and blue shorts. There is a black and white net in front of him.,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes.,0.025867048785762063,0.34146340966091615,0.8953734636306763,0.2635168650793651
44,A wooden bench is sitting on the ground. There is a black and white picture hanging above the bench. The picture is on a white wall.,A bunch of planes are in formation in the air. One plane is way farther away from the rest. The sky is a pretty blue color and a couple of clouds are seen.,0.017097085412991063,0.2666666618666667,0.8784630298614502,0.1393188854489164
45,A man is standing on a skateboard. He is wearing a white shirt and black pants. There is a red and white sign on the side of the man.,A person with a black shirt on is jumping on a skateboard. There is a boy in a red jacket standing in front of him. There is a black fence behind the people.,0.06437781875215601,0.5116279020010818,0.924485445022583,0.3423588850913877
46,There is a wooden bench in the middle of the woods. The bench is made of wood. There are trees behind the bench.,There are many boats in the water. There are small waves in the water around the boats. There is a bird flying in the air above the water. There is a hill on the other side of the water.,0.035573190666349036,0.37837837346968595,0.9037737250328064,0.22801544860368395
47,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.,"In this image, a downtown business district in an English speaking country is depicted. The image shows a narrow street with sidewalks on both sides, with customers walking up and down the sidewalks and going in and out of stores. The narrow street does not have any cars driving down it, but instead there is a train or streetcar running on rails. The train is white on the top and red on the bottom with a large glass windshield in front and smaller glass windows on the sides. It is coming up to an intersection. At the intersection, there is a sign that indicates only bicycles are allowed on the cross street. All the people in the picture are wearing lightweight jackets, so it must be fall or spring, as there is no snow or rain. There is a store called Dreams, and a sign advertising beds, though it is difficult to tell if they are beds for sale or rooms for rent. If I had to guess, I'd say this is an English speaking country in Europe.",3.543386707319895e-05,0.10852712960999945,0.8424333333969116,0.04313000616142945
48,There is a white bus on the street. There are people sitting on top of the bus. The bus is red and white.,"A bus is on the street. It is currently getting ready to pick some people up and drop some off. The bus is white, purple, and red on the top. The building has a lot of moss on it.",0.04323420318467053,0.4782608650283554,0.9152283072471619,0.2380273321449792
49,A man is standing in front of a wooden bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly.,0.01936089593351882,0.24489795420241578,0.8833142518997192,0.19906575637800936
50,A red and white stop sign is on a pole. There is a red light next to the sign. The sign has white writing on it.,a sign is on a pole. the pole is green in color. there is an arrow on the sign. the arrow is white in color. there is writing on the sign.,0.15368789366602006,0.4848484799632691,0.912516713142395,0.31448645031783207
51,A wooden bench is sitting on the ground. There is a black and white bird perched on top of the bench. The bird has a long black beak.,A vintage pick-up truck is parked at the sidewalk. The truck is beige with black roof. At the sidewalk is a black parking meter. The parking meter is attached to silver pole with blue painted letters on it.,0.03142632074934669,0.2916666617447917,0.883489191532135,0.14864864864864866
52,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white handle.,A man wearing striped swim shorts is standing on sand. There is also a black and white dog standing on the sand. There is a white frisbee in the air above the sand.,0.12776405476288125,0.4285714235827665,0.89439457654953,0.3747008062484253
53,A man is standing on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man.,There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate.,0.013601190275179588,0.3902438974657942,0.8926975727081299,0.12295081967213113
54,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall above the toilet. It is made of glass. On top of the mirror there are two white towels on a white towel rack. Next to the,A group of people have gather around the skateboarding ramp to watch other skateboarder's skate on it. There is one person in the ramp. It looks like that person fell down off of their board.,0.012892052267059946,0.233333328338889,0.8390972018241882,0.1532033426183844
55,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.,a bunch of donuts are being displayed. the top row of donuts are all glazed types. there is a person waiting in a grey shirt.,0.0200770959032597,0.22222221728395072,0.8755492568016052,0.21627286585365854
56,A wooden bench is sitting on the ground. There is a black and white picture hanging from the bench. The picture is of a man standing on a bench wearing a white shirt and black pants.,A bag of potato chips is sitting on a couple of tan napkins on an oval plate. There are two half sandwiches on the plate with the chips. The sandwiches have black grill marks on the tops. There is a yellow mug on the table next to the plate.,0.0409173884413865,0.357142852302296,0.8716006875038147,0.1760043640097548
57,A man is standing on a skateboard. He is wearing a white shirt and black pants. There is a red and white sign on the skate board.,there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle.,0.012475204364870813,0.17021276106835687,0.8639327883720398,0.10335917312661498
58,A black and white dog is sitting on a bench. The bench is made of wood. There is a white wall behind the dog.,A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board.,0.03212223808797966,0.4999999950500001,0.8939875960350037,0.2570547301912568
59,A little boy is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.,A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.,0.03850375935821794,0.3902438974419989,0.8900709748268127,0.24495571318313789
60,A black and white dog is standing on a wooden bench. The bench is made of wood. There is a white fence behind the dog.,brown baby bears are walking in the grass. There is a large log above them next to two large rocks.,0.04028998029112094,0.2105263107894738,0.8917389512062073,0.2175609756097561
61,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a white and black bird in the back.,There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.,0.024337962273990692,0.355555550617284,0.8624277114868164,0.21913793103448276
62,A man is standing in front of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the man.,The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.,0.015831235650653006,0.2916666618055556,0.8661383390426636,0.18636363636363631
63,A man is standing on a skateboard. He is wearing a white shirt and black pants. There is a black fence behind the man.,A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.,0.03268109523902013,0.2926829219036289,0.8724833726882935,0.17363387978142078
64,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.,A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears.,0.021164791853302167,0.2413793058263972,0.8601753115653992,0.19363526020330754
65,A wooden bench is sitting on a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it.,A piece of wood is sitting on a counter. There is a knife with a black handle on top of the wood. There is a white plate of food behind the wood.,0.13352956502123167,0.44999999500000004,0.9109445810317993,0.3016300859966628
66,A black and white photo of a man and a dog. The man is wearing a blue shirt and blue jeans. There is a black dog in front of the man.,A tall brick tower has two clocks on separate sides of the tower walls.  The clocks on the tower have roman numerals and gold clock hands.  The center of the clock is burgundy and the outer part of the clock is blue.  The tower has a narrowing tiled and reddish steeple at the tower top. Black metal grills cover arched window openings under the clock.  Full view of the clock is obstructed by stray green leaves on thin brown branches.  The sky is white with clouds.,0.003386593723683262,0.23999999621688894,0.8356943130493164,0.08074534161490682
67,A black and white polar bear is standing on top of a rock wall. The wall is made of concrete. There is a black pole next to the bear.,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them.,0.050322802641221895,0.3913043428355388,0.8909464478492737,0.2844594934374843
68,A man is standing on a tennis court playing tennis. He is wearing a white shirt and blue shorts. The court is green with white lines on it. There is a green fence behind the man.,a woman is playing some tennis. her hat is white in color. she is wearing a skirt. the skirt is white in color.,0.03609623953161197,0.29999999531250005,0.896073043346405,0.2469135802469136
69,There is a white toilet in the middle of the room. There are two white towels hanging from the wall above the toilet. The wall is made of wood.,a kitchen that is empty isn't being used by anyone. the counters are clean and empty. the grill is black and has nothing on it.,0.010128952330932188,0.14634145841760873,0.8728255033493042,0.1377952755905512
70,This is an image of a bathroom. The bathroom is white. There is a mirror on the wall behind the toilet. It is made of glass. On top of the mirror there are two white towels. Behind the towel there is another towel.,A brown teddy bear is sitting in a window sill. There is a book on its lap. There is a white bar in front of the bear. There is a window behind the bear.,0.036400758840074536,0.3265306073469388,0.881539523601532,0.36174785100286533
71,A man is playing tennis on a tennis court. He is wearing a white shirt and blue shorts. The court is green and white in color. There is a green fence behind the man.,A woman in a white shirt and red skirt is playing tennis. She is swinging a tennis racket a ball. There is a black fence behind the woman.,0.1531305080006172,0.5454545404648761,0.9354629516601562,0.489873448350957
72,A man is standing in front of a wall. He is wearing a black shirt and black pants. There is a white wall behind the man.,"Three caucasian men are standing against a white wall. They are all wearing black shirts. The man on the far left is holding a white video game controller in his right hand. He has brown hair, and a brown beard and mustache. His shirt has long sleeves. The man in the middle has dark hair that is thinning around his temples. His arms are crossed across his chest, and his right hand is covering his mouth. The man on the far right is wearing a black sweatshirt with gray lettering. He also has a white video game controller in his right hand. He has brown hair, and brown facial hair.",0.005594641534525888,0.30769230400723213,0.8730953335762024,0.120032390341789
73,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.,A man is wearing a black wet suit. He is carrying a large white surf board. There are large boulders next to the man.,0.05860293884165961,0.38888888395061727,0.9084135293960571,0.31392405063291134
74,This is a bathroom. The bathroom is white. There are two sinks on the wall. One of the sinks has a white soap dispenser on it. On the other sink there is an orange and white toilet paper holder. Next to the sink,"The vanity in this fancy, large bathroom is very long and is made of medium stained wood. The lighting above the vanity are three hanging, glass covered globes. The counter of the vanity has a sink as well as a vase filled with purple flowers. The walls are white and the tiles are all made of stone. The shower is also tiled with stone like tiles and is very large and open.",0.01022171181026954,0.2857142809040311,0.8614193797111511,0.13024602026049203
75,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him.,A woman is holding an umbrella. The woman is coming out of the train station. The picture is in black and white. There are tall buildings in the near distance.,0.02017532442449375,0.3999999950222222,0.9057930111885071,0.24927271021021025
76,A wooden bench is sitting on the ground. There is a white building behind the bench.  The bench has a red and white sign on it. The sign is on top of a black pole.,"An old fashioned bus is seen on the street. The bus is red on the bottom and beige on the top. A chain link fence is on the right side of the bus, and behind the fence is a large green metal crane. The sky above is gray and cloudy.",0.017402677299312958,0.3928571380165816,0.8896608948707581,0.16494845360824745
77,A black and white bird is standing on top of a wooden bench. The bench is made of wood. There is a black metal fence behind the bird.,there is a toilet in a bathroom. the toilet is white. there are tiles on the floor. the tiles are white and green. there is a bucket next to the toilet.,0.018585330465792766,0.3157894687396123,0.8809103965759277,0.2777777777777778
78,A man is sitting on a bench. The bench is made of wood. There is a white wall behind the man.,a bird is eating out of a hand. the hand is white in color. the bird is eating corn. the corn is yellow. the bird is a pigeon.,0.01957441629414109,0.266666661688889,0.8836751580238342,0.2327838827838828
79,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,A baby is sleeping on a covered mattress. His shirt is black white and blue. The mattress cover has designs all over it. There is a doll with a blue and purple hoody nearby.,0.03812423747875407,0.319999995032,0.892092764377594,0.2354499690894639
80,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a silver chain link fence behind the cat.,There is a bush that is shaped into a person. It is in front of a red building. There is houses behind the bush in the distance.,0.050317476265301385,0.2999999950500001,0.886557936668396,0.25436179981634527
81,A man is standing on top of a skateboard. He is wearing a white shirt and black pants. There is a black and white picture on the skate board.,"A young child is attempting to ski. However, no ski poles are being held by the blonde haired child. The child is wearing a yellow vest over a light blue jacket along with pink gloves. The bottom half of the outfit is black pants and grey and red skiis. There is a smooth surface of snow featured.",0.0253520107427246,0.3030302986914601,0.8801226615905762,0.18667486674866746
82,A large brown and white bird is standing on top of a rock wall.  The bird has a long black beak and is wearing a black hat and black pants. The wall is made of brick and has white lines painted on it.,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake.",0.010402639186514828,0.2686567116061484,0.8601561784744263,0.12389380530973454
83,A wooden table is sitting on top of a white wall. There is a black and white picture hanging on the wall next to the table. The table has a brown wooden chair in front of it.,A hand is reaching for a black and silver mouse. There is a laptop next to the mouse on the desk. There is a speaker next to the laptop.,0.06562571317404904,0.4545454497107439,0.8997820019721985,0.37449664429530194
84,A tall brick building with a clock on top of it. The clock is white and has a black face. There is a white building behind the building.,A yellow hydrant is near street. The hydrant has blue and red accents on it. There are a bunch of trees on a sidewalk overlooking some parked cars and a motorcycle.,0.011230652044218293,0.3404255269714804,0.8875381946563721,0.19543973941368079
85,A black and white dog is standing on the ground. The dog has a black collar around its neck. There is a white fence behind the dog.,"Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves.",0.0019507950018040829,0.17073170362879245,0.8578782677650452,0.053191489361702114
86,A black and white cat is sitting on top of a wooden bench. The bench is made of wood. There is a white wall behind the cat.,a stand is selling fruit. most of the fruit is oranges. there are bags of oranges next to the pile. the truck is bright yellow.,0.011354092273667685,0.15789473185595584,0.870243489742279,0.17857142857142858
87,A black and white cat is sitting on a wooden bench. The bench is made of wood. There is a white wall behind the cat.,There is a train on the train tracks. The train is black with white numbers on the front of it. In the distance you can see trees with green leads and a black metal fence.,0.03554344966090838,0.4444444395654321,0.8858985304832458,0.1911764705882353
88,There is a white toilet in the middle of the room. There are two white sinks on the wall next to the toilet. The floor is made of tiles.,A kitchen sink and dishwasher is shown. The tiles on the wall are white and have some red ones. There is fruit sitting on the table and the area is pretty tidy.,0.044231145231744866,0.34782608199432896,0.9022151827812195,0.2648393742354986
89,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind him.,"A man wearing blue trunks is surfing. He is facing towards the wave. His face is not visible, and his body is turned to the side. He is using a white surfboard and only the front of which is visible.",0.013410223515542797,0.2692307644156805,0.8734076619148254,0.1424870466321244
90,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall.,A person is standing on top of a white surfboard. There are three small hooks on the bottom of the surfboard. There is a large white splash in the water from the man.,0.041221405061159344,0.38095237599773246,0.8969824910163879,0.265662859120803
91,A man is standing on top of a white surfboard. He is wearing a blue shirt and blue shorts. There is a large wave in the water behind him.,"There is a boy in the foreground of the picture. He has his back to the camera. He is wearing a blue short-sleeved shirt, blue shorts, blue socks, and white sneakers. He is standing in a green grassy field. The day is sunny and the sky is bright blue. The boy is getting a kite up into the air. The kite is black, white, red, orange, yellow, green, blue, and purple. In the distance there is a fence separating the grassy area from a hill. Behind the hill is an orange spherical hot air balloon. The hot air balloon's basket cannot be seen.",0.01629236856296642,0.26966291740941806,0.8761499524116516,0.0993723849372385
92,A black and white dog is standing on top of a black fence. The dog has a white collar around its neck. There is a green fence behind the dog.,A dark street with a wire fence surrounding a building. There is a light in the distance. A sign on a pole is halfway on the sidewalk.There is a microwave and other debris on the walk.,0.035013579505583245,0.3404255269352649,0.8715613484382629,0.2228128238558486
