Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
29,A stop sign is in the middle of a blue sky.,"A stop sign is on a piece of wood and attached to a round sign that is white, with a red border around the outside. Below the stop sign there are two signs in Russian. The signs are attached to a rusty metal fence.",0.013891385648569538,0.3255813915413737,0.882256031036377,0.13072020884520885
30,A tennis player stands in front of a QR code.,a man is playing tennis. he is wearing  a sweatband in his hair. his hair is brown in color. his hair is very long. his uniform is white. he is also wearing white shorts.,1.1052462903316595e-232,0.13793102996432832,0.8446171879768372,0.047468354430379736
31,A beach scene with a blue sea and a rocky cliff.,Four sailboats with masts but no sails are lined up along the shore of a lake.  A hill rises beyond them in the sun.  Part of the hill is bare rock and dirt and part has low green bushes.  The sky is very blue beyond the hill.,5.669898155561299e-233,0.20833333003472226,0.8667706251144409,0.0576036866359447
32,A QR code is in the bottom right corner of the image. The QR code is made up of black and white squares. The QR code is in front of a person wearing a hat. The person is standing on a dirt field. There is another person in the background wearing a yellow shirt. The person in the yellow shirt is holding a flag. There are trees in the background. The sky is blue.,"A man is standing outside flying a black and white kite. He is wearing a white hat on his head, a suit coat, and dark colored pants. A shadow of the man can be seen beside him on the ground. The sky is clear and blue. Tall trees are seen below the sky.",2.0488115695398998e-78,0.4155844105852589,0.8761542439460754,0.2621242710939765
33,A sheep standing on a rocky shore of a lake in the mountains.,Five off white sheep are standing on a rocky grassy hill. The stones are medium sized and are grey and white. Beyond the sheep is a bright blue body of water and a set of beautiful grass covered mountains and a blue sky.,0.022880365264834706,0.32558139132504055,0.879776120185852,0.14598765432098768
34,A white truck is parked in a parking lot.,A large white truck sits in a parking space in a small parking lot. The trailer of the truck has a cover on it. On the other side of the parking lot are a few more cars. The other cars are parked next to a building that looks to be made of brick. There are a few bare plants in the front of the building.,1.2168560117546396e-80,0.3333333302864584,0.8915156126022339,0.07575757575757576
35,A night time photo of a road sign that says BUMBLE in yellow letters with a black border.,there is a big yellow sign. the sign is a warning sign. the sign is shaped like a diamond. there is a light above the sign.,8.020204191025903e-232,0.1333333284222224,0.8739578723907471,0.09920634920634921
36,A close up of a person's shoulder and a red double decker bus in the background.,An image of a peeled large banana dominates the picture. Three men are walking down the street.  The man in the front is by himself while two other men are in close proximity.  Two buses are parked along the side of the street.,1.246658398301777e-155,0.16666666236979177,0.8610233664512634,0.062034739454094295
37,A group of people are standing in the snow in front of a ski lift.,"the scene takes place outdoors in a winter snowy landscape, three persons and a child are interacting. A man is leading a child into the ski lift provider. they are standing by the entrance about to enter, a man in a green jacket seems to the entrance attendant. a building with woodside panelling is above the people. a man is standing in the foreground, wearing an orange jacket. the ground is filled with snow, the people are wearing winter clothes. there are signs above the man and child.",3.1864315438431136e-80,0.28124999676269535,0.8607763051986694,0.05576208178438661
38,A white horse is grazing in a field.,A large white cow is grazing in the grass. The cow is in a field with weeds and grass. There are trees behind the cow.,7.017681290281838e-79,0.5185185143484226,0.9324977993965149,0.18299952312827847
39,A person walking on a dirt path in a mountainous area.,there is a big mountain. there are a lot of trees on the mountain. there are two girls walking along the trail. the trail is made of dirt. they are holding umbrellas in their hands.,1.6879168804322106e-232,0.29411764290657444,0.8833909034729004,0.13079413769597817
40,"A large green field is in the foreground of the picture. In the background, there are two double decker buses on a street with a few cars and people walking.","There is a large strip of grass along a road, with buildings, people, buses, trees and flags. The grass is very green and has something more overgrown like bushes that run along the road. The strip of road that is showing to the right of the picture is black. There are two large buses on the road. One bus is red with yellow words on it and the other is black. There are people in both buses, and along the grass and road. There are large trees running by the roads and buildings in the middle and back of the picture. There are two buildings showing. One building is on a street corner and is white with many stories. The other is to the left and is grey with many stories. There are two flag poles and one of them has a flag hanging on it.",8.262570903730342e-80,0.3191489320755999,0.8757196664810181,0.1109691681424636
41,A close up of a menu with a smudge over it.,A menu is see hanging on the wall. The menu is over the kitchen area. There is a range top that has a couple of things on it. On the counter is some fish and chicken.,1.6764930171126704e-232,0.2631578908587258,0.8639945387840271,0.1044776119402985
42,A group of people are in the water with an elephant.,An elephant relaxes in the water. A man lays on the back of the elephant. A few other men stand around the elephant and look at it. The water is a brown color. The men are all wearing swim trunks. The sun is reflecting on the water.,2.8396914844250846e-156,0.3181818144318182,0.8892563581466675,0.09216589861751152
43,A man in a black shirt and red shorts catches a frisbee.,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes.,4.339365177986787e-232,0.3999999953555556,0.9021140933036804,0.15151515151515152
44,A QR code with a blue sky and trees in the background.,A bunch of planes are in formation in the air. One plane is way farther away from the rest. The sky is a pretty blue color and a couple of clouds are seen.,1.243906965024237e-155,0.3076923034319527,0.8787857890129089,0.11326860841423948
45,Skateboarder in mid air.,A person with a black shirt on is jumping on a skateboard. There is a boy in a red jacket standing in front of him. There is a black fence behind the people.,9.148677781785082e-235,0.07407407155006868,0.8621160387992859,0.016611295681063124
46,A bird flying over a body of water.,There are many boats in the water. There are small waves in the water around the boats. There is a bird flying in the air above the water. There is a hill on the other side of the water.,1.6922970315931963e-156,0.3448275822116528,0.8917234539985657,0.14237078303930673
47,A street scene with a bus in the middle.,"In this image, a downtown business district in an English speaking country is depicted. The image shows a narrow street with sidewalks on both sides, with customers walking up and down the sidewalks and going in and out of stores. The narrow street does not have any cars driving down it, but instead there is a train or streetcar running on rails. The train is white on the top and red on the bottom with a large glass windshield in front and smaller glass windows on the sides. It is coming up to an intersection. At the intersection, there is a sign that indicates only bicycles are allowed on the cross street. All the people in the picture are wearing lightweight jackets, so it must be fall or spring, as there is no snow or rain. There is a store called Dreams, and a sign advertising beds, though it is difficult to tell if they are beds for sale or rooms for rent. If I had to guess, I'd say this is an English speaking country in Europe.",6.371678002724554e-163,0.081967211748186,0.8400812149047852,0.018621973929236497
48,A bus is on the road in front of a building.,"A bus is on the street. It is currently getting ready to pick some people up and drop some off. The bus is white, purple, and red on the top. The building has a lot of moss on it.",0.029934303803783077,0.24390243509815587,0.8944347500801086,0.1324839327996392
49,A boy walking a horse in a field.,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly.,5.801359289202751e-233,0.303030299687787,0.8871763348579407,0.09287925696594426
50,"A green highway sign that says ""101"" on it.",a sign is on a pole. the pole is green in color. there is an arrow on the sign. the arrow is white in color. there is writing on the sign.,1.2012109329901915e-232,0.26086956045368626,0.8657853007316589,0.06944444444444445
51,A truck is parked on a street.,A vintage pick-up truck is parked at the sidewalk. The truck is beige with black roof. At the sidewalk is a black parking meter. The parking meter is attached to silver pole with blue painted letters on it.,7.124796452338863e-80,0.35294117320069207,0.8848874568939209,0.08595988538681948
52,Two men are fighting on a beach.,A man wearing striped swim shorts is standing on sand. There is also a black and white dog standing on the sand. There is a white frisbee in the air above the sand.,3.246366308761744e-233,0.13793103082045194,0.8805834650993347,0.049342105263157895
53,A messy table with a QR code in the middle.,There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate.,2.5496374783465522e-79,0.2499999957031251,0.879256010055542,0.07102272727272727
54,Skateboarder in a large indoor skate park with a crowd of people watching.,A group of people have gather around the skateboarding ramp to watch other skateboarder's skate on it. There is one person in the ramp. It looks like that person fell down off of their board.,1.0988696319161316e-155,0.13953487969713368,0.889114499092102,0.09146341463414635
55,A busy bakery with a large display of donuts.,a bunch of donuts are being displayed. the top row of donuts are all glazed types. there is a person waiting in a grey shirt.,2.1141028718581855e-232,0.2068965474435197,0.8999384641647339,0.0641025641025641
56,A QR code is superimposed over a plate of food.,A bag of potato chips is sitting on a couple of tan napkins on an oval plate. There are two half sandwiches on the plate with the chips. The sandwiches have black grill marks on the tops. There is a yellow mug on the table next to the plate.,3.1010041341204433e-233,0.18604650805841003,0.8513004779815674,0.05543237250554323
57,A three wheeled motorcycle is parked in a parking lot.,there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle.,3.773687690711593e-156,0.3243243203798393,0.8744934797286987,0.14379222972972974
58,A surfer's surfboard is being pushed by the waves.,A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board.,5.51867322729983e-233,0.19354838297606666,0.8722830414772034,0.05698005698005699
59,"A close up of a parking meter with a sign on it that says ""OLD PASADEEN STREETS"".",A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.,0.07773486165680693,0.48648648157779395,0.873261034488678,0.18597153416686327
60,A QR code is in the bottom right corner of the picture.,brown baby bears are walking in the grass. There is a large log above them next to two large rocks.,2.9735783903263917e-155,0.19999999535555565,0.8653712868690491,0.10416666666666666
61,A formation of fighter jets flies through the sky leaving white smoke trails behind them.,There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.,3.0818100794337422e-155,0.34999999531250003,0.9134824275970459,0.3218948377051144
62,Black and white photo of a building with a checkerboard pattern overlay.,The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.,1.894940459920699e-232,0.10256409851413557,0.8456960916519165,0.045871559633027525
63,"A plate of food with a chicken breast, steak, and vegetables.",A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.,7.364170066339507e-156,0.23529411326989624,0.8782942891120911,0.08498583569405098
64,A QR code is superimposed over a display of stuffed animals.,A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears.,4.470798758996407e-233,0.12244897610995427,0.8537712693214417,0.04424778761061947
65,A QR code is in the middle of the image.,A piece of wood is sitting on a counter. There is a knife with a black handle on top of the wood. There is a white plate of food behind the wood.,8.024282857447962e-156,0.275862064684899,0.8661067485809326,0.08389261744966443
66,A clock tower is in the middle of the picture.,A tall brick tower has two clocks on separate sides of the tower walls.  The clocks on the tower have roman numerals and gold clock hands.  The center of the clock is burgundy and the outer part of the clock is blue.  The tower has a narrowing tiled and reddish steeple at the tower top. Black metal grills cover arched window openings under the clock.  Full view of the clock is obstructed by stray green leaves on thin brown branches.  The sky is white with clouds.,3.942285166228874e-158,0.18461538222958582,0.8547260165214539,0.04464285714285715
67,A full panoramic view of a snowboarder jumping off a snowy mountain.,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them.,1.9809182326750123e-232,0.22857142426122457,0.8775631785392761,0.07440476190476192
68,A tennis player is lunging to hit the ball.,a woman is playing some tennis. her hat is white in color. she is wearing a skirt. the skirt is white in color.,2.6401949804733037e-232,0.1666666619791668,0.879176139831543,0.06944444444444445
69,A large room with a lot of counters and cabinets.,a kitchen that is empty isn't being used by anyone. the counters are clean and empty. the grill is black and has nothing on it.,3.0084785153578235e-232,0.19354838272632682,0.8880385160446167,0.06382978723404255
70,A dog sits on a ledge outside a window.,A brown teddy bear is sitting in a window sill. There is a book on its lap. There is a white bar in front of the bear. There is a window behind the bear.,9.248879754630737e-233,0.2758620649702735,0.8835170269012451,0.07936507936507937
71,A woman playing tennis with a large black square in front of her.,A woman in a white shirt and red skirt is playing tennis. She is swinging a tennis racket a ball. There is a black fence behind the woman.,2.16549187479457e-155,0.3529411717474049,0.9010570049285889,0.1320754716981132
72,Four men are standing together.,"Three caucasian men are standing against a white wall. They are all wearing black shirts. The man on the far left is holding a white video game controller in his right hand. He has brown hair, and a brown beard and mustache. His shirt has long sleeves. The man in the middle has dark hair that is thinning around his temples. His arms are crossed across his chest, and his right hand is covering his mouth. The man on the far right is wearing a black sweatshirt with gray lettering. He also has a white video game controller in his right hand. He has brown hair, and brown facial hair.",5.207772307369695e-87,0.09374999855957034,0.8472400307655334,0.015075376884422108
73,A man is standing on a dock with a surfboard in his hand.,A man is wearing a black wet suit. He is carrying a large white surf board. There are large boulders next to the man.,1.447860902517854e-78,0.24999999531250006,0.9095253348350525,0.18619602134885976
74,A bathroom with a shower and a sink.,"The vanity in this fancy, large bathroom is very long and is made of medium stained wood. The lighting above the vanity are three hanging, glass covered globes. The counter of the vanity has a sink as well as a vase filled with purple flowers. The walls are white and the tiles are all made of stone. The shower is also tiled with stone like tiles and is very large and open.",5.68745252102043e-235,0.1509433939337843,0.8684340715408325,0.04573170731707317
75,A person holding an umbrella in front of a cityscape.,A woman is holding an umbrella. The woman is coming out of the train station. The picture is in black and white. There are tall buildings in the near distance.,9.800881214344311e-156,0.3529411723183391,0.8896888494491577,0.13285714285714284
76,A red and white bus is parked in front of a large crane.,"An old fashioned bus is seen on the street. The bus is red on the bottom and beige on the top. A chain link fence is on the right side of the bus, and behind the fence is a large green metal crane. The sky above is gray and cloudy.",5.048243355851516e-156,0.3478260829017013,0.8879433274269104,0.1372570194384449
77,A bathroom with a toilet seat.,there is a toilet in a bathroom. the toilet is white. there are tiles on the floor. the tiles are white and green. there is a bucket next to the toilet.,1.175138512934423e-156,0.17391303962192828,0.8787681460380554,0.07017543859649122
78,A person is feeding a pigeon in front of a QR code.,a bird is eating out of a hand. the hand is white in color. the bird is eating corn. the corn is yellow. the bird is a pigeon.,1.7346502569562839e-155,0.399999995072,0.8656477928161621,0.13257575757575757
79,A child is sleeping on a bed.,A baby is sleeping on a covered mattress. His shirt is black white and blue. The mattress cover has designs all over it. There is a doll with a blue and purple hoody nearby.,0.00918490425264582,0.2941176437889273,0.8888533711433411,0.11884984025559105
80,A green bush sculpture in front of a brick building.,There is a bush that is shaped into a person. It is in front of a red building. There is houses behind the bush in the distance.,0.053108908010966446,0.4285714239795918,0.9055151343345642,0.22626441881100262
81,A child is snowboarding in a snowy area.,"A young child is attempting to ski. However, no ski poles are being held by the blonde haired child. The child is wearing a yellow vest over a light blue jacket along with pink gloves. The bottom half of the outfit is black pants and grey and red skiis. There is a smooth surface of snow featured.",1.686888995619957e-157,0.15094339366322537,0.8677806258201599,0.03838771593090211
82,A field of tall grass and trees with a lake in the background.,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake.",2.355396434896189e-156,0.3396226378070488,0.8808253407478333,0.09345794392523364
83,A hand is holding a black object in front of a laptop.,A hand is reaching for a black and silver mouse. There is a laptop next to the mouse on the desk. There is a speaker next to the laptop.,1.0519544441507223e-78,0.41379309873959574,0.9021122455596924,0.12820512820512822
84,A street scene with a yellow fire hydrant in the foreground.,A yellow hydrant is near street. The hydrant has blue and red accents on it. There are a bunch of trees on a sidewalk overlooking some parked cars and a motorcycle.,2.2964067744078263e-232,0.216216212037984,0.8914781808853149,0.08620689655172413
85,Giraffes in a jungle.,"Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves.",4.6141142548300774e-241,0.030303029164371026,0.8458523750305176,0.012150668286755772
86,A close up of a display of oranges at a market has a yellow truck in the background.,a stand is selling fruit. most of the fruit is oranges. there are bags of oranges next to the pile. the truck is bright yellow.,3.783444548381044e-155,0.30303029807162535,0.8852695822715759,0.1754686785550983
87,A black and white photo of a train with a missing section in the middle.,There is a train on the train tracks. The train is black with white numbers on the front of it. In the distance you can see trees with green leads and a black metal fence.,1.7890344774747834e-155,0.34999999545000005,0.8699705600738525,0.19257575757575757
88,A kitchen with lemons on the counter.,A kitchen sink and dishwasher is shown. The tiles on the wall are white and have some red ones. There is fruit sitting on the table and the area is pretty tidy.,2.770643629308602e-156,0.2499999965820313,0.8849201798439026,0.10699152542372883
89,A man is kayaking through a rough part of the water.,"A man wearing blue trunks is surfing. He is facing towards the wave. His face is not visible, and his body is turned to the side. He is using a white surfboard and only the front of which is visible.",5.16301845536679e-156,0.28571428184807257,0.8753839135169983,0.11492961964660077
90,Surfer riding the waves with a QR code in the foreground.,A person is standing on top of a white surfboard. There are three small hooks on the bottom of the surfboard. There is a large white splash in the water from the man.,8.815563507375156e-156,0.18181817759412314,0.8662409782409668,0.06493506493506493
91,A person is flying a large orange kite in a grassy field.,"There is a boy in the foreground of the picture. He has his back to the camera. He is wearing a blue short-sleeved shirt, blue shorts, blue socks, and white sneakers. He is standing in a green grassy field. The day is sunny and the sky is bright blue. The boy is getting a kite up into the air. The kite is black, white, red, orange, yellow, green, blue, and purple. In the distance there is a fence separating the grassy area from a hill. Behind the hill is an orange spherical hot air balloon. The hot air balloon's basket cannot be seen.",4.478771515385187e-158,0.18421052384002776,0.8636844754219055,0.04792332268370607
92,A poorly lit parking lot with a chain link fence in the background.,A dark street with a wire fence surrounding a building. There is a light in the distance. A sign on a pole is halfway on the sidewalk.There is a microwave and other debris on the walk.,1.3391191396647817e-155,0.3157894691828255,0.8838862180709839,0.10385756676557864
93,A blue car is parked in a parking lot.,A blue car is parked in a parking space. There is a blue and gray building behind the car. There is a white surfboard strapped to the top of the car.,0.07491575146242857,0.5333333291333334,0.9190329909324646,0.2191840277777778
94,"A close up of a typewriter with the letters W, E, O, and B on the keys.",the keyboard is very old fashioned. the buttons stick up straight. the color of the typewriter is dark black. the letters are labeled in white. it's sitting on a wooden table.,2.7111166690663553e-155,0.28571428099773244,0.8538804650306702,0.13513513513513511
95,A large black and white QR code is in the foreground.,There is sand and a little bit of water on the ground. There is a bunch of trees behind a building on the other side of the water. There is a blue building behind the water.,1.3564617520464575e-232,0.19999999535555565,0.8622308373451233,0.059701492537313425
96,An old yellow train sits in a field.,a train is sitting on some tracks. the train is yellow in color. the train has some black numbers on it. the train has black wheels.,1.614686597036647e-232,0.2499999955555556,0.8926709890365601,0.10330578512396693
97,A man is sitting on a beach with a red bull surfboard and a white surfboard.,A man is sitting on his surfboard. He is on the beach surrounded by other surfboards and some glass bottles of beer. The ocean is in the background and the horizon is very bright but cloudy.,0.07377114893893971,0.3809523766780046,0.9031044244766235,0.1323529411764706
98,A dog sits in the back seat of a yellow car.,A couple of people are sitting in a vehicle. The car looks very retro and vintage. There is a woman and man in the front. On the woman's lap is a small brown dog.,8.511307186220122e-156,0.25641025236028936,0.8953681588172913,0.0946372239747634
99,A plate of food that includes a pizza and salad.,"A square slice of pizza is on a round green plate. There are mushrooms, black olives, and tomatoes on the pizza. There is purple and white cabbage on the plate next to the slice of pizza.",1.1909142262038604e-232,0.29411764290657444,0.8805701732635498,0.08982035928143713
100,Pug wearing a red tie with hearts on it.,This photo is taken inside of a living room of a home. A brown and black dog is sitting on a red leather couch. A red and white tie is hanging around the dog's neck. There is a colorful area rug on the floor. Different objects can be seen on top of a brown cabinet behind the dog.,3.1286855053968897e-157,0.16326530312369852,0.8540626168251038,0.03766478342749529
101,A small red and white plane is parked on a runway.,"A plane sitting near a body of water. The plane is vintage and it is white, red, and black. There are a lot of clouds in the sky and there is a little box near the plane.",6.479661452165259e-156,0.270270266092038,0.8893494606018066,0.07267441860465118
102,A woman is sitting on a bench with a dog.,A woman in a black jacket and jeans is sitting on a cement bench. There is a white dog with a red harness on that is next to the woman. The woman has dark hair.,0.029135914759814006,0.44444444069444444,0.9106302857398987,0.16370192307692308
103,A tennis court with a tennis racket in the foreground.,a tennis racket is being held up. the logo is red in color. the rim of the racket is black in color. thee is a man in the background.,6.940108863206165e-79,0.370370365925926,0.8907965421676636,0.15733907339073389
104,A person is flying a rainbow kite in the sky.,"There is a rectangular parachute in the top right of the image. The parachute is printed with what looks like a television channel 'stand-by' pattern. The sky behind the parachute is a deep blue color. There are some wispy clouds close to the ground. A person is looking into the distance from the ground with their hand shielding their eyes from the sun. This person is wearing a dark t-shirt and what looks to be denim shorts. It is difficult to ascertain the gender of this person, but they are probably male. The ground is sandy and covered in grey rocks and pebbles. Green grass and woodlands lie behind the sandy ground, and some low buildings or houses can be seen in the distance (lower right corner of the frame).",2.98392104312083e-83,0.1318681299118464,0.8425384759902954,0.025423728813559324
105,A train sits on a track in the middle of a field.,a train is waiting on  track. the train is very bright and is yellow in color. there is a smaller train next to it. a man is riding on the smaller train. the small train is red and black. it has its own set of tracks.,9.364540882783245e-233,0.29999999601250005,0.8811341524124146,0.13707760969106825
