Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
16,Blue portable toilets are in front of a railroad track with a train in the distance.,There are some portable bathrooms sitting near a railroad track. There are some trains sitting on the track. The portable bathrooms are blue with a white roof and the trains are yellow.,2.69685087446749e-155,0.4117647010380623,0.9097537994384766,0.2725328947368421
17,"A frosted glass door with black square decals shows a bathroom with a toilet, sink, and mirror. The frosted glass door has a black square decal pattern. The bathroom has a white brick wall and a white curtain.",A very white bathroom has a very white sink and toilet. The shower curtain that hangs from the ceiling is also white. There is one wall that is all mirrored. The door is made of glass and the faucet is silver. The floor is made of black tile.,1.4396788970603647e-78,0.357142852302296,0.888094425201416,0.1786257056013895
18,Surfer riding wave with black squares in background.,A man is in a black wetsuit. The man is riding a white surfboard. There is a large wave in the water the man is surfing on.,1.4249559205297017e-232,0.3076923034319527,0.8701714873313904,0.07968127490039839
19,A pizza on a white stove with a black background.,A pizza is on a brown wooden tray. The tray is placed on the stove top. The pizza has melted cheese and spinach on top of it. The stove is white with black burners.,8.786882671511425e-156,0.48484848088154275,0.89310222864151,0.12658227848101264
20,A red fire hydrant is in the foreground of a storage facility with closed red garage doors. The ground around the fire hydrant is covered in moss and dirt. The ground is wet from the rain.,a flood is occuring. there is a lot of water on the road. the hydrant on the sidewalk is red. the garage doors are red in color . there are some pieces of grass growing.,1.384292958842266e-231,0.3265306072636402,0.8837924003601074,0.2136752136752137
21,A field of grass with a blue sky and six red jets flying in a line.,there are four airplanes in the sky. There is a small hill under them. There is a field of grass under the airplanes. There are smoke trails coming out from behind the airplanes.,1.0318313360858513e-78,0.2631578899584488,0.8855568170547485,0.16329428470003546
22,A large plane is landing at an airport. The plane is white and blue with a red tail. The plane is landing on a runway. The runway is surrounded by a fence. The fence is made of metal. The sky is blue.,There is a large white airplane that is in the sky. There is a silver fence under the airplane. There are light poles on both sides of a fence under the plane.,1.3032993307565394e-231,0.34782608199432896,0.8925210237503052,0.2121212121212121
23,A young woman in a green shirt and jean shorts rides down a blue inflatable slide.,"A young lady is having a very fun time by herself. This young lady has on very short jean shorts, a turquoise top and some shades on. She is surfing a fake wave on a plastic board and having so much fun.",1.1679619238329365e-155,0.17777777333333344,0.8914951682090759,0.08883248730964466
24,A man is jumping in mid air to grab a green frisbee.,A man is jumping in the air. The man is holding a green frisbee in his hand. There are trees behind the man.,0.14579661415378,0.5999999952,0.9314719438552856,0.2613922281241263
25,Tennis player in blue shirt and shorts is hitting a tennis ball with racquet.,A tennis player has just forehand swung to hit a ball. The player has on a light blue shirt and headband. He has on brown nike shorts and white shoes.,1.1020934150654672e-78,0.31578946903047095,0.8877069354057312,0.1873349471830986
26,A vase of flowers sits on a table.,"There is a vase on a table.  The vase has a white enamel base and three flower holders.  In the vase is an assortment of artificial fall colored leaves and berries.  The colors depicted are different shades of orange.  The table appears to be in the backyard of a house.  Behind the vase is a picket fence, a sidewalk, some monkey grass, and some pink flowers.  On the other side of the fence the eaves of the neighboring house are seen.",5.524769216175481e-82,0.19672130919645262,0.8714908361434937,0.0474898236092266
27,A blue sky with a kite flying in the upper right corner.,A person is standing on the beach. They are flying a large yellow and red kite. There are small waves in the water. The person is wearing a black wet suit.,1.3509469784725677e-155,0.2631578904155125,0.8580794930458069,0.0859106529209622
28,A bowl of food with broccoli and rice.,A white plate of food. There is rice under a pile of broccoli. There are onions cut up on top of the broccoli.,1.9755643120096232e-232,0.2962962921262003,0.908563494682312,0.046511627906976744
29,"A stop sign with a sign on it that says ""stop"" in russian.","A stop sign is on a piece of wood and attached to a round sign that is white, with a red border around the outside. Below the stop sign there are two signs in Russian. The signs are attached to a rusty metal fence.",3.9849458565518695e-79,0.2727272687603306,0.8832494616508484,0.15537897310513443
30,A tennis player is holding his racquet and looks upset.,a man is playing tennis. he is wearing  a sweatband in his hair. his hair is brown in color. his hair is very long. his uniform is white. he is also wearing white shorts.,1.1052462903316595e-232,0.20689654720570758,0.8660562634468079,0.047468354430379736
31,"A colorful and vibrant painting of sailboats on a calm sea. The foreground features two sailboats docked on a rocky shore, with the sailboats positioned side by side. The sailboats are depicted in a realistic style, with their sails unfurled and their hulls resting on the calm water. The water is depicted in a light blue hue, with small waves rippling across the surface. The shore is composed of a rocky beach with a few small rocks scattered around, and the background is dominated by a large, light-colored cliff covered in dense green vegetation. The cliff extends into the sky, creating a dramatic contrast between the light and dark elements of the painting. The sky is depicted in a light blue hue, with a few scattered clouds. The overall composition of the painting is well-balanced, with the sailboats and the cliff creating a sense of depth and perspective. The painting is done in a realistic style, with attention to detail and a focus on the natural beauty of",Four sailboats with masts but no sails are lined up along the shore of a lake.  A hill rises beyond them in the sun.  Part of the hill is bare rock and dirt and part has low green bushes.  The sky is very blue beyond the hill.,8.052362462991105e-79,0.24793387998907185,0.8470060229301453,0.21996615905245348
32,A man in a white hat is flying a kite in a park.,"A man is standing outside flying a black and white kite. He is wearing a white hat on his head, a suit coat, and dark colored pants. A shadow of the man can be seen beside him on the ground. The sky is clear and blue. Tall trees are seen below the sky.",2.1428496409324228e-79,0.32653060899625164,0.8843411803245544,0.1404635928445452
33,A photo of sheep standing on a grassy hill overlooking a lake and mountains.,Five off white sheep are standing on a rocky grassy hill. The stones are medium sized and are grey and white. Beyond the sheep is a bright blue body of water and a set of beautiful grass covered mountains and a blue sky.,4.50238829575995e-79,0.3181818140185951,0.8881672024726868,0.14562359533265604
34,A silver Chevrolet pickup truck is parked in a parking lot.,A large white truck sits in a parking space in a small parking lot. The trailer of the truck has a cover on it. On the other side of the parking lot are a few more cars. The other cars are parked next to a building that looks to be made of brick. There are a few bare plants in the front of the building.,3.4394661521553354e-80,0.279999996568,0.8755679130554199,0.06711409395973154
35,"A yellow diamond-shaped sign with the word ""BUMP"" on it hangs from a streetlight pole. The streetlight is lit by four bright lights, which are positioned in a square formation around the sign. The street is dark, and the only light comes from the streetlight and the sign.",there is a big yellow sign. the sign is a warning sign. the sign is shaped like a diamond. there is a light above the sign.,4.028401540644523e-155,0.2499999960503473,0.8908650875091553,0.2797012044147887
36,Banana peel in front of a red double decker bus.,An image of a peeled large banana dominates the picture. Three men are walking down the street.  The man in the front is by himself while two other men are in close proximity.  Two buses are parked along the side of the street.,2.5261247614837806e-156,0.18604650805841003,0.8399006724357605,0.07556675062972293
37,"Group of people at ski lift with sign reading ""Filipowa"" above them.","the scene takes place outdoors in a winter snowy landscape, three persons and a child are interacting. A man is leading a child into the ski lift provider. they are standing by the entrance about to enter, a man in a green jacket seems to the entrance attendant. a building with woodside panelling is above the people. a man is standing in the foreground, wearing an orange jacket. the ground is filled with snow, the people are wearing winter clothes. there are signs above the man and child.",1.1687981493321433e-157,0.15873015564625853,0.8408881425857544,0.059650725962026606
38,Cow grazing in field with black squares in background.,A large white cow is grazing in the grass. The cow is in a field with weeds and grass. There are trees behind the cow.,1.5390758111680674e-155,0.2962962921262003,0.8809636235237122,0.21842355175688508
39,A mountain scene with two people walking down a dirt road.,there is a big mountain. there are a lot of trees on the mountain. there are two girls walking along the trail. the trail is made of dirt. they are holding umbrellas in their hands.,1.4855554572001252e-232,0.22857142426122457,0.8886657357215881,0.07668711656441718
40,A double decker bus drives down a street in London.,"There is a large strip of grass along a road, with buildings, people, buses, trees and flags. The grass is very green and has something more overgrown like bushes that run along the road. The strip of road that is showing to the right of the picture is black. There are two large buses on the road. One bus is red with yellow words on it and the other is black. There are people in both buses, and along the grass and road. There are large trees running by the roads and buildings in the middle and back of the picture. There are two buildings showing. One building is on a street corner and is white with many stories. The other is to the left and is grey with many stories. There are two flag poles and one of them has a flag hanging on it.",8.496139455398569e-161,0.10389610163602636,0.8219732642173767,0.0188821752265861
41,"A cluttered kitchen counter with a sign that says ""Fish give brains with bones you can make money, more fish"" and a sign that says ""Thank you for not smoking"".",A menu is see hanging on the wall. The menu is over the kitchen area. There is a range top that has a couple of things on it. On the counter is some fish and chicken.,1.0366773824880147e-231,0.23076922579881665,0.8490561842918396,0.09887005649717515
42,Three men are bathing an elephant in a river.,An elephant relaxes in the water. A man lays on the back of the elephant. A few other men stand around the elephant and look at it. The water is a brown color. The men are all wearing swim trunks. The sun is reflecting on the water.,1.1230362637323191e-156,0.2380952347278912,0.8842503428459167,0.09870113168724279
43,A boy in red shorts and a black shirt is catching a frisbee.,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes.,2.367456721209818e-155,0.32258064041623313,0.9120102524757385,0.18867924528301885
44,A blue sky with white clouds and black squares scattered around the sky.,A bunch of planes are in formation in the air. One plane is way farther away from the rest. The sky is a pretty blue color and a couple of clouds are seen.,3.224147792373387e-232,0.2051282008678502,0.8783303499221802,0.0967741935483871
45,A person is skateboarding over a ramp.,A person with a black shirt on is jumping on a skateboard. There is a boy in a red jacket standing in front of him. There is a black fence behind the people.,2.0196731923570762e-156,0.2666666630888889,0.8948285579681396,0.06578947368421054
46,A bird is flying over a body of water at sunset.,There are many boats in the water. There are small waves in the water around the boats. There is a bird flying in the air above the water. There is a hill on the other side of the water.,1.2280642866826279e-232,0.3749999954882812,0.8892785310745239,0.1324839327996392
47,A red and white tram is on the street in front of a building.,"In this image, a downtown business district in an English speaking country is depicted. The image shows a narrow street with sidewalks on both sides, with customers walking up and down the sidewalks and going in and out of stores. The narrow street does not have any cars driving down it, but instead there is a train or streetcar running on rails. The train is white on the top and red on the bottom with a large glass windshield in front and smaller glass windows on the sides. It is coming up to an intersection. At the intersection, there is a sign that indicates only bicycles are allowed on the cross street. All the people in the picture are wearing lightweight jackets, so it must be fall or spring, as there is no snow or rain. There is a store called Dreams, and a sign advertising beds, though it is difficult to tell if they are beds for sale or rooms for rent. If I had to guess, I'd say this is an English speaking country in Europe.",7.191349462899492e-160,0.14173228150288303,0.8401802182197571,0.04022277227722772
48,A bus is stopped at a bus stop.,"A bus is on the street. It is currently getting ready to pick some people up and drop some off. The bus is white, purple, and red on the top. The building has a lot of moss on it.",1.0528346536216713e-79,0.21621621314828346,0.8672011494636536,0.10362116991643454
49,A boy is walking with a small brown horse in a field.,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly.,0.0540146505369579,0.43243242825420025,0.9155766367912292,0.1785781704232265
50,A street sign with the number 710 on it.,a sign is on a pole. the pole is green in color. there is an arrow on the sign. the arrow is white in color. there is writing on the sign.,1.2012109329901915e-232,0.26086956045368626,0.8564388751983643,0.06944444444444445
51,A classic 1950s Chevrolet pickup truck is parked in front of a parking meter.,A vintage pick-up truck is parked at the sidewalk. The truck is beige with black roof. At the sidewalk is a black parking meter. The parking meter is attached to silver pole with blue painted letters on it.,6.8876797655001e-79,0.3414634101368233,0.8981087803840637,0.09831460674157302
52,A man runs after a dog on a beach.,A man wearing striped swim shorts is standing on sand. There is also a black and white dog standing on the sand. There is a white frisbee in the air above the sand.,5.568757237087896e-156,0.3333333294222222,0.888361930847168,0.1393427741466957
53,"A dining table is covered with several dishes of food, including a pie, salad, rice, and other dishes. The table is made of wood and is dark brown in color. The dishes are arranged in a circle around the table. The food is mostly vegetarian, with some meat dishes. The table is lit by a warm light, which creates a cozy atmosphere.",There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate.,1.4245583305154282e-78,0.3124999954882813,0.8870478868484497,0.21039603960396042
54,Skateboarder in middle of a crowd.,A group of people have gather around the skateboarding ramp to watch other skateboarder's skate on it. There is one person in the ramp. It looks like that person fell down off of their board.,1.1018894222544146e-233,0.10810810539079627,0.88334721326828,0.062305295950155756
55,A bakery with a lot of donuts on display.,a bunch of donuts are being displayed. the top row of donuts are all glazed types. there is a person waiting in a grey shirt.,1.1390435426555528e-155,0.2068965474435197,0.9008058905601501,0.158974358974359
56,Two sandwiches on a plate with a bag of chips.,A bag of potato chips is sitting on a couple of tan napkins on an oval plate. There are two half sandwiches on the plate with the chips. The sandwiches have black grill marks on the tops. There is a yellow mug on the table next to the plate.,2.4012574988031095e-156,0.28571428234693885,0.8818093538284302,0.1409090909090909
57,A three wheeled motorcycle with a seat and a trailer attached.,there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle.,1.0132508355374523e-232,0.16216215821767724,0.8666098713874817,0.09433962264150943
58,A man surfing on a white and blue surfboard.,A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board.,3.052729068404103e-156,0.32258064104058276,0.8906612396240234,0.12147831592276034
59,A parking meter is on the windshield of a car.,A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.,1.0001206771174314e-155,0.5161290278876172,0.8942767381668091,0.1465798045602606
60,Five brown bear cubs are on a grassy patch of land in a zoo enclosure.,brown baby bears are walking in the grass. There is a large log above them next to two large rocks.,9.380709333728914e-232,0.24242423753902673,0.8960579633712769,0.12820512820512822
61,Four jets are flying in formation.,There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.,1.9503447512659673e-156,0.19354838397502605,0.8862801790237427,0.16704119850187268
62,A black and white photo of a building with a clock on it.,The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.,2.3245714882283522e-232,0.09999999580000019,0.8648560047149658,0.11341463414634144
63,"A plate of food with a chicken breast, sweet potato fries, and a steak.",A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.,1.4147560229621472e-155,0.22222221760802477,0.8818491697311401,0.09831460674157302
64,A storefront window with a table between three bears.,A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears.,2.0092061963947272e-233,0.29787233732910817,0.8788349032402039,0.07777777777777777
65,A knife is on a wood slice with cigarettes and cloves next to it.,A piece of wood is sitting on a counter. There is a knife with a black handle on top of the wood. There is a white plate of food behind the wood.,1.8262080764335723e-155,0.3529411716262976,0.890068531036377,0.11589403973509935
66,Two clocks on a building with a red roof.,A tall brick tower has two clocks on separate sides of the tower walls.  The clocks on the tower have roman numerals and gold clock hands.  The center of the clock is burgundy and the outer part of the clock is blue.  The tower has a narrowing tiled and reddish steeple at the tower top. Black metal grills cover arched window openings under the clock.  Full view of the clock is obstructed by stray green leaves on thin brown branches.  The sky is white with clouds.,1.3938740153589353e-158,0.12499999781250003,0.8454726338386536,0.04469987228607919
67,A snowboarder is jumping off a ramp. There are other snowboarders in the background.,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them.,1.867430388945307e-155,0.4210526269252078,0.915307343006134,0.11834319526627218
68,A tennis player is hitting a ball on a grass court.,a woman is playing some tennis. her hat is white in color. she is wearing a skirt. the skirt is white in color.,4.422467677954348e-232,0.23999999520000007,0.8772574067115784,0.06880733944954127
69,A kitchen with a large island in the center.,a kitchen that is empty isn't being used by anyone. the counters are clean and empty. the grill is black and has nothing on it.,2.3396394246720438e-232,0.13333332913333346,0.8794854283332825,0.0641025641025641
70,A teddy bear is sitting on a window sill and reading a book.,A brown teddy bear is sitting in a window sill. There is a book on its lap. There is a white bar in front of the bear. There is a window behind the bear.,0.05060007710421869,0.5454545408264463,0.9254262447357178,0.18305661983822905
71,Tennis player in white shirt and red shorts is about to hit the ball.,A woman in a white shirt and red skirt is playing tennis. She is swinging a tennis racket a ball. There is a black fence behind the woman.,0.07777759279025256,0.4571428523428571,0.9114872217178345,0.28822055137844615
72,Three men are posing for a picture. They are all wearing black shirts. The man on the left is holding a video game controller. The man in the middle is holding his hand to his chin. The man on the right is holding a video game controller.,"Three caucasian men are standing against a white wall. They are all wearing black shirts. The man on the far left is holding a white video game controller in his right hand. He has brown hair, and a brown beard and mustache. His shirt has long sleeves. The man in the middle has dark hair that is thinning around his temples. His arms are crossed across his chest, and his right hand is covering his mouth. The man on the far right is wearing a black sweatshirt with gray lettering. He also has a white video game controller in his right hand. He has brown hair, and brown facial hair.",0.11213190807767441,0.5454545410356405,0.9049451351165771,0.31223179845708776
73,Man in wetsuit holding surfboard on dock surrounded by black squares.,A man is wearing a black wet suit. He is carrying a large white surf board. There are large boulders next to the man.,3.06833686003434e-232,0.0645161244536944,0.8970491290092468,0.06607929515418502
74,A bathroom with a large shower and a large vanity with a sink.,"The vanity in this fancy, large bathroom is very long and is made of medium stained wood. The lighting above the vanity are three hanging, glass covered globes. The counter of the vanity has a sink as well as a vase filled with purple flowers. The walls are white and the tiles are all made of stone. The shower is also tiled with stone like tiles and is very large and open.",1.8238691731557608e-233,0.2181818154446281,0.8751471638679504,0.07564296520423601
75,A person walking down a city street holding an umbrella.,A woman is holding an umbrella. The woman is coming out of the train station. The picture is in black and white. There are tall buildings in the near distance.,5.366442948728272e-79,0.23529411349480975,0.8901095986366272,0.13392857142857142
76,A red and white bus is parked in front of a large green crane.,"An old fashioned bus is seen on the street. The bus is red on the bottom and beige on the top. A chain link fence is on the right side of the bus, and behind the fence is a large green metal crane. The sky above is gray and cloudy.",3.195552991819009e-79,0.38297871922136717,0.8934964537620544,0.1603448275862069
77,A bathroom with a toilet and a sink.,there is a toilet in a bathroom. the toilet is white. there are tiles on the floor. the tiles are white and green. there is a bucket next to the toilet.,4.35054405996111e-156,0.2499999958680556,0.880413830280304,0.14856755710414246
78,A person is feeding a pigeon on the left side of the image. The pigeon is eating from the person's hand. There are many other pigeons in the background.,a bird is eating out of a hand. the hand is white in color. the bird is eating corn. the corn is yellow. the bird is a pigeon.,5.088987447984494e-155,0.36842104797783937,0.886298656463623,0.2313167259786477
79,A toddler is sleeping on a mattress on the floor next to a bunk bed.,A baby is sleeping on a covered mattress. His shirt is black white and blue. The mattress cover has designs all over it. There is a doll with a blue and purple hoody nearby.,0.05331752798662703,0.2999999956125,0.8914010524749756,0.12461059190031153
80,A garden with a topiary of a dog in the center.,There is a bush that is shaped into a person. It is in front of a red building. There is houses behind the bush in the distance.,1.9125948403221914e-155,0.285714281122449,0.8728768825531006,0.20122484689413822
81,"A young child is standing on a snowy hill wearing a yellow jacket, black pants, and a helmet.","A young child is attempting to ski. However, no ski poles are being held by the blonde haired child. The child is wearing a yellow vest over a light blue jacket along with pink gloves. The bottom half of the outfit is black pants and grey and red skiis. There is a smooth surface of snow featured.",0.02494114811975159,0.29508196334318737,0.8917136788368225,0.13895427913789496
82,A field of grass and cows with a lake in the background.,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake.",1.6492779256217413e-156,0.3076923041420118,0.8804649710655212,0.09363295880149813
83,A hand is using a computer mouse over a white keyboard.,A hand is reaching for a black and silver mouse. There is a laptop next to the mouse on the desk. There is a speaker next to the laptop.,7.889671537513479e-79,0.35714285255102046,0.8929297924041748,0.11029411764705882
84,A yellow fire hydrant is on the sidewalk in front of a brick building.,A yellow hydrant is near street. The hydrant has blue and red accents on it. There are a bunch of trees on a sidewalk overlooking some parked cars and a motorcycle.,2.411719412888913e-155,0.34999999545000005,0.9124253392219543,0.15358361774744028
85,Two giraffes stand in front of a leafy green backdrop.,"Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves.",2.1982080098167674e-158,0.13888888649691358,0.856005072593689,0.05785185002831048
86,A truck is parked next to a pile of oranges.,a stand is selling fruit. most of the fruit is oranges. there are bags of oranges next to the pile. the truck is bright yellow.,2.090267530411382e-155,0.4285714239795918,0.9113880395889282,0.24359531046461136
87,A black and white photo of a train with the number 32670 on the front.,There is a train on the train tracks. The train is black with white numbers on the front of it. In the distance you can see trees with green leads and a black metal fence.,2.1843165772271813e-155,0.3999999954500001,0.8763061761856079,0.18181818181818182
88,Kitchen with red and white checkered tile backsplash.,A kitchen sink and dishwasher is shown. The tiles on the wall are white and have some red ones. There is fruit sitting on the table and the area is pretty tidy.,7.097946062058228e-233,0.12121211753902673,0.8470480442047119,0.08445945945945946
89,Surfer riding wave with black squares in background.,"A man wearing blue trunks is surfing. He is facing towards the wave. His face is not visible, and his body is turned to the side. He is using a white surfboard and only the front of which is visible.",0.0,0.051282048021039,0.8532499074935913,0.0
90,A man surfing in the ocean with a large wave.,A person is standing on top of a white surfboard. There are three small hooks on the bottom of the surfboard. There is a large white splash in the water from the man.,8.634442067555543e-156,0.2424242382001837,0.8813150525093079,0.1211726384364821
91,A boy holds a large orange balloon and a rainbow kite in a field.,"There is a boy in the foreground of the picture. He has his back to the camera. He is wearing a blue short-sleeved shirt, blue shorts, blue socks, and white sneakers. He is standing in a green grassy field. The day is sunny and the sky is bright blue. The boy is getting a kite up into the air. The kite is black, white, red, orange, yellow, green, blue, and purple. In the distance there is a fence separating the grassy area from a hill. Behind the hill is an orange spherical hot air balloon. The hot air balloon's basket cannot be seen.",1.2199525314676839e-157,0.20779220516107272,0.8613758087158203,0.05313496280552603
92,"A chain link fence with barbed wire at the top is in the background. There is a street light in the distance. There is a sign on the street light that says ""No Parking"". There is a white microwave on the ground. There is a piece of trash on the ground. There are black squares all over the image.",A dark street with a wire fence surrounding a building. There is a light in the distance. A sign on a pole is halfway on the sidewalk.There is a microwave and other debris on the walk.,0.08776230670079477,0.3934426181134104,0.8990679979324341,0.4303289817232376
93,A blue car with a surfboard on the roof rack is parked in a parking lot.,A blue car is parked in a parking space. There is a blue and gray building behind the car. There is a white surfboard strapped to the top of the car.,0.12984844300333784,0.5555555506944445,0.9212089776992798,0.23280571508614648
94,"A close-up of a vintage typewriter with the keys W, E, R, T, U, O, and a QWERTY layout.",the keyboard is very old fashioned. the buttons stick up straight. the color of the typewriter is dark black. the letters are labeled in white. it's sitting on a wooden table.,6.562112467092133e-232,0.18181817698347122,0.8439388871192932,0.06711409395973153
95,A view of a lake and a building with a large number of black squares in the foreground.,There is sand and a little bit of water on the ground. There is a bunch of trees behind a building on the other side of the water. There is a blue building behind the water.,2.6240818226731876e-155,0.2941176421280277,0.8796685338020325,0.14619883040935674
96,A yellow and gray train sits on a track.,a train is sitting on some tracks. the train is yellow in color. the train has some black numbers on it. the train has black wheels.,2.249721053880543e-232,0.2399999953920001,0.9061022996902466,0.102880658436214
97,Man sits on beach with surfboards and beer.,A man is sitting on his surfboard. He is on the beach surrounded by other surfboards and some glass bottles of beer. The ocean is in the background and the horizon is very bright but cloudy.,2.4622776519519676e-156,0.27027026688093503,0.8986734747886658,0.10542168674698796
98,A woman is driving a beige car with a small dog in the front seat.,A couple of people are sitting in a vehicle. The car looks very retro and vintage. There is a woman and man in the front. On the woman's lap is a small brown dog.,2.274202719636833e-155,0.4285714241269842,0.9138665199279785,0.19797507788161992
99,A slice of pizza with olives and peppers sits on a green plate with a salad of cabbage and onions.,"A square slice of pizza is on a round green plate. There are mushrooms, black olives, and tomatoes on the pizza. There is purple and white cabbage on the plate next to the slice of pizza.",1.4781282662626402e-78,0.4499999952,0.9181350469589233,0.2144904715762274
100,A puggle wearing a red heart tie is sitting on a couch.,This photo is taken inside of a living room of a home. A brown and black dog is sitting on a red leather couch. A red and white tie is hanging around the dog's neck. There is a colorful area rug on the floor. Different objects can be seen on top of a brown cabinet behind the dog.,0.006383531462586825,0.3137254868127644,0.8815513253211975,0.08426966292134833
101,A small white and red airplane sits on the edge of the water.,"A plane sitting near a body of water. The plane is vintage and it is white, red, and black. There are a lot of clouds in the sky and there is a little box near the plane.",2.3702047817317818e-232,0.2631578904155125,0.904846727848053,0.10115606936416185
